|dates|Mahoning_Ohio_UnitedStates.JHU_ConfirmedCases.data|Mahoning_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Mahoning_Ohio_UnitedStates.NYT_ConfirmedCases.data|Mahoning_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Mahoning_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Mahoning_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Mahoning_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Mahoning_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|32432.0|0|32432.0|0|735.0|0|0.0|100
0|2021-11-11|32575.0|0|32575.0|0|735.0|0|0.0|100
0|2021-11-12|32733.0|0|32733.0|0|743.0|0|0.0|100
0|2021-11-13|32863.0|0|32863.0|0|743.0|0|0.0|100
0|2021-11-14|32977.0|0|32977.0|0|743.0|0|0.0|100
0|2021-11-15|33059.0|0|33059.0|0|743.0|0|0.0|100
0|2021-11-16|33212.0|0|33212.0|0|743.0|0|0.0|100
0|2021-11-17|33354.0|0|33354.0|0|743.0|0|0.0|100
0|2021-11-18|33543.0|0|33543.0|0|743.0|0|0.0|100
0|2021-11-19|33710.0|0|33710.0|0|757.0|0|0.0|100
0|2021-11-20|33855.0|0|33855.0|0|757.0|0|0.0|100
0|2021-11-21|33954.0|0|33954.0|0|757.0|0|0.0|100
0|2021-11-22|34114.0|0|34114.0|0|757.0|0|0.0|100
0|2021-11-23|34264.0|0|34264.0|0|760.0|0|0.0|100
0|2021-11-24|34475.0|0|34475.0|0|760.0|0|0.0|100
0|2021-11-25|34475.0|0|34475.0|0|760.0|0|0.0|100
0|2021-11-26|34686.0|0|34686.0|0|769.0|0|0.0|100
0|2021-11-27|34821.0|0|34821.0|0|769.0|0|0.0|100
0|2021-11-28|34928.0|0|34928.0|0|769.0|0|0.0|100
0|2021-11-29|35095.0|0|35095.0|0|769.0|0|0.0|100
0|2021-11-30|35270.0|0|35270.0|0|771.0|0|0.0|100
0|2021-12-01|35452.0|0|35452.0|0|771.0|0|0.0|100
0|2021-12-02|35635.0|0|35635.0|0|771.0|0|0.0|100
0|2021-12-03|35798.0|0|35798.0|0|788.0|0|0.0|100
0|2021-12-04|35952.0|0|35952.0|0|788.0|0|0.0|100
0|2021-12-05|36035.0|0|36035.0|0|788.0|0|0.0|100
0|2021-12-06|36168.0|0|36168.0|0|788.0|0|0.0|100
0|2021-12-07|36360.0|0|36360.0|0|790.0|0|0.0|100
0|2021-12-08|36524.0|0|36524.0|0|790.0|0|0.0|100
0|2021-12-09|36683.0|0|36683.0|0|790.0|0|0.0|100
0|2021-12-10|36833.0|0|36833.0|0|799.0|0|0.0|100
0|2021-12-11|37002.0|0|37002.0|0|799.0|0|0.0|100
0|2021-12-12|37109.0|0|37109.0|0|799.0|0|0.0|100
0|2021-12-13|37199.0|0|37199.0|0|799.0|0|0.0|100
0|2021-12-14|37199.0|0|37360.0|0|799.0|0|0.0|100
0|2021-12-15|37527.0|0|37527.0|0|805.0|0|0.0|100
0|2021-12-16|37712.0|0|37712.0|0|805.0|0|0.0|100
0|2021-12-17|37848.0|0|37848.0|0|822.0|0|0.0|100
0|2021-12-18|37952.0|0|37952.0|0|822.0|0|0.0|100
0|2021-12-19|38038.0|0|38038.0|0|822.0|0|0.0|100
0|2021-12-20|38241.0|0|38241.0|0|822.0|0|0.0|100
0|2021-12-21|38448.0|0|38448.0|0|827.0|0|0.0|100
0|2021-12-22|38649.0|0|38649.0|0|827.0|0|0.0|100
0|2021-12-23|38965.0|0|38965.0|0|827.0|0|0.0|100
0|2021-12-24|39223.0|0|39223.0|0|840.0|0|0.0|100
0|2021-12-25|39223.0|0|39223.0|0|840.0|0|0.0|100
0|2021-12-26|39562.0|0|39562.0|0|840.0|0|0.0|100
0|2021-12-27|39700.0|0|39700.0|0|840.0|0|0.0|100
0|2021-12-28|40011.0|0|40011.0|0|840.0|0|0.0|100
0|2021-12-29|40477.0|0|40477.0|0|840.0|0|0.0|100
0|2021-12-30|40993.0|0|40993.0|0|840.0|0|0.0|100
0|2021-12-31|41554.0|0|41554.0|0|875.0|0|0.0|100
0|2022-01-01|41554.0|0|41554.0|0|875.0|0|0.0|100
0|2022-01-02|42299.0|0|42299.0|0|875.0|0|0.0|100
0|2022-01-03|42752.0|0|42752.0|0|875.0|0|0.0|100
0|2022-01-04|43285.0|0|43285.0|0|876.0|0|0.0|100
0|2022-01-05|43776.0|0|43776.0|0|876.0|0|0.0|100
0|2022-01-06|44148.0|0|44148.0|0|876.0|0|0.0|100
0|2022-01-07|44559.0|0|44559.0|0|877.0|0|0.0|100
0|2022-01-08|44957.0|0|44957.0|0|877.0|0|0.0|100
0|2022-01-09|45385.0|0|45385.0|0|877.0|0|0.0|100
0|2022-01-10|45740.0|0|45740.0|0|877.0|0|0.0|100
0|2022-01-11|46182.0|0|46182.0|0|895.0|0|0.0|100
0|2022-01-12|46642.0|0|46642.0|0|895.0|0|0.0|100
0|2022-01-13|46642.0|0|46922.0|0|895.0|0|0.0|100
0|2022-01-14|47700.0|0|47700.0|0|909.0|0|0.0|100
0|2022-01-15|48842.0|0|48842.0|0|909.0|0|0.0|100
0|2022-01-16|49325.0|0|49325.0|0|909.0|0|0.0|100
0|2022-01-17|49735.0|0|0.0|100|909.0|0|0.0|100
