|dates|Goliad_Texas_UnitedStates.JHU_ConfirmedCases.data|Goliad_Texas_UnitedStates.JHU_ConfirmedCases.missing|Goliad_Texas_UnitedStates.NYT_ConfirmedCases.data|Goliad_Texas_UnitedStates.NYT_ConfirmedCases.missing|Goliad_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Goliad_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Goliad_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Goliad_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-18|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-19|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-20|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-21|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-22|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-23|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-24|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-25|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-26|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-27|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-28|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-29|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-30|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-10-31|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-11-01|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-11-02|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-11-03|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-11-04|699.0|0|699.0|0|28.0|0|0.0|100
0|2021-11-05|659.0|0|659.0|0|28.0|0|0.0|100
0|2021-11-06|659.0|0|659.0|0|28.0|0|0.0|100
0|2021-11-07|659.0|0|659.0|0|28.0|0|0.0|100
0|2021-11-08|665.0|0|665.0|0|28.0|0|0.0|100
0|2021-11-09|665.0|0|665.0|0|28.0|0|0.0|100
0|2021-11-10|665.0|0|665.0|0|28.0|0|0.0|100
0|2021-11-11|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-12|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-13|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-14|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-15|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-16|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-17|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-18|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-19|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-20|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-21|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-22|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-23|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-24|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-25|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-26|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-27|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-28|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-29|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-11-30|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-01|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-02|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-03|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-04|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-05|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-06|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-07|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-08|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-09|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-10|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-11|670.0|0|670.0|0|28.0|0|0.0|100
0|2021-12-12|671.0|0|671.0|0|28.0|0|0.0|100
0|2021-12-13|671.0|0|671.0|0|28.0|0|0.0|100
0|2021-12-14|671.0|0|671.0|0|28.0|0|0.0|100
0|2021-12-15|672.0|0|672.0|0|28.0|0|0.0|100
0|2021-12-16|672.0|0|672.0|0|28.0|0|0.0|100
0|2021-12-17|672.0|0|672.0|0|28.0|0|0.0|100
0|2021-12-18|672.0|0|672.0|0|28.0|0|0.0|100
0|2021-12-19|672.0|0|672.0|0|28.0|0|0.0|100
0|2021-12-20|673.0|0|673.0|0|28.0|0|0.0|100
0|2021-12-21|676.0|0|676.0|0|28.0|0|0.0|100
0|2021-12-22|677.0|0|677.0|0|28.0|0|0.0|100
0|2021-12-23|678.0|0|678.0|0|28.0|0|0.0|100
0|2021-12-24|678.0|0|678.0|0|28.0|0|0.0|100
0|2021-12-25|678.0|0|678.0|0|28.0|0|0.0|100
0|2021-12-26|678.0|0|678.0|0|28.0|0|0.0|100
0|2021-12-27|679.0|0|679.0|0|28.0|0|0.0|100
0|2021-12-28|679.0|0|679.0|0|28.0|0|0.0|100
0|2021-12-29|680.0|0|680.0|0|28.0|0|0.0|100
0|2021-12-30|681.0|0|681.0|0|28.0|0|0.0|100
0|2021-12-31|681.0|0|681.0|0|28.0|0|0.0|100
0|2022-01-01|681.0|0|681.0|0|28.0|0|0.0|100
0|2022-01-02|681.0|0|681.0|0|28.0|0|0.0|100
0|2022-01-03|702.0|0|702.0|0|28.0|0|0.0|100
0|2022-01-04|711.0|0|711.0|0|28.0|0|0.0|100
