|dates|Kern_California_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Kern_California_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Kern_California_UnitedStates.NYT_ConfirmedDeaths.data|Kern_California_UnitedStates.NYT_ConfirmedDeaths.missing|Kern_California_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Kern_California_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Kern_California_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Kern_California_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1605.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1615.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1616.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1632.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1644.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1648.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1648.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1648.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1652.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1652.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1657.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1667.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1669.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1669.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1669.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1673.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1673.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1694.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1699.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|1706.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|1706.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|1706.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|1706.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|1706.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|1730.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|1730.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|1733.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|1733.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|1733.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|1733.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|1734.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|1741.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|1751.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|1763.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|1763.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|1763.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|1764.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|1769.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|1781.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|1781.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|1781.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|1781.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|1781.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|1791.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|1804.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|1804.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|1814.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|1828.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|1828.0|0|0.0|100|0.0|100
