|dates|Story_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Story_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Story_Iowa_UnitedStates.Male_Total_Population.data|Story_Iowa_UnitedStates.Male_Total_Population.missing|Story_Iowa_UnitedStates.Female_Total_Population.data|Story_Iowa_UnitedStates.Female_Total_Population.missing|Story_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Story_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-05|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-06|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-07|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-08|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-09|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-10|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-11|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-12|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-13|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-14|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-15|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-16|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-17|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-18|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-19|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-20|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-21|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-22|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-23|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-24|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-25|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-26|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-27|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-28|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-29|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-30|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2021-12-31|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-01|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-02|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-03|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-04|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-05|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-06|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-07|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-08|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-09|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-10|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-11|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-12|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-13|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-14|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-15|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-16|11812.0|0|51227.0|0|46878.0|0|16245.0|0
0|2022-01-17|11812.0|0|51227.0|0|46878.0|0|16245.0|0
