|dates|Luce_Michigan_UnitedStates.JHU_ConfirmedCases.data|Luce_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Luce_Michigan_UnitedStates.NYT_ConfirmedCases.data|Luce_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Luce_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Luce_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Luce_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Luce_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|683.0|0|1540.0|0|5.0|0|0.0|100
0|2021-10-18|688.0|0|1545.0|0|5.0|0|0.0|100
0|2021-10-19|688.0|0|1545.0|0|5.0|0|0.0|100
0|2021-10-20|705.0|0|1562.0|0|5.0|0|0.0|100
0|2021-10-21|705.0|0|1562.0|0|5.0|0|0.0|100
0|2021-10-22|714.0|0|1571.0|0|5.0|0|0.0|100
0|2021-10-23|714.0|0|1571.0|0|5.0|0|0.0|100
0|2021-10-24|714.0|0|1571.0|0|5.0|0|0.0|100
0|2021-10-25|722.0|0|1579.0|0|5.0|0|0.0|100
0|2021-10-26|722.0|0|1579.0|0|5.0|0|0.0|100
0|2021-10-27|731.0|0|1588.0|0|5.0|0|0.0|100
0|2021-10-28|731.0|0|1588.0|0|5.0|0|0.0|100
0|2021-10-29|742.0|0|1599.0|0|5.0|0|0.0|100
0|2021-10-30|742.0|0|1599.0|0|5.0|0|0.0|100
0|2021-10-31|742.0|0|1599.0|0|5.0|0|0.0|100
0|2021-11-01|745.0|0|1602.0|0|5.0|0|0.0|100
0|2021-11-02|745.0|0|1602.0|0|5.0|0|0.0|100
0|2021-11-03|752.0|0|1609.0|0|5.0|0|0.0|100
0|2021-11-04|752.0|0|1609.0|0|5.0|0|0.0|100
0|2021-11-05|758.0|0|1615.0|0|5.0|0|0.0|100
0|2021-11-06|758.0|0|1615.0|0|5.0|0|0.0|100
0|2021-11-07|758.0|0|1615.0|0|5.0|0|0.0|100
0|2021-11-08|768.0|0|1625.0|0|5.0|0|0.0|100
0|2021-11-09|768.0|0|1625.0|0|5.0|0|0.0|100
0|2021-11-10|788.0|0|1645.0|0|5.0|0|0.0|100
0|2021-11-11|788.0|0|1645.0|0|5.0|0|0.0|100
0|2021-11-12|795.0|0|1652.0|0|5.0|0|0.0|100
0|2021-11-13|795.0|0|1652.0|0|5.0|0|0.0|100
0|2021-11-14|795.0|0|1652.0|0|5.0|0|0.0|100
0|2021-11-15|807.0|0|1664.0|0|5.0|0|0.0|100
0|2021-11-16|807.0|0|1664.0|0|5.0|0|0.0|100
0|2021-11-17|811.0|0|1668.0|0|5.0|0|0.0|100
0|2021-11-18|811.0|0|1668.0|0|5.0|0|0.0|100
0|2021-11-19|820.0|0|1677.0|0|5.0|0|0.0|100
0|2021-11-20|820.0|0|1677.0|0|5.0|0|0.0|100
0|2021-11-21|820.0|0|1677.0|0|5.0|0|0.0|100
0|2021-11-22|831.0|0|1688.0|0|5.0|0|0.0|100
