|dates|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Marathon_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Marathon_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|24451.0|0|24451.0|0|318.0|0|0.0|100
0|2021-11-26|24451.0|0|24451.0|0|318.0|0|0.0|100
0|2021-11-27|24451.0|0|24451.0|0|318.0|0|0.0|100
0|2021-11-28|24451.0|0|24451.0|0|318.0|0|0.0|100
0|2021-11-29|24780.0|0|24780.0|0|319.0|0|0.0|100
0|2021-11-30|24949.0|0|24949.0|0|319.0|0|0.0|100
0|2021-12-01|25121.0|0|25121.0|0|326.0|0|0.0|100
0|2021-12-02|25385.0|0|25385.0|0|328.0|0|0.0|100
0|2021-12-03|25520.0|0|25520.0|0|330.0|0|0.0|100
0|2021-12-04|25520.0|0|25520.0|0|330.0|0|0.0|100
0|2021-12-05|25520.0|0|25520.0|0|330.0|0|0.0|100
0|2021-12-06|25520.0|0|25520.0|0|330.0|0|0.0|100
0|2021-12-07|25520.0|0|25520.0|0|330.0|0|0.0|100
0|2021-12-08|26041.0|0|26041.0|0|335.0|0|0.0|100
0|2021-12-09|26185.0|0|26185.0|0|344.0|0|0.0|100
0|2021-12-10|26483.0|0|26483.0|0|346.0|0|0.0|100
0|2021-12-11|26483.0|0|26483.0|0|346.0|0|0.0|100
0|2021-12-12|26483.0|0|26483.0|0|346.0|0|0.0|100
0|2021-12-13|26819.0|0|26819.0|0|350.0|0|0.0|100
0|2021-12-14|26819.0|0|26986.0|0|350.0|0|0.0|100
0|2021-12-15|27074.0|0|27074.0|0|358.0|0|0.0|100
0|2021-12-16|27254.0|0|27254.0|0|360.0|0|0.0|100
0|2021-12-17|27330.0|0|27330.0|0|361.0|0|0.0|100
0|2021-12-18|27330.0|0|27330.0|0|361.0|0|0.0|100
0|2021-12-19|27330.0|0|27330.0|0|361.0|0|0.0|100
0|2021-12-20|27515.0|0|27515.0|0|365.0|0|0.0|100
0|2021-12-21|27634.0|0|27634.0|0|373.0|0|0.0|100
0|2021-12-22|27757.0|0|27757.0|0|378.0|0|0.0|100
0|2021-12-23|27886.0|0|27886.0|0|382.0|0|0.0|100
0|2021-12-24|28002.0|0|28002.0|0|383.0|0|0.0|100
0|2021-12-25|28002.0|0|28002.0|0|383.0|0|0.0|100
0|2021-12-26|28002.0|0|28002.0|0|383.0|0|0.0|100
0|2021-12-27|28161.0|0|28161.0|0|383.0|0|0.0|100
0|2021-12-28|28279.0|0|28279.0|0|389.0|0|0.0|100
0|2021-12-29|28405.0|0|28405.0|0|391.0|0|0.0|100
0|2021-12-30|28575.0|0|28575.0|0|391.0|0|0.0|100
0|2021-12-31|28744.0|0|28744.0|0|391.0|0|0.0|100
0|2022-01-01|28744.0|0|28744.0|0|391.0|0|0.0|100
0|2022-01-02|28744.0|0|28744.0|0|391.0|0|0.0|100
0|2022-01-03|29110.0|0|29110.0|0|392.0|0|0.0|100
0|2022-01-04|29110.0|0|29310.0|0|392.0|0|0.0|100
0|2022-01-05|29762.0|0|29762.0|0|396.0|0|0.0|100
0|2022-01-06|30130.0|0|30130.0|0|401.0|0|0.0|100
0|2022-01-07|30410.0|0|30410.0|0|401.0|0|0.0|100
0|2022-01-08|30410.0|0|30410.0|0|401.0|0|0.0|100
0|2022-01-09|30410.0|0|30410.0|0|401.0|0|0.0|100
0|2022-01-10|31193.0|0|31193.0|0|404.0|0|0.0|100
0|2022-01-11|31539.0|0|31539.0|0|416.0|0|0.0|100
0|2022-01-12|31936.0|0|31936.0|0|420.0|0|0.0|100
0|2022-01-13|31936.0|0|32368.0|0|420.0|0|0.0|100
0|2022-01-14|32992.0|0|32992.0|0|423.0|0|0.0|100
0|2022-01-15|32992.0|0|32992.0|0|423.0|0|0.0|100
0|2022-01-16|32992.0|0|32992.0|0|423.0|0|0.0|100
0|2022-01-17|33949.0|0|0.0|100|426.0|0|0.0|100
