|dates|SantaCruz_California_UnitedStates.JHU_ConfirmedCases.data|SantaCruz_California_UnitedStates.JHU_ConfirmedCases.missing|SantaCruz_California_UnitedStates.NYT_ConfirmedCases.data|SantaCruz_California_UnitedStates.NYT_ConfirmedCases.missing|SantaCruz_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaCruz_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaCruz_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaCruz_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|20933.0|0|20861.0|0|218.0|0|0.0|100
0|2021-10-18|20950.0|0|20928.0|0|218.0|0|0.0|100
0|2021-10-19|20971.0|0|20943.0|0|218.0|0|0.0|100
0|2021-10-20|21028.0|0|20962.0|0|218.0|0|0.0|100
0|2021-10-21|21044.0|0|21018.0|0|220.0|0|0.0|100
0|2021-10-22|21044.0|0|21034.0|0|221.0|0|0.0|100
0|2021-10-23|21044.0|0|21034.0|0|221.0|0|0.0|100
0|2021-10-24|21044.0|0|21034.0|0|221.0|0|0.0|100
0|2021-10-25|21132.0|0|21034.0|0|221.0|0|0.0|100
0|2021-10-26|21146.0|0|21120.0|0|221.0|0|0.0|100
0|2021-10-27|21171.0|0|21134.0|0|221.0|0|0.0|100
0|2021-10-28|21215.0|0|21168.0|0|221.0|0|0.0|100
0|2021-10-29|21215.0|0|21211.0|0|221.0|0|0.0|100
0|2021-10-30|21215.0|0|21211.0|0|221.0|0|0.0|100
0|2021-10-31|21299.0|0|21211.0|0|221.0|0|0.0|100
0|2021-11-01|21321.0|0|21295.0|0|221.0|0|0.0|100
0|2021-11-02|21349.0|0|21315.0|0|221.0|0|0.0|100
0|2021-11-03|21358.0|0|21343.0|0|222.0|0|0.0|100
0|2021-11-04|21394.0|0|21358.0|0|222.0|0|0.0|100
0|2021-11-05|21394.0|0|21394.0|0|222.0|0|0.0|100
0|2021-11-06|21394.0|0|21394.0|0|222.0|0|0.0|100
0|2021-11-07|21394.0|0|21394.0|0|222.0|0|0.0|100
0|2021-11-08|21480.0|0|21480.0|0|222.0|0|0.0|100
0|2021-11-09|21518.0|0|21518.0|0|222.0|0|0.0|100
0|2021-11-10|21518.0|0|21546.0|0|222.0|0|0.0|100
0|2021-11-11|21572.0|0|21572.0|0|222.0|0|0.0|100
0|2021-11-12|21572.0|0|21572.0|0|222.0|0|0.0|100
0|2021-11-13|21658.0|0|21658.0|0|223.0|0|0.0|100
0|2021-11-14|21658.0|0|21658.0|0|223.0|0|0.0|100
0|2021-11-15|21702.0|0|21702.0|0|223.0|0|0.0|100
0|2021-11-16|21723.0|0|21723.0|0|223.0|0|0.0|100
0|2021-11-17|21777.0|0|21777.0|0|222.0|0|0.0|100
0|2021-11-18|21799.0|0|21799.0|0|222.0|0|0.0|100
0|2021-11-19|21855.0|0|21855.0|0|222.0|0|0.0|100
0|2021-11-20|21855.0|0|21855.0|0|222.0|0|0.0|100
0|2021-11-21|21855.0|0|21855.0|0|222.0|0|0.0|100
0|2021-11-22|21965.0|0|21965.0|0|222.0|0|0.0|100
0|2021-11-23|21990.0|0|21990.0|0|222.0|0|0.0|100
0|2021-11-24|22028.0|0|22028.0|0|222.0|0|0.0|100
0|2021-11-25|22028.0|0|22028.0|0|222.0|0|0.0|100
0|2021-11-26|22028.0|0|22028.0|0|222.0|0|0.0|100
0|2021-11-27|22028.0|0|22028.0|0|222.0|0|0.0|100
0|2021-11-28|22028.0|0|22028.0|0|222.0|0|0.0|100
0|2021-11-29|22209.0|0|22209.0|0|224.0|0|0.0|100
0|2021-11-30|22248.0|0|22248.0|0|224.0|0|0.0|100
0|2021-12-01|22248.0|0|22268.0|0|224.0|0|0.0|100
0|2021-12-02|22307.0|0|22307.0|0|224.0|0|0.0|100
0|2021-12-03|22402.0|0|22402.0|0|224.0|0|0.0|100
0|2021-12-04|22402.0|0|22402.0|0|224.0|0|0.0|100
0|2021-12-05|22402.0|0|22402.0|0|224.0|0|0.0|100
0|2021-12-06|22540.0|0|22540.0|0|224.0|0|0.0|100
0|2021-12-07|22540.0|0|22566.0|0|224.0|0|0.0|100
0|2021-12-08|22609.0|0|22609.0|0|224.0|0|0.0|100
0|2021-12-09|22632.0|0|22632.0|0|225.0|0|0.0|100
0|2021-12-10|22684.0|0|22684.0|0|225.0|0|0.0|100
0|2021-12-11|22684.0|0|22684.0|0|225.0|0|0.0|100
0|2021-12-12|22684.0|0|22684.0|0|225.0|0|0.0|100
0|2021-12-13|22798.0|0|22798.0|0|225.0|0|0.0|100
0|2021-12-14|22798.0|0|22825.0|0|225.0|0|0.0|100
0|2021-12-15|22864.0|0|22864.0|0|225.0|0|0.0|100
0|2021-12-16|22888.0|0|22888.0|0|225.0|0|0.0|100
0|2021-12-17|22940.0|0|22940.0|0|225.0|0|0.0|100
0|2021-12-18|22940.0|0|22940.0|0|226.0|0|0.0|100
0|2021-12-19|22940.0|0|22940.0|0|226.0|0|0.0|100
0|2021-12-20|23095.0|0|23095.0|0|227.0|0|0.0|100
0|2021-12-21|23124.0|0|23124.0|0|227.0|0|0.0|100
0|2021-12-22|23163.0|0|23163.0|0|228.0|0|0.0|100
0|2021-12-23|23225.0|0|23225.0|0|228.0|0|0.0|100
0|2021-12-24|23326.0|0|23326.0|0|228.0|0|0.0|100
0|2021-12-25|23326.0|0|23326.0|0|228.0|0|0.0|100
0|2021-12-26|23326.0|0|23326.0|0|228.0|0|0.0|100
0|2021-12-27|23326.0|0|23326.0|0|228.0|0|0.0|100
0|2021-12-28|23606.0|0|23606.0|0|228.0|0|0.0|100
0|2021-12-29|23663.0|0|23663.0|0|228.0|0|0.0|100
0|2021-12-30|23844.0|0|23844.0|0|228.0|0|0.0|100
0|2021-12-31|24155.0|0|24155.0|0|228.0|0|0.0|100
0|2022-01-01|24155.0|0|24155.0|0|228.0|0|0.0|100
0|2022-01-02|24155.0|0|24155.0|0|228.0|0|0.0|100
0|2022-01-03|24155.0|0|24155.0|0|228.0|0|0.0|100
0|2022-01-04|24940.0|0|24940.0|0|228.0|0|0.0|100
0|2022-01-05|25079.0|0|25079.0|0|228.0|0|0.0|100
0|2022-01-06|25689.0|0|25689.0|0|230.0|0|0.0|100
0|2022-01-07|25973.0|0|25973.0|0|230.0|0|0.0|100
0|2022-01-08|25973.0|0|25973.0|0|230.0|0|0.0|100
0|2022-01-09|25973.0|0|25973.0|0|230.0|0|0.0|100
0|2022-01-10|27808.0|0|27808.0|0|232.0|0|0.0|100
0|2022-01-11|28201.0|0|28201.0|0|232.0|0|0.0|100
0|2022-01-12|29900.0|0|29004.0|0|232.0|0|0.0|100
0|2022-01-13|29900.0|0|29900.0|0|232.0|0|0.0|100
0|2022-01-14|30851.0|0|30851.0|0|235.0|0|0.0|100
0|2022-01-15|30851.0|0|30851.0|0|235.0|0|0.0|100
0|2022-01-16|30851.0|0|30851.0|0|235.0|0|0.0|100
0|2022-01-17|32906.0|0|0.0|100|237.0|0|0.0|100
