|dates|Benzie_Michigan_UnitedStates.AveragePrecipitationTotal.data|Benzie_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Benzie_Michigan_UnitedStates.AveragePrecipitation.data|Benzie_Michigan_UnitedStates.AveragePrecipitation.missing|Benzie_Michigan_UnitedStates.AverageWindDirection.data|Benzie_Michigan_UnitedStates.AverageWindDirection.missing|Benzie_Michigan_UnitedStates.AverageWindSpeed.data|Benzie_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-11-22|0.0|0|0.0|0|309.84375|0|10.822916666666666|0
0|2021-11-23|0.0|0|0.0|0|151.14583333333334|0|6.8125|0
0|2021-11-24|0.0|0|0.0|0|183.54166666666666|0|10.875|0
0|2021-11-25|0.0|0|0.0|0|309.9479166666667|0|10.255208333333334|0
0|2021-11-26|0.0|0|0.0|0|239.79166666666666|0|6.229166666666667|0
0|2021-11-27|0.0|0|0.0|0|95.3125|0|4.5|0
0|2021-11-28|0.0|0|0.0|0|288.0208333333333|0|11.875|0
0|2021-11-29|0.0|0|0.0|0|178.4375|0|5.291666666666667|0
0|2021-11-30|0.0|0|0.0|0|251.875|0|10.197916666666666|0
0|2021-12-01|0.0|0|0.0|0|149.6875|0|7.416666666666667|0
0|2021-12-02|0.0|0|0.0|0|301.4583333333333|0|10.541666666666666|0
0|2021-12-03|0.0|0|0.0|0|95.10416666666667|0|2.5|0
0|2021-12-04|0.0|0|0.0|0|302.0833333333333|0|14.302083333333334|0
0|2021-12-05|0.0|0|0.0|0|125.20833333333333|0|6.385416666666667|0
0|2021-12-06|0.0|0|0.0|0|282.5|0|17.286458333333332|0
0|2021-12-07|0.0|0|0.0|0|244.0625|0|8.21875|0
0|2021-12-08|0.0|0|0.0|0|179.27083333333334|0|4.1875|0
0|2021-12-09|0.0|0|0.0|0|140.83333333333334|0|8.583333333333334|0
0|2021-12-10|0.0|0|0.0|0|167.91666666666666|0|6.864583333333333|0
0|2021-12-11|0.0|0|0.0|0|217.70833333333334|0|13.614583333333334|0
0|2021-12-12|0.0|0|0.0|0|231.45833333333334|0|12.427083333333334|0
0|2021-12-13|0.0|0|0.0|0|160.83333333333334|0|7.25|0
0|2021-12-14|0.0|0|0.0|0|105.20833333333333|0|6.864583333333333|0
0|2021-12-15|0.0|0|0.0|0|162.91666666666666|0|10.65625|0
0|2021-12-16|0.0|0|0.0|0|224.73958333333334|0|21.776041666666668|0
0|2021-12-17|0.0|0|0.0|0|205.78125|0|8.125|0
0|2021-12-18|0.0|0|0.0|0|161.5625|0|4.760416666666667|0
0|2021-12-19|0.0|0|0.0|0|154.89583333333334|0|6.21875|0
0|2021-12-20|0.0|0|0.0|0|261.1458333333333|0|13.46875|0
0|2021-12-21|0.0|0|0.0|0|195.3125|0|9.760416666666666|0
0|2021-12-22|0.0|0|0.0|0|258.9583333333333|0|11.010416666666666|0
0|2021-12-23|0.0|0|0.0|0|123.33333333333333|0|6.166666666666667|0
0|2021-12-24|0.0|0|0.0|0|137.8125|0|6.677083333333333|0
0|2021-12-25|0.0|0|0.0|0|270.5208333333333|0|5.427083333333333|0
0|2021-12-26|0.0|0|0.0|0|124.47916666666667|0|4.489583333333333|0
0|2021-12-27|0.0|0|0.0|0|156.77083333333334|0|9.28125|0
0|2021-12-28|0.0|0|0.0|0|143.85416666666666|0|4.885416666666667|0
0|2021-12-29|0.0|0|0.0|0|180.10416666666666|0|6.041666666666667|0
0|2021-12-30|0.0|0|0.0|0|68.54166666666667|0|2.7291666666666665|0
0|2021-12-31|0.0|0|0.0|0|117.55208333333333|0|3.2447916666666665|0
0|2022-01-01|0.0|0|0.0|0|63.75|0|7.479166666666667|0
0|2022-01-02|0.0|0|0.0|0|135.20833333333334|0|3.8541666666666665|0
0|2022-01-03|0.0|0|0.0|0|239.375|0|10.0|0
0|2022-01-04|0.0|0|0.0|0|179.58333333333334|0|8.916666666666666|0
0|2022-01-05|0.0|0|0.0|0|186.77083333333334|0|6.458333333333333|0
0|2022-01-06|0.0|0|0.0|0|116.66666666666667|0|4.5625|0
0|2022-01-07|0.0|0|0.0|0|65.52083333333333|0|2.7083333333333335|0
0|2022-01-08|0.0|0|0.0|0|0.0|0|0.0|0
0|2022-01-09|0.0|0|0.0|0|0.0|0|0.0|0
0|2022-01-10|0.0|0|0.0|0|0.0|0|0.0|0
0|2022-01-11|0.0|0|0.0|0|98.02083333333333|0|8.0|0
0|2022-01-12|0.0|0|0.0|0|176.04166666666666|0|6.697916666666667|0
0|2022-01-13|0.0|0|0.0|0|120.20833333333333|0|4.0625|0
0|2022-01-14|0.0|0|0.0|0|36.458333333333336|0|7.447916666666667|0
0|2022-01-15|0.0|0|0.0|0|57.604166666666664|0|3.2708333333333335|0
0|2022-01-16|0.0|0|0.0|0|136.66666666666666|0|5.760416666666667|0
0|2022-01-17|0.0|0|0.0|0|323.75|0|8.5625|0
