|dates|Sumner_Kansas_UnitedStates.AveragePrecipitationTotal.data|Sumner_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Sumner_Kansas_UnitedStates.AveragePrecipitation.data|Sumner_Kansas_UnitedStates.AveragePrecipitation.missing|Sumner_Kansas_UnitedStates.AverageWindDirection.data|Sumner_Kansas_UnitedStates.AverageWindDirection.missing|Sumner_Kansas_UnitedStates.AverageWindSpeed.data|Sumner_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-12-16|0.012499999999999999|0|0.0|0|170.83333333333334|0|6.291666666666667|0
0|2021-12-17|0.0|0|0.0|0|212.5|0|5.916666666666667|0
0|2021-12-18|0.0|0|0.0|0|293.5416666666667|0|12.354166666666666|0
0|2021-12-19|0.0|0|0.0|0|119.16666666666667|0|5.583333333333333|0
0|2021-12-20|0.0|0|0.0|0|173.54166666666666|0|5.395833333333333|0
0|2021-12-21|0.0|0|0.0|0|115.83333333333333|0|4.958333333333333|0
0|2021-12-22|0.0|0|0.0|0|152.5|0|9.041666666666666|0
0|2021-12-23|0.0|0|0.0|0|150.82638888888889|0|7.164583333333333|0
0|2021-12-24|0.0|0|0.0|0|205.0|0|15.0|0
0|2021-12-25|0.0|0|0.0|0|171.66666666666666|0|5.895833333333333|0
0|2021-12-26|0.0|0|0.0|0|157.5|0|12.125|0
0|2021-12-27|0.0|0|0.0|0|170.41666666666666|0|9.0|0
0|2021-12-28|0.002916666666666667|0|0.0033333333333333335|0|190.20833333333334|0|13.270833333333334|0
0|2021-12-29|0.0004166666666666667|0|0.0|0|98.8888888888889|0|5.472222222222221|0
0|2021-12-30|0.0|0|0.0|0|142.81944444444446|0|5.230555555555555|0
0|2021-12-31|0.0|0|0.0|0|179.79166666666666|0|13.270833333333334|0
0|2022-01-01|0.0|0|0.0001388888888888889|0|235.9375|0|17.697222222222223|0
0|2022-01-02|0.0004166666666666667|0|0.0|0|238.54166666666666|0|8.666666666666666|0
0|2022-01-03|0.0|0|0.0|0|111.66666666666667|0|5.583333333333333|0
0|2022-01-04|0.0|0|0.0|0|206.25|0|14.5|0
0|2022-01-05|0.0|0|0.0|0|143.33333333333334|0|12.166666666666666|0
0|2022-01-06|0.0|0|0.0|0|240.7638888888889|0|13.988888888888889|0
0|2022-01-07|0.0|0|0.0|0|120.0|0|8.291666666666666|0
0|2022-01-08|0.0|0|0.0|0|162.8125|0|15.8125|0
0|2022-01-09|0.0|0|0.0|0|80.83333333333333|0|13.416666666666666|0
0|2022-01-10|0.0|0|0.0|0|132.5|0|3.0416666666666665|0
0|2022-01-11|0.0|0|0.0|0|188.75|0|10.833333333333334|0
0|2022-01-12|0.0|0|0.0|0|178.33333333333334|0|5.0|0
0|2022-01-13|0.0|0|0.0|0|162.5|0|4.208333333333333|0
0|2022-01-14|0.0|0|0.0|0|186.45833333333334|0|12.75|0
0|2022-01-15|0.0|0|0.0|0|306.6666666666667|0|22.135416666666668|0
0|2022-01-16|0.0|0|0.0|0|212.70138888888889|0|6.040972222222223|0
0|2022-01-17|0.0|0|0.0|0|155.83333333333334|0|6.916666666666667|0
