|dates|Weber_Utah_UnitedStates.JHU_ConfirmedCases.data|Weber_Utah_UnitedStates.JHU_ConfirmedCases.missing|Weber_Utah_UnitedStates.NYT_ConfirmedCases.data|Weber_Utah_UnitedStates.NYT_ConfirmedCases.missing|Weber_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Weber_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Weber_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Weber_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|112.0|0|44628.0|0|1.0|0|0.0|100
0|2021-11-13|112.0|0|44628.0|0|1.0|0|0.0|100
0|2021-11-14|112.0|0|44628.0|0|1.0|0|0.0|100
0|2021-11-15|112.0|0|44967.0|0|1.0|0|0.0|100
0|2021-11-16|112.0|0|45102.0|0|1.0|0|0.0|100
0|2021-11-17|112.0|0|45254.0|0|1.0|0|0.0|100
0|2021-11-18|112.0|0|45254.0|0|1.0|0|0.0|100
0|2021-11-19|112.0|0|45532.0|0|1.0|0|0.0|100
0|2021-11-20|112.0|0|45532.0|0|1.0|0|0.0|100
0|2021-11-21|112.0|0|45532.0|0|1.0|0|0.0|100
0|2021-11-22|112.0|0|45817.0|0|1.0|0|0.0|100
0|2021-11-23|112.0|0|45939.0|0|1.0|0|0.0|100
0|2021-11-24|112.0|0|46059.0|0|1.0|0|0.0|100
0|2021-11-25|112.0|0|46059.0|0|1.0|0|0.0|100
0|2021-11-26|112.0|0|46059.0|0|1.0|0|0.0|100
0|2021-11-27|112.0|0|46059.0|0|1.0|0|0.0|100
0|2021-11-28|112.0|0|46059.0|0|1.0|0|0.0|100
0|2021-11-29|112.0|0|46362.0|0|1.0|0|0.0|100
0|2021-11-30|112.0|0|46487.0|0|1.0|0|0.0|100
0|2021-12-01|112.0|0|46611.0|0|1.0|0|0.0|100
0|2021-12-02|112.0|0|46611.0|0|1.0|0|0.0|100
0|2021-12-03|112.0|0|46853.0|0|1.0|0|0.0|100
0|2021-12-04|112.0|0|46853.0|0|1.0|0|0.0|100
0|2021-12-05|112.0|0|46853.0|0|1.0|0|0.0|100
0|2021-12-06|112.0|0|47080.0|0|1.0|0|0.0|100
0|2021-12-07|112.0|0|47183.0|0|1.0|0|0.0|100
0|2021-12-08|112.0|0|47314.0|0|1.0|0|0.0|100
0|2021-12-09|112.0|0|47386.0|0|1.0|0|0.0|100
0|2021-12-10|112.0|0|47386.0|0|1.0|0|0.0|100
0|2021-12-11|112.0|0|47386.0|0|1.0|0|0.0|100
0|2021-12-12|112.0|0|47386.0|0|1.0|0|0.0|100
0|2021-12-13|112.0|0|47657.0|0|1.0|0|0.0|100
0|2021-12-14|112.0|0|47657.0|0|1.0|0|0.0|100
0|2021-12-15|112.0|0|47815.0|0|1.0|0|0.0|100
0|2021-12-16|112.0|0|47815.0|0|1.0|0|0.0|100
0|2021-12-17|112.0|0|47992.0|0|1.0|0|0.0|100
0|2021-12-18|112.0|0|47992.0|0|1.0|0|0.0|100
0|2021-12-19|112.0|0|47992.0|0|1.0|0|0.0|100
0|2021-12-20|112.0|0|48137.0|0|1.0|0|0.0|100
0|2021-12-21|112.0|0|48137.0|0|1.0|0|0.0|100
0|2021-12-22|112.0|0|48312.0|0|1.0|0|0.0|100
0|2021-12-23|112.0|0|48434.0|0|1.0|0|0.0|100
0|2021-12-24|112.0|0|48434.0|0|1.0|0|0.0|100
0|2021-12-25|112.0|0|48434.0|0|1.0|0|0.0|100
0|2021-12-26|112.0|0|48434.0|0|1.0|0|0.0|100
0|2021-12-27|112.0|0|48434.0|0|1.0|0|0.0|100
0|2021-12-28|112.0|0|48871.0|0|1.0|0|0.0|100
0|2021-12-29|112.0|0|48871.0|0|1.0|0|0.0|100
0|2021-12-30|112.0|0|48871.0|0|1.0|0|0.0|100
0|2021-12-31|112.0|0|49509.0|0|1.0|0|0.0|100
0|2022-01-01|112.0|0|49509.0|0|1.0|0|0.0|100
0|2022-01-02|112.0|0|49509.0|0|1.0|0|0.0|100
0|2022-01-03|112.0|0|50237.0|0|1.0|0|0.0|100
0|2022-01-04|112.0|0|50604.0|0|1.0|0|0.0|100
0|2022-01-05|112.0|0|51147.0|0|1.0|0|0.0|100
0|2022-01-06|112.0|0|51680.0|0|1.0|0|0.0|100
0|2022-01-07|112.0|0|52132.0|0|1.0|0|0.0|100
0|2022-01-08|112.0|0|52132.0|0|1.0|0|0.0|100
0|2022-01-09|112.0|0|52132.0|0|1.0|0|0.0|100
0|2022-01-10|112.0|0|53643.0|0|1.0|0|0.0|100
0|2022-01-11|112.0|0|54458.0|0|1.0|0|0.0|100
0|2022-01-12|112.0|0|55169.0|0|1.0|0|0.0|100
0|2022-01-13|112.0|0|55918.0|0|1.0|0|0.0|100
0|2022-01-14|112.0|0|56007.0|0|1.0|0|0.0|100
0|2022-01-15|112.0|0|56529.0|0|1.0|0|0.0|100
0|2022-01-16|112.0|0|56529.0|0|1.0|0|0.0|100
0|2022-01-17|112.0|0|0.0|100|1.0|0|0.0|100
