|dates|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Ouachita_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Ouachita_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|32081.0|0|32081.0|0|597.0|0|0.0|100
0|2021-11-27|32081.0|0|32081.0|0|597.0|0|0.0|100
0|2021-11-28|32081.0|0|32081.0|0|597.0|0|0.0|100
0|2021-11-29|32149.0|0|32149.0|0|598.0|0|0.0|100
0|2021-11-30|32192.0|0|32192.0|0|599.0|0|0.0|100
0|2021-12-01|32240.0|0|32240.0|0|600.0|0|0.0|100
0|2021-12-02|32265.0|0|32265.0|0|602.0|0|0.0|100
0|2021-12-03|32291.0|0|32291.0|0|602.0|0|0.0|100
0|2021-12-04|32291.0|0|32291.0|0|602.0|0|0.0|100
0|2021-12-05|32291.0|0|32291.0|0|602.0|0|0.0|100
0|2021-12-06|32341.0|0|32341.0|0|603.0|0|0.0|100
0|2021-12-07|32379.0|0|32379.0|0|603.0|0|0.0|100
0|2021-12-08|32425.0|0|32425.0|0|603.0|0|0.0|100
0|2021-12-09|32439.0|0|32439.0|0|604.0|0|0.0|100
0|2021-12-10|32470.0|0|32470.0|0|604.0|0|0.0|100
0|2021-12-11|32470.0|0|32470.0|0|604.0|0|0.0|100
0|2021-12-12|32470.0|0|32470.0|0|604.0|0|0.0|100
0|2021-12-13|32520.0|0|32520.0|0|604.0|0|0.0|100
0|2021-12-14|32520.0|0|32542.0|0|604.0|0|0.0|100
0|2021-12-15|32575.0|0|32575.0|0|606.0|0|0.0|100
0|2021-12-16|32601.0|0|32601.0|0|606.0|0|0.0|100
0|2021-12-17|32617.0|0|32617.0|0|607.0|0|0.0|100
0|2021-12-18|32617.0|0|32617.0|0|607.0|0|0.0|100
0|2021-12-19|32617.0|0|32617.0|0|607.0|0|0.0|100
0|2021-12-20|32681.0|0|32681.0|0|608.0|0|0.0|100
0|2021-12-21|32740.0|0|32740.0|0|607.0|0|0.0|100
0|2021-12-22|32807.0|0|32807.0|0|608.0|0|0.0|100
0|2021-12-23|32867.0|0|32867.0|0|608.0|0|0.0|100
0|2021-12-24|32867.0|0|32867.0|0|608.0|0|0.0|100
0|2021-12-25|32867.0|0|32867.0|0|608.0|0|0.0|100
0|2021-12-26|32867.0|0|32867.0|0|608.0|0|0.0|100
0|2021-12-27|33124.0|0|33124.0|0|608.0|0|0.0|100
0|2021-12-28|33212.0|0|33212.0|0|608.0|0|0.0|100
0|2021-12-29|33539.0|0|33539.0|0|608.0|0|0.0|100
0|2021-12-30|33901.0|0|33901.0|0|608.0|0|0.0|100
0|2021-12-31|33901.0|0|33901.0|0|608.0|0|0.0|100
0|2022-01-01|33901.0|0|33901.0|0|608.0|0|0.0|100
0|2022-01-02|33901.0|0|33901.0|0|608.0|0|0.0|100
0|2022-01-03|34981.0|0|34981.0|0|610.0|0|0.0|100
0|2022-01-04|35283.0|0|35283.0|0|610.0|0|0.0|100
0|2022-01-05|35569.0|0|35569.0|0|611.0|0|0.0|100
0|2022-01-06|36075.0|0|36075.0|0|611.0|0|0.0|100
0|2022-01-07|36447.0|0|36447.0|0|611.0|0|0.0|100
0|2022-01-08|36447.0|0|36447.0|0|611.0|0|0.0|100
0|2022-01-09|36447.0|0|36447.0|0|611.0|0|0.0|100
0|2022-01-10|37503.0|0|37503.0|0|612.0|0|0.0|100
0|2022-01-11|37857.0|0|37857.0|0|613.0|0|0.0|100
0|2022-01-12|37857.0|0|37857.0|0|616.0|0|0.0|100
0|2022-01-13|37857.0|0|37857.0|0|616.0|0|0.0|100
0|2022-01-14|39411.0|0|39411.0|0|618.0|0|0.0|100
0|2022-01-15|39411.0|0|39411.0|0|618.0|0|0.0|100
0|2022-01-16|39411.0|0|39411.0|0|618.0|0|0.0|100
0|2022-01-17|39411.0|0|0.0|100|618.0|0|0.0|100
