|dates|Coal_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Coal_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Coal_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Coal_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Coal_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Coal_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Coal_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Coal_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-18|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-19|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-20|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-21|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-22|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-23|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-24|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-25|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-26|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-27|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-28|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-29|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-30|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-10-31|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-11-01|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-11-02|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-11-03|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
0|2021-11-04|2271.0|0|98.0|0|4.1367665681722245|0|2369.0|0
