|dates|Hardin_Texas_UnitedStates.JHU_ConfirmedCases.data|Hardin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Texas_UnitedStates.NYT_ConfirmedCases.data|Hardin_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hardin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|10495.0|0|10495.0|0|212.0|0|0.0|100
0|2021-11-30|10496.0|0|10496.0|0|212.0|0|0.0|100
0|2021-12-01|10496.0|0|10496.0|0|212.0|0|0.0|100
0|2021-12-02|10512.0|0|10512.0|0|212.0|0|0.0|100
0|2021-12-03|10512.0|0|10512.0|0|212.0|0|0.0|100
0|2021-12-04|10512.0|0|10512.0|0|212.0|0|0.0|100
0|2021-12-05|10512.0|0|10512.0|0|212.0|0|0.0|100
0|2021-12-06|10512.0|0|10512.0|0|212.0|0|0.0|100
0|2021-12-07|10514.0|0|10514.0|0|212.0|0|0.0|100
0|2021-12-08|10515.0|0|10515.0|0|214.0|0|0.0|100
0|2021-12-09|10517.0|0|10517.0|0|214.0|0|0.0|100
0|2021-12-10|10549.0|0|10549.0|0|214.0|0|0.0|100
0|2021-12-11|10550.0|0|10550.0|0|214.0|0|0.0|100
0|2021-12-12|10551.0|0|10551.0|0|214.0|0|0.0|100
0|2021-12-13|10552.0|0|10552.0|0|214.0|0|0.0|100
0|2021-12-14|10552.0|0|10554.0|0|214.0|0|0.0|100
0|2021-12-15|10556.0|0|10556.0|0|214.0|0|0.0|100
0|2021-12-16|10557.0|0|10557.0|0|215.0|0|0.0|100
0|2021-12-17|10558.0|0|10558.0|0|215.0|0|0.0|100
0|2021-12-18|10560.0|0|10560.0|0|215.0|0|0.0|100
0|2021-12-19|10561.0|0|10561.0|0|215.0|0|0.0|100
0|2021-12-20|10567.0|0|10567.0|0|215.0|0|0.0|100
0|2021-12-21|10572.0|0|10572.0|0|215.0|0|0.0|100
0|2021-12-22|10573.0|0|10573.0|0|215.0|0|0.0|100
0|2021-12-23|10577.0|0|10577.0|0|215.0|0|0.0|100
0|2021-12-24|10577.0|0|10577.0|0|215.0|0|0.0|100
0|2021-12-25|10577.0|0|10577.0|0|215.0|0|0.0|100
0|2021-12-26|10577.0|0|10577.0|0|215.0|0|0.0|100
0|2021-12-27|10611.0|0|10611.0|0|215.0|0|0.0|100
0|2021-12-28|10638.0|0|10638.0|0|215.0|0|0.0|100
0|2021-12-29|10647.0|0|10647.0|0|215.0|0|0.0|100
0|2021-12-30|10652.0|0|10652.0|0|215.0|0|0.0|100
0|2021-12-31|10652.0|0|10652.0|0|215.0|0|0.0|100
0|2022-01-01|10652.0|0|10652.0|0|215.0|0|0.0|100
0|2022-01-02|10652.0|0|10652.0|0|215.0|0|0.0|100
0|2022-01-03|10863.0|0|10863.0|0|216.0|0|0.0|100
0|2022-01-04|10902.0|0|10902.0|0|216.0|0|0.0|100
0|2022-01-05|10902.0|0|10991.0|0|216.0|0|0.0|100
0|2022-01-06|11015.0|0|11015.0|0|216.0|0|0.0|100
0|2022-01-07|11055.0|0|11055.0|0|218.0|0|0.0|100
0|2022-01-08|11091.0|0|11091.0|0|219.0|0|0.0|100
0|2022-01-09|11154.0|0|11154.0|0|219.0|0|0.0|100
0|2022-01-10|11206.0|0|11206.0|0|219.0|0|0.0|100
0|2022-01-11|11269.0|0|11269.0|0|220.0|0|0.0|100
0|2022-01-12|11345.0|0|11345.0|0|220.0|0|0.0|100
0|2022-01-13|11345.0|0|11426.0|0|220.0|0|0.0|100
0|2022-01-14|11426.0|0|10737.0|0|221.0|0|0.0|100
0|2022-01-15|11426.0|0|10825.0|0|221.0|0|0.0|100
0|2022-01-16|10864.0|0|10864.0|0|222.0|0|0.0|100
0|2022-01-17|10927.0|0|0.0|100|222.0|0|0.0|100
