|dates|Hardin_Texas_UnitedStates.JHU_ConfirmedCases.data|Hardin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Texas_UnitedStates.NYT_ConfirmedCases.data|Hardin_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hardin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10288.0|0|10288.0|0|204.0|0|0.0|100
0|2021-10-18|10288.0|0|10288.0|0|203.0|0|0.0|100
0|2021-10-19|10301.0|0|10301.0|0|204.0|0|0.0|100
0|2021-10-20|10331.0|0|10331.0|0|204.0|0|0.0|100
0|2021-10-21|10331.0|0|10331.0|0|203.0|0|0.0|100
0|2021-10-22|10331.0|0|10331.0|0|204.0|0|0.0|100
0|2021-10-23|10343.0|0|10343.0|0|204.0|0|0.0|100
0|2021-10-24|10343.0|0|10343.0|0|204.0|0|0.0|100
0|2021-10-25|10343.0|0|10343.0|0|204.0|0|0.0|100
0|2021-10-26|10348.0|0|10348.0|0|203.0|0|0.0|100
0|2021-10-27|10360.0|0|10360.0|0|205.0|0|0.0|100
0|2021-10-28|10360.0|0|10360.0|0|205.0|0|0.0|100
0|2021-10-29|10381.0|0|10381.0|0|206.0|0|0.0|100
0|2021-10-30|10381.0|0|10381.0|0|206.0|0|0.0|100
0|2021-10-31|10381.0|0|10381.0|0|206.0|0|0.0|100
0|2021-11-01|10381.0|0|10381.0|0|206.0|0|0.0|100
0|2021-11-02|10389.0|0|10389.0|0|209.0|0|0.0|100
0|2021-11-03|10389.0|0|10389.0|0|209.0|0|0.0|100
0|2021-11-04|10400.0|0|10400.0|0|209.0|0|0.0|100
0|2021-11-05|10410.0|0|10410.0|0|210.0|0|0.0|100
0|2021-11-06|10410.0|0|10410.0|0|210.0|0|0.0|100
0|2021-11-07|10410.0|0|10410.0|0|210.0|0|0.0|100
0|2021-11-08|10410.0|0|10410.0|0|210.0|0|0.0|100
0|2021-11-09|10433.0|0|10433.0|0|210.0|0|0.0|100
0|2021-11-10|10433.0|0|10433.0|0|210.0|0|0.0|100
0|2021-11-11|10439.0|0|10439.0|0|210.0|0|0.0|100
0|2021-11-12|10439.0|0|10439.0|0|211.0|0|0.0|100
0|2021-11-13|10444.0|0|10444.0|0|211.0|0|0.0|100
0|2021-11-14|10444.0|0|10444.0|0|211.0|0|0.0|100
0|2021-11-15|10444.0|0|10444.0|0|211.0|0|0.0|100
0|2021-11-16|10452.0|0|10452.0|0|212.0|0|0.0|100
0|2021-11-17|10453.0|0|10453.0|0|212.0|0|0.0|100
0|2021-11-18|10462.0|0|10462.0|0|212.0|0|0.0|100
0|2021-11-19|10466.0|0|10466.0|0|212.0|0|0.0|100
0|2021-11-20|10466.0|0|10466.0|0|212.0|0|0.0|100
0|2021-11-21|10466.0|0|10466.0|0|212.0|0|0.0|100
0|2021-11-22|10466.0|0|10466.0|0|212.0|0|0.0|100
0|2021-11-23|10483.0|0|10483.0|0|212.0|0|0.0|100
0|2021-11-24|10491.0|0|10491.0|0|212.0|0|0.0|100
0|2021-11-25|10491.0|0|10491.0|0|212.0|0|0.0|100
0|2021-11-26|10491.0|0|10491.0|0|212.0|0|0.0|100
0|2021-11-27|10491.0|0|10491.0|0|212.0|0|0.0|100
0|2021-11-28|10491.0|0|10491.0|0|212.0|0|0.0|100
