|dates|Hillsborough_Florida_UnitedStates.AveragePrecipitationTotal.data|Hillsborough_Florida_UnitedStates.AveragePrecipitationTotal.missing|Hillsborough_Florida_UnitedStates.AveragePrecipitation.data|Hillsborough_Florida_UnitedStates.AveragePrecipitation.missing|Hillsborough_Florida_UnitedStates.AverageWindDirection.data|Hillsborough_Florida_UnitedStates.AverageWindDirection.missing|Hillsborough_Florida_UnitedStates.AverageWindSpeed.data|Hillsborough_Florida_UnitedStates.AverageWindSpeed.missing
0|2021-12-14|0.0|0|0.0|0|69.6875|0|4.6875|0
0|2021-12-15|0.0|0|0.0|0|39.90625|0|5.104166666666667|0
0|2021-12-16|0.0|0|0.0|0|58.28125|0|2.6197916666666665|0
0|2021-12-17|0.0|0|0.0|0|44.583333333333336|0|2.5104166666666665|0
0|2021-12-18|0.0|0|0.0|0|46.354166666666664|0|1.5833333333333333|0
0|2021-12-19|0.0|0|0.0|0|104.375|0|3.9895833333333335|0
0|2021-12-20|0.0|0|0.0|0|60.520833333333336|0|5.119791666666667|0
0|2021-12-21|0.0|0|0.000625|0|147.5|0|6.5625|0
0|2021-12-22|0.0|0|0.0|0|209.0625|0|4.635416666666667|0
0|2021-12-23|0.0|0|0.0|0|20.208333333333332|0|0.625|0
0|2021-12-24|0.0|0|0.0|0|30.416666666666668|0|1.5|0
0|2021-12-25|0.0|0|0.0|0|55.833333333333336|0|1.7395833333333333|0
0|2021-12-26|0.0|0|0.0|0|73.75|0|1.2708333333333333|0
0|2021-12-27|0.0|0|0.0|0|50.9375|0|0.96875|0
0|2021-12-28|0.0|0|0.0|0|75.625|0|2.6145833333333335|0
0|2021-12-29|0.0|0|0.0|0|127.86458333333333|0|3.9114583333333335|0
0|2021-12-30|0.0|0|0.0|0|140.3125|0|3.2708333333333335|0
0|2021-12-31|0.0|0|0.0|0|101.97916666666667|0|2.8125|0
0|2022-01-01|0.0|0|0.0|0|119.6875|0|4.59375|0
0|2022-01-02|0.0|0|0.0|0|202.5|0|9.588541666666666|0
0|2022-01-03|0.0|0|0.0|0|213.85416666666666|0|7.979166666666667|0
0|2022-01-04|0.0|0|0.0|0|20.104166666666668|0|2.15625|0
0|2022-01-05|0.0|0|0.0|0|116.66666666666667|0|2.2083333333333335|0
0|2022-01-06|0.0|0|0.0|0|45.104166666666664|0|1.2708333333333333|0
0|2022-01-07|0.0|0|0.0|0|69.89583333333333|0|2.6145833333333335|0
0|2022-01-08|0.0|0|0.0|0|65.0|0|5.28125|0
0|2022-01-09|0.0|0|0.0|0|38.854166666666664|0|2.2291666666666665|0
0|2022-01-10|0.0|0|0.0|0|102.96875|0|3.109375|0
0|2022-01-11|0.0|0|0.0|0|36.354166666666664|0|7.364583333333333|0
0|2022-01-12|0.0|0|0.0|0|23.125|0|2.53125|0
0|2022-01-13|0.0|0|0.0|0|101.04166666666667|0|2.3854166666666665|0
0|2022-01-14|0.0|0|0.0|0|73.22916666666667|0|2.3229166666666665|0
0|2022-01-15|0.0|0|0.0|0|85.0|0|2.9375|0
0|2022-01-16|0.0|0|0.0|0|223.33333333333334|0|9.901041666666666|0
0|2022-01-17|0.0|0|0.0|0|221.875|0|6.71875|0
