|dates|Hillsborough_Florida_UnitedStates.AveragePrecipitationTotal.data|Hillsborough_Florida_UnitedStates.AveragePrecipitationTotal.missing|Hillsborough_Florida_UnitedStates.AveragePrecipitation.data|Hillsborough_Florida_UnitedStates.AveragePrecipitation.missing|Hillsborough_Florida_UnitedStates.AverageWindDirection.data|Hillsborough_Florida_UnitedStates.AverageWindDirection.missing|Hillsborough_Florida_UnitedStates.AverageWindSpeed.data|Hillsborough_Florida_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|47.604166666666664|0|4.041666666666667|0
0|2021-10-18|0.0|0|0.0|0|45.3125|0|4.364583333333333|0
0|2021-10-19|0.0|0|0.0|0|46.875|0|3.90625|0
0|2021-10-20|0.0|0|0.0|0|51.875|0|3.7083333333333335|0
0|2021-10-21|0.0|0|0.0|0|48.020833333333336|0|1.3645833333333333|0
0|2021-10-22|0.0|0|0.0|0|74.79166666666667|0|1.0833333333333333|0
0|2021-10-23|0.0|0|0.0|0|26.770833333333332|0|1.53125|0
0|2021-10-24|0.0|0|0.0|0|66.35416666666667|0|3.1145833333333335|0
0|2021-10-25|0.0|0|0.005312500000000001|0|101.19791666666667|0|3.4166666666666665|0
0|2021-10-26|0.0|0|0.0|0|137.1875|0|3.1302083333333335|0
0|2021-10-27|0.0|0|0.0|0|60.104166666666664|0|1.1875|0
0|2021-10-28|0.0|0|0.0|0|173.54166666666666|0|7.0|0
0|2021-10-29|0.0|0|0.0|0|211.35416666666666|0|6.9375|0
0|2021-10-30|0.0|0|0.0|0|130.3125|0|2.78125|0
0|2021-10-31|0.0|0|0.0|0|133.75|0|2.8541666666666665|0
0|2021-11-01|0.0|0|0.0004166666666666667|0|85.3125|0|1.625|0
0|2021-11-02|0.0|0|0.0|0|97.39583333333333|0|1.78125|0
0|2021-11-03|0.0|0|0.0|0|23.125|0|1.890625|0
0|2021-11-04|0.0|0|0.0|0|36.666666666666664|0|3.6979166666666665|0
0|2021-11-05|0.0|0|0.0|0|68.4375|0|6.947916666666667|0
0|2021-11-06|0.0|0|0.0|0|295.9375|0|7.8125|0
0|2021-11-07|0.0|0|0.0|0|225.0|0|4.229166666666667|0
0|2021-11-08|0.0|0|0.0|0|32.1875|0|3.3541666666666665|0
0|2021-11-09|0.0|0|0.0|0|23.020833333333332|0|2.0833333333333335|0
0|2021-11-10|0.0|0|0.0|0|41.197916666666664|0|3.0|0
0|2021-11-11|0.0|0|0.0|0|36.041666666666664|0|1.2604166666666667|0
0|2021-11-12|0.0|0|0.0|0|28.645833333333332|0|0.4791666666666667|0
0|2021-11-13|0.0|0|0.0|0|100.20833333333333|0|1.9479166666666667|0
0|2021-11-14|0.0|0|0.0|0|141.35416666666666|0|2.2083333333333335|0
0|2021-11-15|0.0|0|0.0|0|29.166666666666668|0|2.0625|0
0|2021-11-16|0.0|0|0.0|0|28.229166666666668|0|2.2604166666666665|0
0|2021-11-17|0.0|0|0.0|0|37.239583333333336|0|2.3541666666666665|0
0|2021-11-18|0.0|0|0.0|0|32.8125|0|1.4479166666666667|0
0|2021-11-19|0.0|0|0.0|0|44.114583333333336|0|5.765625|0
0|2021-11-20|0.0|0|0.0|0|44.479166666666664|0|8.348958333333334|0
0|2021-11-21|0.0|0|0.0|0|44.270833333333336|0|5.583333333333333|0
0|2021-11-22|0.0|0|0.0|0|192.29166666666666|0|3.3333333333333335|0
0|2021-11-23|0.0|0|0.0|0|124.16666666666667|0|6.583333333333333|0
0|2021-11-24|0.0|0|0.0|0|38.333333333333336|0|5.125|0
0|2021-11-25|0.0|0|0.0|0|34.166666666666664|0|1.4479166666666667|0
0|2021-11-26|0.0|0|0.0|0|149.58333333333334|0|2.4895833333333335|0
0|2021-11-27|0.0|0|0.0|0|93.54166666666667|0|1.96875|0
0|2021-11-28|0.0|0|0.0|0|80.3125|0|0.9375|0
0|2021-11-29|0.0|0|0.0|0|102.1875|0|2.6354166666666665|0
0|2021-11-30|0.0|0|0.0|0|20.104166666666668|0|1.09375|0
0|2021-12-01|0.0|0|0.0|0|22.395833333333332|0|0.90625|0
0|2021-12-02|0.0|0|5.208333333333334e-05|0|64.375|0|1.6614583333333333|0
0|2021-12-03|0.0|0|0.0|0|37.916666666666664|0|0.9791666666666666|0
0|2021-12-04|0.0|0|0.0|0|15.0|0|0.4270833333333333|0
0|2021-12-05|0.0|0|0.0|0|31.59375|0|0.9375|0
0|2021-12-06|0.0|0|0.0|0|76.45833333333333|0|1.9166666666666667|0
0|2021-12-07|0.0|0|0.0|0|40.729166666666664|0|0.71875|0
0|2021-12-08|0.0|0|0.0|0|137.29166666666666|0|5.458333333333333|0
0|2021-12-09|0.0|0|0.0|0|108.80208333333333|0|1.640625|0
0|2021-12-10|0.0|0|0.0|0|35.625|0|1.09375|0
0|2021-12-11|0.0|0|0.0|0|84.79166666666667|0|2.6145833333333335|0
0|2021-12-12|0.0|0|0.0|0|88.22916666666667|0|1.5729166666666667|0
0|2021-12-13|0.0|0|0.0|0|29.895833333333332|0|2.53125|0
