|dates|Barry_Michigan_UnitedStates.JHU_ConfirmedCases.data|Barry_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Barry_Michigan_UnitedStates.NYT_ConfirmedCases.data|Barry_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Barry_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Barry_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Barry_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Barry_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|8591.0|0|8591.0|0|92.0|0|0.0|100
0|2021-11-14|8591.0|0|8591.0|0|92.0|0|0.0|100
0|2021-11-15|8756.0|0|8756.0|0|94.0|0|0.0|100
0|2021-11-16|8756.0|0|8756.0|0|94.0|0|0.0|100
0|2021-11-17|8892.0|0|8892.0|0|95.0|0|0.0|100
0|2021-11-18|8892.0|0|8892.0|0|95.0|0|0.0|100
0|2021-11-19|9113.0|0|9113.0|0|99.0|0|0.0|100
0|2021-11-20|9113.0|0|9113.0|0|99.0|0|0.0|100
0|2021-11-21|9113.0|0|9113.0|0|99.0|0|0.0|100
0|2021-11-22|9206.0|0|9206.0|0|99.0|0|0.0|100
0|2021-11-23|9206.0|0|9206.0|0|99.0|0|0.0|100
0|2021-11-24|9384.0|0|9384.0|0|100.0|0|0.0|100
0|2021-11-25|9384.0|0|9384.0|0|100.0|0|0.0|100
0|2021-11-26|9384.0|0|9384.0|0|100.0|0|0.0|100
0|2021-11-27|9384.0|0|9384.0|0|100.0|0|0.0|100
0|2021-11-28|9384.0|0|9384.0|0|100.0|0|0.0|100
0|2021-11-29|9554.0|0|9554.0|0|102.0|0|0.0|100
0|2021-11-30|9554.0|0|9554.0|0|102.0|0|0.0|100
0|2021-12-01|9704.0|0|9704.0|0|106.0|0|0.0|100
0|2021-12-02|9704.0|0|9704.0|0|106.0|0|0.0|100
0|2021-12-03|9885.0|0|9885.0|0|109.0|0|0.0|100
0|2021-12-04|9885.0|0|9885.0|0|109.0|0|0.0|100
0|2021-12-05|9885.0|0|9885.0|0|109.0|0|0.0|100
0|2021-12-06|9993.0|0|9993.0|0|110.0|0|0.0|100
0|2021-12-07|9993.0|0|9993.0|0|110.0|0|0.0|100
0|2021-12-08|10092.0|0|10092.0|0|113.0|0|0.0|100
0|2021-12-09|10092.0|0|10092.0|0|113.0|0|0.0|100
0|2021-12-10|10169.0|0|10169.0|0|116.0|0|0.0|100
0|2021-12-11|10169.0|0|10169.0|0|116.0|0|0.0|100
0|2021-12-12|10169.0|0|10169.0|0|116.0|0|0.0|100
0|2021-12-13|10266.0|0|10266.0|0|119.0|0|0.0|100
0|2021-12-14|10266.0|0|10266.0|0|119.0|0|0.0|100
0|2021-12-15|10318.0|0|10318.0|0|121.0|0|0.0|100
0|2021-12-16|10318.0|0|10318.0|0|121.0|0|0.0|100
0|2021-12-17|10403.0|0|10403.0|0|123.0|0|0.0|100
0|2021-12-18|10403.0|0|10403.0|0|123.0|0|0.0|100
0|2021-12-19|10403.0|0|10403.0|0|123.0|0|0.0|100
0|2021-12-20|10452.0|0|10452.0|0|124.0|0|0.0|100
0|2021-12-21|10452.0|0|10452.0|0|124.0|0|0.0|100
0|2021-12-22|10518.0|0|10518.0|0|125.0|0|0.0|100
0|2021-12-23|10518.0|0|10518.0|0|125.0|0|0.0|100
0|2021-12-24|10518.0|0|10518.0|0|125.0|0|0.0|100
0|2021-12-25|10518.0|0|10518.0|0|125.0|0|0.0|100
0|2021-12-26|10518.0|0|10518.0|0|125.0|0|0.0|100
0|2021-12-27|10662.0|0|10662.0|0|131.0|0|0.0|100
0|2021-12-28|10662.0|0|10662.0|0|131.0|0|0.0|100
0|2021-12-29|10746.0|0|10746.0|0|131.0|0|0.0|100
0|2021-12-30|10746.0|0|10746.0|0|131.0|0|0.0|100
0|2021-12-31|10746.0|0|10746.0|0|131.0|0|0.0|100
0|2022-01-01|10746.0|0|10746.0|0|131.0|0|0.0|100
0|2022-01-02|10746.0|0|10746.0|0|131.0|0|0.0|100
0|2022-01-03|10979.0|0|10979.0|0|133.0|0|0.0|100
0|2022-01-04|10979.0|0|10979.0|0|133.0|0|0.0|100
0|2022-01-05|11099.0|0|11099.0|0|133.0|0|0.0|100
0|2022-01-06|11099.0|0|11099.0|0|133.0|0|0.0|100
0|2022-01-07|11276.0|0|11276.0|0|134.0|0|0.0|100
0|2022-01-08|11276.0|0|11276.0|0|134.0|0|0.0|100
0|2022-01-09|11276.0|0|11276.0|0|134.0|0|0.0|100
0|2022-01-10|11487.0|0|11487.0|0|135.0|0|0.0|100
0|2022-01-11|11487.0|0|11487.0|0|135.0|0|0.0|100
0|2022-01-12|11645.0|0|11645.0|0|137.0|0|0.0|100
0|2022-01-13|11645.0|0|11645.0|0|137.0|0|0.0|100
0|2022-01-14|11798.0|0|11798.0|0|138.0|0|0.0|100
0|2022-01-15|11798.0|0|11798.0|0|138.0|0|0.0|100
0|2022-01-16|11798.0|0|11798.0|0|138.0|0|0.0|100
0|2022-01-17|11798.0|0|0.0|100|138.0|0|0.0|100
