|dates|Miner_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Miner_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Miner_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Miner_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Miner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Miner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Miner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Miner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|349.0|0|349.0|0|11.0|0|0.0|100
0|2021-10-18|349.0|0|349.0|0|11.0|0|0.0|100
0|2021-10-19|349.0|0|349.0|0|11.0|0|0.0|100
0|2021-10-20|349.0|0|349.0|0|11.0|0|0.0|100
0|2021-10-21|349.0|0|349.0|0|11.0|0|0.0|100
0|2021-10-22|349.0|0|349.0|0|11.0|0|0.0|100
0|2021-10-23|349.0|0|349.0|0|11.0|0|0.0|100
0|2021-10-24|349.0|0|349.0|0|11.0|0|0.0|100
0|2021-10-25|350.0|0|350.0|0|11.0|0|0.0|100
0|2021-10-26|352.0|0|352.0|0|11.0|0|0.0|100
0|2021-10-27|353.0|0|353.0|0|11.0|0|0.0|100
0|2021-10-28|353.0|0|353.0|0|11.0|0|0.0|100
0|2021-10-29|354.0|0|354.0|0|11.0|0|0.0|100
0|2021-10-30|354.0|0|354.0|0|11.0|0|0.0|100
0|2021-10-31|354.0|0|354.0|0|11.0|0|0.0|100
0|2021-11-01|354.0|0|354.0|0|11.0|0|0.0|100
0|2021-11-02|354.0|0|354.0|0|11.0|0|0.0|100
0|2021-11-03|354.0|0|354.0|0|11.0|0|0.0|100
0|2021-11-04|355.0|0|355.0|0|11.0|0|0.0|100
0|2021-11-05|357.0|0|357.0|0|11.0|0|0.0|100
0|2021-11-06|357.0|0|357.0|0|11.0|0|0.0|100
0|2021-11-07|357.0|0|357.0|0|11.0|0|0.0|100
0|2021-11-08|357.0|0|357.0|0|11.0|0|0.0|100
0|2021-11-09|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-11-10|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-11-11|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-11-12|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-11-13|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-11-14|358.0|0|358.0|0|11.0|0|0.0|100
0|2021-11-15|360.0|0|360.0|0|11.0|0|0.0|100
0|2021-11-16|360.0|0|360.0|0|11.0|0|0.0|100
0|2021-11-17|362.0|0|362.0|0|11.0|0|0.0|100
0|2021-11-18|362.0|0|362.0|0|11.0|0|0.0|100
0|2021-11-19|364.0|0|364.0|0|11.0|0|0.0|100
0|2021-11-20|364.0|0|364.0|0|11.0|0|0.0|100
0|2021-11-21|364.0|0|364.0|0|11.0|0|0.0|100
0|2021-11-22|364.0|0|364.0|0|11.0|0|0.0|100
0|2021-11-23|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-11-24|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-11-25|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-11-26|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-11-27|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-11-28|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-11-29|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-11-30|365.0|0|365.0|0|11.0|0|0.0|100
0|2021-12-01|366.0|0|366.0|0|11.0|0|0.0|100
0|2021-12-02|368.0|0|368.0|0|11.0|0|0.0|100
0|2021-12-03|368.0|0|368.0|0|11.0|0|0.0|100
0|2021-12-04|368.0|0|368.0|0|11.0|0|0.0|100
0|2021-12-05|368.0|0|368.0|0|11.0|0|0.0|100
0|2021-12-06|368.0|0|368.0|0|11.0|0|0.0|100
