|dates|Miner_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Miner_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Miner_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Miner_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Miner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Miner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Miner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Miner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|369.0|0|369.0|0|11.0|0|0.0|100
0|2021-12-08|369.0|0|369.0|0|11.0|0|0.0|100
0|2021-12-09|369.0|0|369.0|0|11.0|0|0.0|100
0|2021-12-10|371.0|0|371.0|0|11.0|0|0.0|100
0|2021-12-11|371.0|0|371.0|0|11.0|0|0.0|100
0|2021-12-12|371.0|0|371.0|0|11.0|0|0.0|100
0|2021-12-13|372.0|0|372.0|0|11.0|0|0.0|100
0|2021-12-14|372.0|0|373.0|0|11.0|0|0.0|100
0|2021-12-15|376.0|0|376.0|0|12.0|0|0.0|100
0|2021-12-16|376.0|0|376.0|0|12.0|0|0.0|100
0|2021-12-17|377.0|0|377.0|0|12.0|0|0.0|100
0|2021-12-18|377.0|0|377.0|0|12.0|0|0.0|100
0|2021-12-19|377.0|0|377.0|0|12.0|0|0.0|100
0|2021-12-20|378.0|0|378.0|0|12.0|0|0.0|100
0|2021-12-21|379.0|0|379.0|0|12.0|0|0.0|100
0|2021-12-22|381.0|0|381.0|0|12.0|0|0.0|100
0|2021-12-23|381.0|0|381.0|0|12.0|0|0.0|100
0|2021-12-24|381.0|0|381.0|0|12.0|0|0.0|100
0|2021-12-25|381.0|0|381.0|0|12.0|0|0.0|100
0|2021-12-26|381.0|0|381.0|0|12.0|0|0.0|100
0|2021-12-27|381.0|0|381.0|0|12.0|0|0.0|100
0|2021-12-28|381.0|0|381.0|0|12.0|0|0.0|100
0|2021-12-29|381.0|0|381.0|0|12.0|0|0.0|100
0|2021-12-30|384.0|0|384.0|0|12.0|0|0.0|100
0|2021-12-31|384.0|0|384.0|0|12.0|0|0.0|100
0|2022-01-01|384.0|0|384.0|0|12.0|0|0.0|100
0|2022-01-02|384.0|0|384.0|0|12.0|0|0.0|100
0|2022-01-03|384.0|0|384.0|0|12.0|0|0.0|100
0|2022-01-04|389.0|0|389.0|0|12.0|0|0.0|100
0|2022-01-05|389.0|0|389.0|0|12.0|0|0.0|100
0|2022-01-06|396.0|0|396.0|0|12.0|0|0.0|100
0|2022-01-07|400.0|0|400.0|0|12.0|0|0.0|100
0|2022-01-08|400.0|0|400.0|0|12.0|0|0.0|100
0|2022-01-09|400.0|0|400.0|0|12.0|0|0.0|100
0|2022-01-10|400.0|0|400.0|0|12.0|0|0.0|100
0|2022-01-11|407.0|0|407.0|0|12.0|0|0.0|100
0|2022-01-12|412.0|0|412.0|0|12.0|0|0.0|100
0|2022-01-13|412.0|0|418.0|0|12.0|0|0.0|100
0|2022-01-14|418.0|0|422.0|0|12.0|0|0.0|100
0|2022-01-15|422.0|0|422.0|0|12.0|0|0.0|100
0|2022-01-16|422.0|0|422.0|0|12.0|0|0.0|100
0|2022-01-17|422.0|0|0.0|100|12.0|0|0.0|100
