|dates|Macon_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Macon_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Macon_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Macon_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Macon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5419.0|0|5419.0|0|89.0|0|0.0|100
0|2021-10-18|5427.0|0|5427.0|0|89.0|0|0.0|100
0|2021-10-19|5434.0|0|5434.0|0|90.0|0|0.0|100
0|2021-10-20|5436.0|0|5436.0|0|90.0|0|0.0|100
0|2021-10-21|5438.0|0|5438.0|0|91.0|0|0.0|100
0|2021-10-22|5445.0|0|5445.0|0|93.0|0|0.0|100
0|2021-10-23|5445.0|0|5445.0|0|93.0|0|0.0|100
0|2021-10-24|5445.0|0|5445.0|0|93.0|0|0.0|100
0|2021-10-25|5445.0|0|5445.0|0|93.0|0|0.0|100
0|2021-10-26|5459.0|0|5459.0|0|93.0|0|0.0|100
0|2021-10-27|5462.0|0|5462.0|0|93.0|0|0.0|100
0|2021-10-28|5465.0|0|5465.0|0|93.0|0|0.0|100
0|2021-10-29|5466.0|0|5466.0|0|93.0|0|0.0|100
0|2021-10-30|5466.0|0|5466.0|0|93.0|0|0.0|100
0|2021-10-31|5466.0|0|5466.0|0|93.0|0|0.0|100
0|2021-11-01|5466.0|0|5466.0|0|93.0|0|0.0|100
0|2021-11-02|5474.0|0|5474.0|0|93.0|0|0.0|100
0|2021-11-03|5478.0|0|5478.0|0|93.0|0|0.0|100
0|2021-11-04|5480.0|0|5480.0|0|93.0|0|0.0|100
0|2021-11-05|5482.0|0|5482.0|0|93.0|0|0.0|100
0|2021-11-06|5482.0|0|5482.0|0|93.0|0|0.0|100
0|2021-11-07|5482.0|0|5482.0|0|93.0|0|0.0|100
0|2021-11-08|5482.0|0|5482.0|0|93.0|0|0.0|100
0|2021-11-09|5487.0|0|5487.0|0|93.0|0|0.0|100
0|2021-11-10|5491.0|0|5491.0|0|93.0|0|0.0|100
0|2021-11-11|5491.0|0|5491.0|0|93.0|0|0.0|100
0|2021-11-12|5497.0|0|5497.0|0|93.0|0|0.0|100
0|2021-11-13|5497.0|0|5497.0|0|93.0|0|0.0|100
0|2021-11-14|5497.0|0|5497.0|0|93.0|0|0.0|100
0|2021-11-15|5505.0|0|5505.0|0|93.0|0|0.0|100
0|2021-11-16|5516.0|0|5516.0|0|93.0|0|0.0|100
0|2021-11-17|5521.0|0|5521.0|0|93.0|0|0.0|100
0|2021-11-18|5528.0|0|5528.0|0|93.0|0|0.0|100
0|2021-11-19|5529.0|0|5529.0|0|94.0|0|0.0|100
0|2021-11-20|5529.0|0|5529.0|0|94.0|0|0.0|100
0|2021-11-21|5529.0|0|5529.0|0|94.0|0|0.0|100
0|2021-11-22|5545.0|0|5545.0|0|94.0|0|0.0|100
0|2021-11-23|5548.0|0|5548.0|0|94.0|0|0.0|100
0|2021-11-24|5547.0|0|5547.0|0|94.0|0|0.0|100
0|2021-11-25|5547.0|0|5547.0|0|94.0|0|0.0|100
0|2021-11-26|5547.0|0|5547.0|0|94.0|0|0.0|100
0|2021-11-27|5547.0|0|5547.0|0|94.0|0|0.0|100
0|2021-11-28|5547.0|0|5547.0|0|94.0|0|0.0|100
0|2021-11-29|5558.0|0|5558.0|0|94.0|0|0.0|100
0|2021-11-30|5568.0|0|5568.0|0|95.0|0|0.0|100
0|2021-12-01|5576.0|0|5576.0|0|99.0|0|0.0|100
0|2021-12-02|5588.0|0|5588.0|0|99.0|0|0.0|100
0|2021-12-03|5600.0|0|5600.0|0|99.0|0|0.0|100
0|2021-12-04|5600.0|0|5600.0|0|99.0|0|0.0|100
0|2021-12-05|5600.0|0|5600.0|0|99.0|0|0.0|100
0|2021-12-06|5612.0|0|5612.0|0|99.0|0|0.0|100
0|2021-12-07|5621.0|0|5621.0|0|100.0|0|0.0|100
0|2021-12-08|5622.0|0|5622.0|0|100.0|0|0.0|100
0|2021-12-09|5622.0|0|5622.0|0|100.0|0|0.0|100
0|2021-12-10|5630.0|0|5630.0|0|100.0|0|0.0|100
0|2021-12-11|5630.0|0|5630.0|0|100.0|0|0.0|100
0|2021-12-12|5630.0|0|5630.0|0|100.0|0|0.0|100
0|2021-12-13|5649.0|0|5649.0|0|100.0|0|0.0|100
0|2021-12-14|5649.0|0|5657.0|0|100.0|0|0.0|100
0|2021-12-15|5674.0|0|5674.0|0|100.0|0|0.0|100
0|2021-12-16|5682.0|0|5682.0|0|100.0|0|0.0|100
0|2021-12-17|5692.0|0|5692.0|0|100.0|0|0.0|100
0|2021-12-18|5692.0|0|5692.0|0|100.0|0|0.0|100
0|2021-12-19|5692.0|0|5692.0|0|100.0|0|0.0|100
0|2021-12-20|5715.0|0|5715.0|0|101.0|0|0.0|100
0|2021-12-21|5722.0|0|5722.0|0|101.0|0|0.0|100
0|2021-12-22|5732.0|0|5732.0|0|101.0|0|0.0|100
0|2021-12-23|5745.0|0|5745.0|0|117.0|0|0.0|100
0|2021-12-24|5745.0|0|5745.0|0|117.0|0|0.0|100
0|2021-12-25|5745.0|0|5745.0|0|117.0|0|0.0|100
0|2021-12-26|5745.0|0|5745.0|0|117.0|0|0.0|100
0|2021-12-27|5789.0|0|5789.0|0|118.0|0|0.0|100
0|2021-12-28|5802.0|0|5802.0|0|118.0|0|0.0|100
0|2021-12-29|5851.0|0|5851.0|0|118.0|0|0.0|100
0|2021-12-30|5914.0|0|5914.0|0|118.0|0|0.0|100
0|2021-12-31|5914.0|0|5914.0|0|118.0|0|0.0|100
0|2022-01-01|5914.0|0|5914.0|0|118.0|0|0.0|100
0|2022-01-02|5914.0|0|5914.0|0|118.0|0|0.0|100
0|2022-01-03|6051.0|0|6051.0|0|118.0|0|0.0|100
0|2022-01-04|6066.0|0|6066.0|0|118.0|0|0.0|100
0|2022-01-05|6066.0|0|6066.0|0|118.0|0|0.0|100
0|2022-01-06|6066.0|0|6066.0|0|118.0|0|0.0|100
0|2022-01-07|6066.0|0|6066.0|0|118.0|0|0.0|100
0|2022-01-08|6066.0|0|6066.0|0|118.0|0|0.0|100
0|2022-01-09|6066.0|0|6066.0|0|118.0|0|0.0|100
0|2022-01-10|6066.0|0|6066.0|0|118.0|0|0.0|100
0|2022-01-11|6066.0|0|6066.0|0|118.0|0|0.0|100
0|2022-01-12|6273.0|0|6273.0|0|120.0|0|0.0|100
0|2022-01-13|6273.0|0|6273.0|0|120.0|0|0.0|100
0|2022-01-14|6273.0|0|6273.0|0|120.0|0|0.0|100
0|2022-01-15|6273.0|0|6273.0|0|120.0|0|0.0|100
0|2022-01-16|6273.0|0|6273.0|0|120.0|0|0.0|100
0|2022-01-17|6273.0|0|0.0|100|120.0|0|0.0|100
