|dates|Kemper_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Kemper_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Kemper_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Kemper_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Kemper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Kemper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Kemper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Kemper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|1449.0|0|1449.0|0|41.0|0|0.0|100
0|2021-11-27|1449.0|0|1449.0|0|41.0|0|0.0|100
0|2021-11-28|1449.0|0|1449.0|0|41.0|0|0.0|100
0|2021-11-29|1450.0|0|1450.0|0|41.0|0|0.0|100
0|2021-11-30|1450.0|0|1450.0|0|41.0|0|0.0|100
0|2021-12-01|1450.0|0|1450.0|0|41.0|0|0.0|100
0|2021-12-02|1450.0|0|1454.0|0|41.0|0|0.0|100
0|2021-12-03|1454.0|0|1454.0|0|41.0|0|0.0|100
0|2021-12-04|1454.0|0|1454.0|0|41.0|0|0.0|100
0|2021-12-05|1454.0|0|1454.0|0|41.0|0|0.0|100
0|2021-12-06|1455.0|0|1455.0|0|41.0|0|0.0|100
0|2021-12-07|1456.0|0|1456.0|0|41.0|0|0.0|100
0|2021-12-08|1456.0|0|1456.0|0|41.0|0|0.0|100
0|2021-12-09|1457.0|0|1457.0|0|41.0|0|0.0|100
0|2021-12-10|1460.0|0|1460.0|0|41.0|0|0.0|100
0|2021-12-11|1460.0|0|1460.0|0|41.0|0|0.0|100
0|2021-12-12|1460.0|0|1460.0|0|41.0|0|0.0|100
0|2021-12-13|1460.0|0|1460.0|0|41.0|0|0.0|100
0|2021-12-14|1460.0|0|1460.0|0|41.0|0|0.0|100
0|2021-12-15|1461.0|0|1461.0|0|41.0|0|0.0|100
0|2021-12-16|1461.0|0|1461.0|0|41.0|0|0.0|100
0|2021-12-17|1461.0|0|1461.0|0|41.0|0|0.0|100
0|2021-12-18|1461.0|0|1461.0|0|41.0|0|0.0|100
0|2021-12-19|1461.0|0|1461.0|0|41.0|0|0.0|100
0|2021-12-20|1463.0|0|1463.0|0|41.0|0|0.0|100
0|2021-12-21|1464.0|0|1464.0|0|41.0|0|0.0|100
0|2021-12-22|1465.0|0|1465.0|0|41.0|0|0.0|100
0|2021-12-23|1465.0|0|1465.0|0|41.0|0|0.0|100
0|2021-12-24|1465.0|0|1465.0|0|41.0|0|0.0|100
0|2021-12-25|1465.0|0|1465.0|0|41.0|0|0.0|100
0|2021-12-26|1465.0|0|1465.0|0|41.0|0|0.0|100
0|2021-12-27|1474.0|0|1474.0|0|41.0|0|0.0|100
0|2021-12-28|1482.0|0|1482.0|0|41.0|0|0.0|100
0|2021-12-29|1489.0|0|1489.0|0|42.0|0|0.0|100
0|2021-12-30|1505.0|0|1505.0|0|42.0|0|0.0|100
0|2021-12-31|1505.0|0|1505.0|0|42.0|0|0.0|100
0|2022-01-01|1505.0|0|1505.0|0|42.0|0|0.0|100
0|2022-01-02|1505.0|0|1505.0|0|42.0|0|0.0|100
0|2022-01-03|1539.0|0|1539.0|0|42.0|0|0.0|100
0|2022-01-04|1552.0|0|1552.0|0|42.0|0|0.0|100
0|2022-01-05|1561.0|0|1561.0|0|42.0|0|0.0|100
0|2022-01-06|1579.0|0|1579.0|0|42.0|0|0.0|100
0|2022-01-07|1592.0|0|1592.0|0|42.0|0|0.0|100
0|2022-01-08|1592.0|0|1592.0|0|42.0|0|0.0|100
0|2022-01-09|1592.0|0|1592.0|0|42.0|0|0.0|100
0|2022-01-10|1592.0|0|1609.0|0|42.0|0|0.0|100
0|2022-01-11|1639.0|0|1639.0|0|42.0|0|0.0|100
0|2022-01-12|1639.0|0|1653.0|0|42.0|0|0.0|100
0|2022-01-13|1639.0|0|1700.0|0|42.0|0|0.0|100
0|2022-01-14|1727.0|0|1727.0|0|42.0|0|0.0|100
0|2022-01-15|1727.0|0|1727.0|0|42.0|0|0.0|100
0|2022-01-16|1727.0|0|1727.0|0|42.0|0|0.0|100
0|2022-01-17|1727.0|0|0.0|100|42.0|0|0.0|100
