|dates|Plumas_California_UnitedStates.AveragePrecipitationTotal.data|Plumas_California_UnitedStates.AveragePrecipitationTotal.missing|Plumas_California_UnitedStates.AveragePrecipitation.data|Plumas_California_UnitedStates.AveragePrecipitation.missing|Plumas_California_UnitedStates.AverageWindDirection.data|Plumas_California_UnitedStates.AverageWindDirection.missing|Plumas_California_UnitedStates.AverageWindSpeed.data|Plumas_California_UnitedStates.AverageWindSpeed.missing
0|2021-11-18|0.0|0|0.0|0|112.5|0|6.166666666666667|0
0|2021-11-19|0.0|0|0.0008333333333333334|0|236.25|0|9.802083333333334|0
0|2021-11-20|0.0|0|0.0|0|61.041666666666664|0|3.3958333333333335|0
0|2021-11-21|0.0|0|0.0|0|89.0625|0|4.947916666666667|0
0|2021-11-22|0.0|0|0.0|0|98.4375|0|2.5104166666666665|0
0|2021-11-23|0.0|0|0.0|0|269.8958333333333|0|10.947916666666666|0
0|2021-11-24|0.0|0|0.0|0|100.72916666666667|0|5.489583333333333|0
0|2021-11-25|0.0|0|0.0|0|48.020833333333336|0|1.625|0
0|2021-11-26|0.0|0|0.0|0|72.29166666666667|0|2.0|0
0|2021-11-27|0.0|0|0.0|0|89.6875|0|2.3333333333333335|0
0|2021-11-28|0.0|0|0.0|0|78.17708333333333|0|1.4322916666666667|0
0|2021-11-29|0.0|0|0.0|0|172.91666666666666|0|3.46875|0
0|2021-11-30|0.0|0|0.0|0|80.3125|0|2.1666666666666665|0
0|2021-12-01|0.0|0|0.0|0|80.52083333333333|0|2.2083333333333335|0
0|2021-12-02|0.0|0|0.0|0|88.4375|0|1.3645833333333333|0
0|2021-12-03|0.0|0|0.0|0|98.54166666666667|0|2.4479166666666665|0
0|2021-12-04|0.0|0|0.0|0|113.95833333333333|0|2.6770833333333335|0
0|2021-12-05|0.0|0|0.0|0|173.4375|0|4.822916666666667|0
0|2021-12-06|0.0|0|0.0|0|129.6875|0|3.6666666666666665|0
0|2021-12-07|0.0|0|0.0|0|85.625|0|3.25|0
0|2021-12-08|0.0|0|0.0|0|199.375|0|7.135416666666667|0
0|2021-12-09|0.0|0|0.0014583333333333334|0|286.0416666666667|0|8.583333333333334|0
0|2021-12-10|0.0|0|0.0|0|107.60416666666667|0|3.7083333333333335|0
0|2021-12-11|0.0|0|0.0|0|138.125|0|6.666666666666667|0
0|2021-12-12|0.0|0|0.0|0|217.1875|0|16.34375|0
0|2021-12-13|0.0|0|0.005208333333333335|0|174.0625|0|17.104166666666668|0
0|2021-12-14|0.0|0|0.004583333333333335|0|220.52083333333334|0|6.0625|0
0|2021-12-15|0.0|0|0.0|0|193.02083333333334|0|9.333333333333334|0
0|2021-12-16|0.0|0|0.0|0|242.08333333333334|0|8.40625|0
0|2021-12-17|0.0|0|0.0|0|105.625|0|1.8958333333333333|0
0|2021-12-18|0.0|0|0.0|0|61.354166666666664|0|1.0520833333333333|0
0|2021-12-19|0.0|0|0.0|0|40.833333333333336|0|2.96875|0
0|2021-12-20|0.0|0|0.0|0|31.354166666666668|0|1.6041666666666667|0
0|2021-12-21|0.0|0|0.0|0|78.4375|0|2.3229166666666665|0
0|2021-12-22|0.0|0|0.0008333333333333332|0|180.9375|0|10.135416666666666|0
0|2021-12-23|0.0|0|0.019687500000000007|0|141.04166666666666|0|7.666666666666667|0
0|2021-12-24|0.0|0|0.00010416666666666667|0|189.27083333333334|0|11.947916666666666|0
0|2021-12-25|0.0|0|0.0037500000000000003|0|204.27083333333334|0|14.927083333333334|0
0|2021-12-26|0.0|0|0.00020833333333333335|0|250.83333333333334|0|18.15625|0
0|2021-12-27|0.0|0|0.0|0|270.2083333333333|0|13.854166666666666|0
0|2021-12-28|0.0|0|0.0|0|177.39583333333334|0|5.65625|0
0|2021-12-29|0.0|0|0.00020833333333333335|0|69.27083333333333|0|1.3541666666666667|0
0|2021-12-30|0.0|0|0.0|0|206.14583333333334|0|6.083333333333333|0
0|2021-12-31|0.0|0|0.0|0|258.6458333333333|0|8.375|0
0|2022-01-01|0.0|0|0.0|0|148.125|0|3.1041666666666665|0
0|2022-01-02|0.0|0|0.0|0|80.3125|0|3.0520833333333335|0
0|2022-01-03|0.0|0|0.0|0|229.375|0|17.395833333333332|0
0|2022-01-04|0.0|0|0.0|0|206.30208333333334|0|10.052083333333334|0
0|2022-01-05|0.0|0|0.0|0|169.0625|0|6.416666666666667|0
0|2022-01-06|0.0|0|0.0|0|161.35416666666666|0|5.739583333333333|0
0|2022-01-07|0.0|0|0.0|0|244.58333333333334|0|15.791666666666666|0
0|2022-01-08|0.0|0|0.0|0|116.77083333333333|0|4.541666666666667|0
0|2022-01-09|0.0|0|0.0|0|79.89583333333333|0|4.427083333333333|0
0|2022-01-10|0.0|0|0.0|0|53.958333333333336|0|1.65625|0
0|2022-01-11|0.0|0|0.0|0|46.875|0|1.53125|0
0|2022-01-12|0.0|0|0.0|0|62.916666666666664|0|1.5729166666666667|0
0|2022-01-13|0.0|0|0.0|0|205.10416666666666|0|7.40625|0
0|2022-01-14|0.0|0|0.0|0|97.29166666666667|0|7.583333333333333|0
0|2022-01-15|0.0|0|0.0|0|69.79166666666667|0|1.96875|0
0|2022-01-16|0.0|0|0.0|0|72.39583333333333|0|1.8020833333333333|0
0|2022-01-17|0.0|25|0.0|25|81.0625|0|1.125|0
