|dates|VanBuren_Michigan_UnitedStates.JHU_ConfirmedCases.data|VanBuren_Michigan_UnitedStates.JHU_ConfirmedCases.missing|VanBuren_Michigan_UnitedStates.NYT_ConfirmedCases.data|VanBuren_Michigan_UnitedStates.NYT_ConfirmedCases.missing|VanBuren_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|VanBuren_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|VanBuren_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|VanBuren_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8936.0|0|8936.0|0|157.0|0|0.0|100
0|2021-10-18|8998.0|0|8998.0|0|157.0|0|0.0|100
0|2021-10-19|8998.0|0|8998.0|0|157.0|0|0.0|100
0|2021-10-20|9068.0|0|9068.0|0|160.0|0|0.0|100
0|2021-10-21|9068.0|0|9068.0|0|160.0|0|0.0|100
0|2021-10-22|9159.0|0|9159.0|0|163.0|0|0.0|100
0|2021-10-23|9159.0|0|9159.0|0|163.0|0|0.0|100
0|2021-10-24|9159.0|0|9159.0|0|163.0|0|0.0|100
0|2021-10-25|9214.0|0|9214.0|0|163.0|0|0.0|100
0|2021-10-26|9214.0|0|9214.0|0|163.0|0|0.0|100
0|2021-10-27|9282.0|0|9282.0|0|165.0|0|0.0|100
0|2021-10-28|9282.0|0|9282.0|0|165.0|0|0.0|100
0|2021-10-29|9372.0|0|9372.0|0|166.0|0|0.0|100
0|2021-10-30|9372.0|0|9372.0|0|166.0|0|0.0|100
0|2021-10-31|9372.0|0|9372.0|0|166.0|0|0.0|100
0|2021-11-01|9448.0|0|9448.0|0|166.0|0|0.0|100
0|2021-11-02|9448.0|0|9448.0|0|166.0|0|0.0|100
0|2021-11-03|9545.0|0|9545.0|0|167.0|0|0.0|100
0|2021-11-04|9545.0|0|9545.0|0|167.0|0|0.0|100
0|2021-11-05|9635.0|0|9635.0|0|166.0|0|0.0|100
0|2021-11-06|9635.0|0|9635.0|0|166.0|0|0.0|100
0|2021-11-07|9635.0|0|9635.0|0|166.0|0|0.0|100
0|2021-11-08|9684.0|0|9684.0|0|166.0|0|0.0|100
0|2021-11-09|9684.0|0|9684.0|0|166.0|0|0.0|100
0|2021-11-10|9735.0|0|9735.0|0|169.0|0|0.0|100
0|2021-11-11|9735.0|0|9735.0|0|169.0|0|0.0|100
0|2021-11-12|9896.0|0|9896.0|0|169.0|0|0.0|100
0|2021-11-13|9896.0|0|9896.0|0|169.0|0|0.0|100
0|2021-11-14|9896.0|0|9896.0|0|169.0|0|0.0|100
0|2021-11-15|10085.0|0|10085.0|0|169.0|0|0.0|100
0|2021-11-16|10085.0|0|10085.0|0|169.0|0|0.0|100
0|2021-11-17|10237.0|0|10237.0|0|171.0|0|0.0|100
0|2021-11-18|10237.0|0|10237.0|0|171.0|0|0.0|100
0|2021-11-19|10431.0|0|10431.0|0|176.0|0|0.0|100
0|2021-11-20|10431.0|0|10431.0|0|176.0|0|0.0|100
0|2021-11-21|10431.0|0|10431.0|0|176.0|0|0.0|100
0|2021-11-22|10564.0|0|10564.0|0|177.0|0|0.0|100
0|2021-11-23|10564.0|0|10564.0|0|177.0|0|0.0|100
0|2021-11-24|10725.0|0|10725.0|0|182.0|0|0.0|100
0|2021-11-25|10725.0|0|10725.0|0|182.0|0|0.0|100
0|2021-11-26|10725.0|0|10725.0|0|182.0|0|0.0|100
0|2021-11-27|10725.0|0|10725.0|0|182.0|0|0.0|100
0|2021-11-28|10725.0|0|10725.0|0|182.0|0|0.0|100
0|2021-11-29|10949.0|0|10949.0|0|183.0|0|0.0|100
0|2021-11-30|10949.0|0|10949.0|0|183.0|0|0.0|100
0|2021-12-01|11126.0|0|11126.0|0|186.0|0|0.0|100
0|2021-12-02|11126.0|0|11126.0|0|186.0|0|0.0|100
0|2021-12-03|11333.0|0|11333.0|0|188.0|0|0.0|100
0|2021-12-04|11333.0|0|11333.0|0|188.0|0|0.0|100
0|2021-12-05|11333.0|0|11333.0|0|188.0|0|0.0|100
0|2021-12-06|11496.0|0|11496.0|0|189.0|0|0.0|100
0|2021-12-07|11496.0|0|11496.0|0|189.0|0|0.0|100
0|2021-12-08|11677.0|0|11677.0|0|191.0|0|0.0|100
0|2021-12-09|11677.0|0|11677.0|0|191.0|0|0.0|100
0|2021-12-10|11834.0|0|11834.0|0|193.0|0|0.0|100
0|2021-12-11|11834.0|0|11834.0|0|193.0|0|0.0|100
0|2021-12-12|11834.0|0|11834.0|0|193.0|0|0.0|100
0|2021-12-13|11979.0|0|11979.0|0|193.0|0|0.0|100
0|2021-12-14|11979.0|0|11979.0|0|193.0|0|0.0|100
0|2021-12-15|12101.0|0|12101.0|0|195.0|0|0.0|100
0|2021-12-16|12101.0|0|12101.0|0|195.0|0|0.0|100
0|2021-12-17|12223.0|0|12223.0|0|195.0|0|0.0|100
0|2021-12-18|12223.0|0|12223.0|0|195.0|0|0.0|100
0|2021-12-19|12223.0|0|12223.0|0|195.0|0|0.0|100
0|2021-12-20|12335.0|0|12335.0|0|195.0|0|0.0|100
0|2021-12-21|12335.0|0|12335.0|0|195.0|0|0.0|100
0|2021-12-22|12457.0|0|12457.0|0|204.0|0|0.0|100
0|2021-12-23|12457.0|0|12457.0|0|204.0|0|0.0|100
0|2021-12-24|12457.0|0|12457.0|0|204.0|0|0.0|100
0|2021-12-25|12457.0|0|12457.0|0|204.0|0|0.0|100
0|2021-12-26|12457.0|0|12457.0|0|204.0|0|0.0|100
0|2021-12-27|12600.0|0|12600.0|0|207.0|0|0.0|100
0|2021-12-28|12600.0|0|12600.0|0|207.0|0|0.0|100
0|2021-12-29|12731.0|0|12731.0|0|211.0|0|0.0|100
0|2021-12-30|12731.0|0|12731.0|0|211.0|0|0.0|100
0|2021-12-31|12731.0|0|12731.0|0|211.0|0|0.0|100
0|2022-01-01|12731.0|0|12731.0|0|211.0|0|0.0|100
0|2022-01-02|12731.0|0|12731.0|0|211.0|0|0.0|100
0|2022-01-03|13027.0|0|13027.0|0|215.0|0|0.0|100
0|2022-01-04|13027.0|0|13027.0|0|215.0|0|0.0|100
0|2022-01-05|13244.0|0|13244.0|0|217.0|0|0.0|100
0|2022-01-06|13244.0|0|13244.0|0|217.0|0|0.0|100
0|2022-01-07|13509.0|0|13509.0|0|219.0|0|0.0|100
0|2022-01-08|13509.0|0|13509.0|0|219.0|0|0.0|100
0|2022-01-09|13509.0|0|13509.0|0|219.0|0|0.0|100
0|2022-01-10|13790.0|0|13790.0|0|221.0|0|0.0|100
0|2022-01-11|13790.0|0|13790.0|0|221.0|0|0.0|100
0|2022-01-12|14067.0|0|14067.0|0|225.0|0|0.0|100
0|2022-01-13|14067.0|0|14067.0|0|225.0|0|0.0|100
0|2022-01-14|14258.0|0|14258.0|0|230.0|0|0.0|100
0|2022-01-15|14258.0|0|14258.0|0|230.0|0|0.0|100
0|2022-01-16|14258.0|0|14258.0|0|230.0|0|0.0|100
0|2022-01-17|14258.0|0|0.0|100|230.0|0|0.0|100
