|dates|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Breathitt_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Breathitt_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1964.0|0|1964.0|0|24.0|0|0.0|100
0|2021-10-18|1971.0|0|1971.0|0|24.0|0|0.0|100
0|2021-10-19|1976.0|0|1976.0|0|26.0|0|0.0|100
0|2021-10-20|1982.0|0|1982.0|0|28.0|0|0.0|100
0|2021-10-21|1996.0|0|1996.0|0|28.0|0|0.0|100
0|2021-10-22|2001.0|0|2001.0|0|29.0|0|0.0|100
0|2021-10-23|2001.0|0|2001.0|0|29.0|0|0.0|100
0|2021-10-24|2001.0|0|2001.0|0|29.0|0|0.0|100
0|2021-10-25|2008.0|0|2008.0|0|29.0|0|0.0|100
0|2021-10-26|2012.0|0|2012.0|0|29.0|0|0.0|100
0|2021-10-27|2016.0|0|2016.0|0|29.0|0|0.0|100
0|2021-10-28|2017.0|0|2017.0|0|29.0|0|0.0|100
0|2021-10-29|2020.0|0|2020.0|0|29.0|0|0.0|100
0|2021-10-30|2020.0|0|2020.0|0|29.0|0|0.0|100
0|2021-10-31|2020.0|0|2020.0|0|29.0|0|0.0|100
0|2021-11-01|2024.0|0|2024.0|0|29.0|0|0.0|100
0|2021-11-02|2027.0|0|2027.0|0|29.0|0|0.0|100
0|2021-11-03|2031.0|0|2031.0|0|29.0|0|0.0|100
0|2021-11-04|2033.0|0|2033.0|0|29.0|0|0.0|100
0|2021-11-05|2046.0|0|2046.0|0|30.0|0|0.0|100
0|2021-11-06|2046.0|0|2046.0|0|30.0|0|0.0|100
0|2021-11-07|2046.0|0|2046.0|0|30.0|0|0.0|100
0|2021-11-08|2052.0|0|2052.0|0|32.0|0|0.0|100
0|2021-11-09|2054.0|0|2054.0|0|34.0|0|0.0|100
0|2021-11-10|2054.0|0|2058.0|0|34.0|0|0.0|100
0|2021-11-11|2058.0|0|2058.0|0|36.0|0|0.0|100
0|2021-11-12|2060.0|0|2060.0|0|38.0|0|0.0|100
0|2021-11-13|2060.0|0|2060.0|0|38.0|0|0.0|100
0|2021-11-14|2060.0|0|2060.0|0|38.0|0|0.0|100
0|2021-11-15|2062.0|0|2062.0|0|38.0|0|0.0|100
0|2021-11-16|2071.0|0|2071.0|0|38.0|0|0.0|100
0|2021-11-17|2075.0|0|2075.0|0|38.0|0|0.0|100
0|2021-11-18|2076.0|0|2076.0|0|38.0|0|0.0|100
0|2021-11-19|2078.0|0|2078.0|0|38.0|0|0.0|100
0|2021-11-20|2078.0|0|2078.0|0|38.0|0|0.0|100
0|2021-11-21|2078.0|0|2078.0|0|38.0|0|0.0|100
0|2021-11-22|2088.0|0|2088.0|0|40.0|0|0.0|100
0|2021-11-23|2097.0|0|2097.0|0|40.0|0|0.0|100
0|2021-11-24|2103.0|0|2103.0|0|40.0|0|0.0|100
0|2021-11-25|2103.0|0|2103.0|0|40.0|0|0.0|100
0|2021-11-26|2103.0|0|2103.0|0|40.0|0|0.0|100
0|2021-11-27|2103.0|0|2103.0|0|40.0|0|0.0|100
0|2021-11-28|2103.0|0|2103.0|0|40.0|0|0.0|100
0|2021-11-29|2114.0|0|2114.0|0|41.0|0|0.0|100
0|2021-11-30|2117.0|0|2117.0|0|41.0|0|0.0|100
0|2021-12-01|2128.0|0|2128.0|0|41.0|0|0.0|100
0|2021-12-02|2128.0|0|2133.0|0|41.0|0|0.0|100
0|2021-12-03|2134.0|0|2134.0|0|41.0|0|0.0|100
0|2021-12-04|2134.0|0|2134.0|0|41.0|0|0.0|100
0|2021-12-05|2134.0|0|2134.0|0|41.0|0|0.0|100
0|2021-12-06|2139.0|0|2139.0|0|41.0|0|0.0|100
0|2021-12-07|2143.0|0|2143.0|0|41.0|0|0.0|100
0|2021-12-08|2145.0|0|2145.0|0|41.0|0|0.0|100
0|2021-12-09|2147.0|0|2147.0|0|41.0|0|0.0|100
0|2021-12-10|2157.0|0|2157.0|0|42.0|0|0.0|100
0|2021-12-11|2157.0|0|2157.0|0|42.0|0|0.0|100
0|2021-12-12|2157.0|0|2157.0|0|42.0|0|0.0|100
0|2021-12-13|2171.0|0|2171.0|0|42.0|0|0.0|100
0|2021-12-14|2171.0|0|2188.0|0|42.0|0|0.0|100
0|2021-12-15|2204.0|0|2204.0|0|43.0|0|0.0|100
0|2021-12-16|2204.0|0|2204.0|0|43.0|0|0.0|100
0|2021-12-17|2216.0|0|2216.0|0|43.0|0|0.0|100
0|2021-12-18|2216.0|0|2216.0|0|43.0|0|0.0|100
0|2021-12-19|2216.0|0|2216.0|0|43.0|0|0.0|100
0|2021-12-20|2226.0|0|2226.0|0|45.0|0|0.0|100
0|2021-12-21|2225.0|0|2225.0|0|46.0|0|0.0|100
0|2021-12-22|2233.0|0|2233.0|0|47.0|0|0.0|100
0|2021-12-23|2233.0|0|2233.0|0|47.0|0|0.0|100
0|2021-12-24|2233.0|0|2233.0|0|47.0|0|0.0|100
0|2021-12-25|2233.0|0|2233.0|0|47.0|0|0.0|100
0|2021-12-26|2233.0|0|2233.0|0|47.0|0|0.0|100
0|2021-12-27|2247.0|0|2247.0|0|47.0|0|0.0|100
0|2021-12-28|2264.0|0|2264.0|0|47.0|0|0.0|100
0|2021-12-29|2279.0|0|2279.0|0|47.0|0|0.0|100
0|2021-12-30|2279.0|0|2279.0|0|47.0|0|0.0|100
0|2021-12-31|2279.0|0|2279.0|0|47.0|0|0.0|100
0|2022-01-01|2279.0|0|2279.0|0|47.0|0|0.0|100
0|2022-01-02|2279.0|0|2279.0|0|47.0|0|0.0|100
0|2022-01-03|2307.0|0|2307.0|0|47.0|0|0.0|100
0|2022-01-04|2319.0|0|2319.0|0|47.0|0|0.0|100
0|2022-01-05|2352.0|0|2352.0|0|47.0|0|0.0|100
0|2022-01-06|2372.0|0|2372.0|0|47.0|0|0.0|100
0|2022-01-07|2384.0|0|2384.0|0|47.0|0|0.0|100
0|2022-01-08|2384.0|0|2384.0|0|47.0|0|0.0|100
0|2022-01-09|2384.0|0|2384.0|0|47.0|0|0.0|100
0|2022-01-10|2398.0|0|2398.0|0|47.0|0|0.0|100
0|2022-01-11|2412.0|0|2412.0|0|47.0|0|0.0|100
0|2022-01-12|2439.0|0|2439.0|0|47.0|0|0.0|100
0|2022-01-13|2439.0|0|2445.0|0|47.0|0|0.0|100
0|2022-01-14|2480.0|0|2480.0|0|48.0|0|0.0|100
0|2022-01-15|2480.0|0|2480.0|0|48.0|0|0.0|100
0|2022-01-16|2480.0|0|2480.0|0|48.0|0|0.0|100
0|2022-01-17|2480.0|0|0.0|100|48.0|0|0.0|100
