|dates|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedCases.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|CrowWing_Minnesota_UnitedStates.NYT_ConfirmedCases.data|CrowWing_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|11421.0|0|11421.0|0|124.0|0|0.0|100
0|2021-12-07|11523.0|0|11523.0|0|125.0|0|0.0|100
0|2021-12-08|11561.0|0|11561.0|0|127.0|0|0.0|100
0|2021-12-09|11589.0|0|11589.0|0|127.0|0|0.0|100
0|2021-12-10|11624.0|0|11624.0|0|128.0|0|0.0|100
0|2021-12-11|11624.0|0|11624.0|0|128.0|0|0.0|100
0|2021-12-12|11624.0|0|11624.0|0|128.0|0|0.0|100
0|2021-12-13|11680.0|0|11680.0|0|129.0|0|0.0|100
0|2021-12-14|11680.0|0|11766.0|0|129.0|0|0.0|100
0|2021-12-15|11799.0|0|11799.0|0|131.0|0|0.0|100
0|2021-12-16|11847.0|0|11847.0|0|132.0|0|0.0|100
0|2021-12-17|11886.0|0|11886.0|0|133.0|0|0.0|100
0|2021-12-18|11886.0|0|11886.0|0|133.0|0|0.0|100
0|2021-12-19|11886.0|0|11886.0|0|133.0|0|0.0|100
0|2021-12-20|11908.0|0|11908.0|0|133.0|0|0.0|100
0|2021-12-21|11960.0|0|11960.0|0|134.0|0|0.0|100
0|2021-12-22|11983.0|0|11983.0|0|135.0|0|0.0|100
0|2021-12-23|12016.0|0|12016.0|0|135.0|0|0.0|100
0|2021-12-24|12016.0|0|12016.0|0|135.0|0|0.0|100
0|2021-12-25|12016.0|0|12016.0|0|135.0|0|0.0|100
0|2021-12-26|12016.0|0|12016.0|0|135.0|0|0.0|100
0|2021-12-27|12063.0|0|12063.0|0|137.0|0|0.0|100
0|2021-12-28|12146.0|0|12146.0|0|137.0|0|0.0|100
0|2021-12-29|12180.0|0|12180.0|0|137.0|0|0.0|100
0|2021-12-30|12214.0|0|12214.0|0|139.0|0|0.0|100
0|2021-12-31|12214.0|0|12214.0|0|139.0|0|0.0|100
0|2022-01-01|12214.0|0|12214.0|0|139.0|0|0.0|100
0|2022-01-02|12214.0|0|12214.0|0|139.0|0|0.0|100
0|2022-01-03|12232.0|0|12232.0|0|139.0|0|0.0|100
0|2022-01-04|12263.0|0|12263.0|0|139.0|0|0.0|100
0|2022-01-05|12284.0|0|12284.0|0|141.0|0|0.0|100
0|2022-01-06|12313.0|0|12313.0|0|141.0|0|0.0|100
0|2022-01-07|12377.0|0|12377.0|0|143.0|0|0.0|100
0|2022-01-08|12377.0|0|12377.0|0|143.0|0|0.0|100
0|2022-01-09|12377.0|0|12377.0|0|143.0|0|0.0|100
0|2022-01-10|12438.0|0|12438.0|0|144.0|0|0.0|100
0|2022-01-11|12688.0|0|12688.0|0|144.0|0|0.0|100
0|2022-01-12|12738.0|0|12738.0|0|145.0|0|0.0|100
0|2022-01-13|12738.0|0|12790.0|0|145.0|0|0.0|100
0|2022-01-14|12848.0|0|12848.0|0|148.0|0|0.0|100
0|2022-01-15|12848.0|0|12848.0|0|148.0|0|0.0|100
0|2022-01-16|12848.0|0|12848.0|0|148.0|0|0.0|100
0|2022-01-17|12848.0|0|0.0|100|148.0|0|0.0|100
