|dates|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedCases.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|CrowWing_Minnesota_UnitedStates.NYT_ConfirmedCases.data|CrowWing_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9254.0|0|9254.0|0|105.0|0|0.0|100
0|2021-10-18|9298.0|0|9298.0|0|105.0|0|0.0|100
0|2021-10-19|9396.0|0|9396.0|0|107.0|0|0.0|100
0|2021-10-20|9436.0|0|9436.0|0|107.0|0|0.0|100
0|2021-10-21|9467.0|0|9467.0|0|109.0|0|0.0|100
0|2021-10-22|9518.0|0|9518.0|0|109.0|0|0.0|100
0|2021-10-23|9518.0|0|9518.0|0|109.0|0|0.0|100
0|2021-10-24|9518.0|0|9518.0|0|109.0|0|0.0|100
0|2021-10-25|9565.0|0|9565.0|0|109.0|0|0.0|100
0|2021-10-26|9658.0|0|9658.0|0|109.0|0|0.0|100
0|2021-10-27|9696.0|0|9696.0|0|110.0|0|0.0|100
0|2021-10-28|9746.0|0|9746.0|0|112.0|0|0.0|100
0|2021-10-29|9821.0|0|9821.0|0|112.0|0|0.0|100
0|2021-10-30|9821.0|0|9821.0|0|112.0|0|0.0|100
0|2021-10-31|9821.0|0|9821.0|0|112.0|0|0.0|100
0|2021-11-01|9974.0|0|9974.0|0|114.0|0|0.0|100
0|2021-11-02|10058.0|0|10058.0|0|114.0|0|0.0|100
0|2021-11-03|10125.0|0|10125.0|0|114.0|0|0.0|100
0|2021-11-04|10160.0|0|10160.0|0|115.0|0|0.0|100
0|2021-11-05|10203.0|0|10203.0|0|117.0|0|0.0|100
0|2021-11-06|10203.0|0|10203.0|0|117.0|0|0.0|100
0|2021-11-07|10203.0|0|10203.0|0|117.0|0|0.0|100
0|2021-11-08|10247.0|0|10247.0|0|117.0|0|0.0|100
0|2021-11-09|10335.0|0|10335.0|0|117.0|0|0.0|100
0|2021-11-10|10335.0|0|10394.0|0|117.0|0|0.0|100
0|2021-11-11|10445.0|0|10445.0|0|119.0|0|0.0|100
0|2021-11-12|10502.0|0|10502.0|0|119.0|0|0.0|100
0|2021-11-13|10502.0|0|10502.0|0|119.0|0|0.0|100
0|2021-11-14|10502.0|0|10502.0|0|119.0|0|0.0|100
0|2021-11-15|10532.0|0|10532.0|0|119.0|0|0.0|100
0|2021-11-16|10619.0|0|10619.0|0|120.0|0|0.0|100
0|2021-11-17|10658.0|0|10658.0|0|120.0|0|0.0|100
0|2021-11-18|10692.0|0|10692.0|0|121.0|0|0.0|100
0|2021-11-19|10727.0|0|10727.0|0|121.0|0|0.0|100
0|2021-11-20|10727.0|0|10727.0|0|121.0|0|0.0|100
0|2021-11-21|10727.0|0|10727.0|0|121.0|0|0.0|100
0|2021-11-22|10756.0|0|10756.0|0|121.0|0|0.0|100
0|2021-11-23|10916.0|0|10916.0|0|121.0|0|0.0|100
0|2021-11-24|10954.0|0|10954.0|0|121.0|0|0.0|100
0|2021-11-25|10954.0|0|10954.0|0|121.0|0|0.0|100
0|2021-11-26|11003.0|0|11003.0|0|122.0|0|0.0|100
0|2021-11-27|11003.0|0|11003.0|0|122.0|0|0.0|100
0|2021-11-28|11003.0|0|11003.0|0|122.0|0|0.0|100
0|2021-11-29|11054.0|0|11054.0|0|122.0|0|0.0|100
0|2021-11-30|11170.0|0|11170.0|0|122.0|0|0.0|100
0|2021-12-01|11213.0|0|11213.0|0|123.0|0|0.0|100
0|2021-12-02|11213.0|0|11275.0|0|123.0|0|0.0|100
0|2021-12-03|11318.0|0|11318.0|0|124.0|0|0.0|100
0|2021-12-04|11318.0|0|11318.0|0|124.0|0|0.0|100
0|2021-12-05|11318.0|0|11318.0|0|124.0|0|0.0|100
