|dates|Sumner_Kansas_UnitedStates.JHU_ConfirmedCases.data|Sumner_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Sumner_Kansas_UnitedStates.NYT_ConfirmedCases.data|Sumner_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Sumner_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Sumner_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sumner_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sumner_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3156.0|0|3156.0|0|60.0|0|0.0|100
0|2021-10-18|3181.0|0|3181.0|0|60.0|0|0.0|100
0|2021-10-19|3181.0|0|3181.0|0|60.0|0|0.0|100
0|2021-10-20|3215.0|0|3215.0|0|60.0|0|0.0|100
0|2021-10-21|3215.0|0|3215.0|0|60.0|0|0.0|100
0|2021-10-22|3225.0|0|3225.0|0|61.0|0|0.0|100
0|2021-10-23|3225.0|0|3225.0|0|61.0|0|0.0|100
0|2021-10-24|3225.0|0|3225.0|0|61.0|0|0.0|100
0|2021-10-25|3234.0|0|3234.0|0|61.0|0|0.0|100
0|2021-10-26|3234.0|0|3234.0|0|61.0|0|0.0|100
0|2021-10-27|3252.0|0|3252.0|0|61.0|0|0.0|100
0|2021-10-28|3252.0|0|3252.0|0|61.0|0|0.0|100
0|2021-10-29|3261.0|0|3261.0|0|61.0|0|0.0|100
0|2021-10-30|3261.0|0|3261.0|0|61.0|0|0.0|100
0|2021-10-31|3261.0|0|3261.0|0|61.0|0|0.0|100
0|2021-11-01|3265.0|0|3265.0|0|61.0|0|0.0|100
0|2021-11-02|3265.0|0|3265.0|0|61.0|0|0.0|100
0|2021-11-03|3278.0|0|3278.0|0|61.0|0|0.0|100
0|2021-11-04|3278.0|0|3278.0|0|61.0|0|0.0|100
0|2021-11-05|3297.0|0|3297.0|0|61.0|0|0.0|100
0|2021-11-06|3297.0|0|3297.0|0|61.0|0|0.0|100
0|2021-11-07|3297.0|0|3297.0|0|61.0|0|0.0|100
0|2021-11-08|3305.0|0|3305.0|0|61.0|0|0.0|100
0|2021-11-09|3305.0|0|3305.0|0|61.0|0|0.0|100
0|2021-11-10|3317.0|0|3317.0|0|62.0|0|0.0|100
0|2021-11-11|3317.0|0|3317.0|0|62.0|0|0.0|100
