|dates|Calhoun_Texas_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Texas_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Texas_UnitedStates.NYT_ConfirmedCases.data|Calhoun_Texas_UnitedStates.NYT_ConfirmedCases.missing|Calhoun_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|3984.0|0|3984.0|0|39.0|0|0.0|100
0|2022-01-01|3984.0|0|3984.0|0|39.0|0|0.0|100
0|2022-01-02|3984.0|0|3984.0|0|39.0|0|0.0|100
0|2022-01-03|4069.0|0|4069.0|0|39.0|0|0.0|100
0|2022-01-04|4095.0|0|4095.0|0|39.0|0|0.0|100
0|2022-01-05|4113.0|0|4113.0|0|39.0|0|0.0|100
0|2022-01-06|4137.0|0|4137.0|0|40.0|0|0.0|100
0|2022-01-07|4179.0|0|4179.0|0|40.0|0|0.0|100
0|2022-01-08|4214.0|0|4214.0|0|40.0|0|0.0|100
0|2022-01-09|4239.0|0|4239.0|0|40.0|0|0.0|100
0|2022-01-10|4279.0|0|4279.0|0|40.0|0|0.0|100
0|2022-01-11|4323.0|0|4323.0|0|40.0|0|0.0|100
0|2022-01-12|4391.0|0|4391.0|0|40.0|0|0.0|100
0|2022-01-13|4391.0|0|4477.0|0|40.0|0|0.0|100
0|2022-01-14|4477.0|0|4603.0|0|40.0|0|0.0|100
0|2022-01-15|4707.0|0|4707.0|0|40.0|0|0.0|100
0|2022-01-16|4746.0|0|4746.0|0|40.0|0|0.0|100
0|2022-01-17|4786.0|0|0.0|100|40.0|0|0.0|100
