|dates|Montmorency_Michigan_UnitedStates.JHU_ConfirmedCases.data|Montmorency_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Montmorency_Michigan_UnitedStates.NYT_ConfirmedCases.data|Montmorency_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Montmorency_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Montmorency_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Montmorency_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Montmorency_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|1218.0|0|1218.0|0|35.0|0|0.0|100
0|2021-11-26|1218.0|0|1218.0|0|35.0|0|0.0|100
0|2021-11-27|1218.0|0|1218.0|0|35.0|0|0.0|100
0|2021-11-28|1218.0|0|1218.0|0|35.0|0|0.0|100
0|2021-11-29|1238.0|0|1238.0|0|35.0|0|0.0|100
0|2021-11-30|1238.0|0|1238.0|0|35.0|0|0.0|100
0|2021-12-01|1261.0|0|1261.0|0|36.0|0|0.0|100
0|2021-12-02|1261.0|0|1261.0|0|36.0|0|0.0|100
0|2021-12-03|1271.0|0|1271.0|0|37.0|0|0.0|100
0|2021-12-04|1271.0|0|1271.0|0|37.0|0|0.0|100
0|2021-12-05|1271.0|0|1271.0|0|37.0|0|0.0|100
0|2021-12-06|1290.0|0|1290.0|0|37.0|0|0.0|100
0|2021-12-07|1290.0|0|1290.0|0|37.0|0|0.0|100
0|2021-12-08|1297.0|0|1297.0|0|39.0|0|0.0|100
0|2021-12-09|1297.0|0|1297.0|0|39.0|0|0.0|100
0|2021-12-10|1304.0|0|1304.0|0|39.0|0|0.0|100
0|2021-12-11|1304.0|0|1304.0|0|39.0|0|0.0|100
0|2021-12-12|1304.0|0|1304.0|0|39.0|0|0.0|100
0|2021-12-13|1309.0|0|1309.0|0|39.0|0|0.0|100
0|2021-12-14|1309.0|0|1309.0|0|39.0|0|0.0|100
0|2021-12-15|1317.0|0|1317.0|0|39.0|0|0.0|100
0|2021-12-16|1317.0|0|1317.0|0|39.0|0|0.0|100
0|2021-12-17|1324.0|0|1324.0|0|39.0|0|0.0|100
0|2021-12-18|1324.0|0|1324.0|0|39.0|0|0.0|100
0|2021-12-19|1324.0|0|1324.0|0|39.0|0|0.0|100
0|2021-12-20|1328.0|0|1328.0|0|39.0|0|0.0|100
0|2021-12-21|1328.0|0|1328.0|0|39.0|0|0.0|100
0|2021-12-22|1331.0|0|1331.0|0|40.0|0|0.0|100
0|2021-12-23|1331.0|0|1331.0|0|40.0|0|0.0|100
0|2021-12-24|1331.0|0|1331.0|0|40.0|0|0.0|100
0|2021-12-25|1331.0|0|1331.0|0|40.0|0|0.0|100
0|2021-12-26|1331.0|0|1331.0|0|40.0|0|0.0|100
0|2021-12-27|1339.0|0|1339.0|0|41.0|0|0.0|100
0|2021-12-28|1339.0|0|1339.0|0|41.0|0|0.0|100
0|2021-12-29|1342.0|0|1342.0|0|41.0|0|0.0|100
0|2021-12-30|1342.0|0|1342.0|0|41.0|0|0.0|100
0|2021-12-31|1342.0|0|1342.0|0|41.0|0|0.0|100
0|2022-01-01|1342.0|0|1342.0|0|41.0|0|0.0|100
0|2022-01-02|1342.0|0|1342.0|0|41.0|0|0.0|100
0|2022-01-03|1354.0|0|1354.0|0|41.0|0|0.0|100
0|2022-01-04|1354.0|0|1354.0|0|41.0|0|0.0|100
0|2022-01-05|1374.0|0|1374.0|0|41.0|0|0.0|100
0|2022-01-06|1374.0|0|1374.0|0|41.0|0|0.0|100
0|2022-01-07|1389.0|0|1389.0|0|42.0|0|0.0|100
0|2022-01-08|1389.0|0|1389.0|0|42.0|0|0.0|100
0|2022-01-09|1389.0|0|1389.0|0|42.0|0|0.0|100
0|2022-01-10|1401.0|0|1401.0|0|42.0|0|0.0|100
0|2022-01-11|1401.0|0|1401.0|0|42.0|0|0.0|100
0|2022-01-12|1428.0|0|1428.0|0|43.0|0|0.0|100
0|2022-01-13|1428.0|0|1428.0|0|43.0|0|0.0|100
0|2022-01-14|1443.0|0|1443.0|0|43.0|0|0.0|100
0|2022-01-15|1443.0|0|1443.0|0|43.0|0|0.0|100
0|2022-01-16|1443.0|0|1443.0|0|43.0|0|0.0|100
0|2022-01-17|1443.0|0|0.0|100|43.0|0|0.0|100
