|dates|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Indiana_UnitedStates.NYT_ConfirmedCases.data|Shelby_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7115.0|0|8153.0|0|114.0|0|0.0|100
0|2021-10-18|7138.0|0|8176.0|0|114.0|0|0.0|100
0|2021-10-19|7160.0|0|8199.0|0|117.0|0|0.0|100
0|2021-10-20|7171.0|0|8211.0|0|119.0|0|0.0|100
0|2021-10-21|7176.0|0|8218.0|0|119.0|0|0.0|100
0|2021-10-22|7189.0|0|8232.0|0|119.0|0|0.0|100
0|2021-10-23|7189.0|0|8232.0|0|119.0|0|0.0|100
0|2021-10-24|7189.0|0|8232.0|0|119.0|0|0.0|100
0|2021-10-25|7216.0|0|8259.0|0|119.0|0|0.0|100
0|2021-10-26|7236.0|0|8281.0|0|117.0|0|0.0|100
0|2021-10-27|7239.0|0|8289.0|0|117.0|0|0.0|100
0|2021-10-28|7249.0|0|8300.0|0|119.0|0|0.0|100
0|2021-10-29|7262.0|0|8313.0|0|119.0|0|0.0|100
0|2021-10-30|7262.0|0|8313.0|0|119.0|0|0.0|100
0|2021-10-31|7262.0|0|8313.0|0|119.0|0|0.0|100
0|2021-11-01|7281.0|0|8332.0|0|121.0|0|0.0|100
0|2021-11-02|7288.0|0|8339.0|0|121.0|0|0.0|100
0|2021-11-03|7298.0|0|8344.0|0|121.0|0|0.0|100
0|2021-11-04|7319.0|0|8369.0|0|122.0|0|0.0|100
0|2021-11-05|7330.0|0|8380.0|0|122.0|0|0.0|100
0|2021-11-06|7330.0|0|8380.0|0|122.0|0|0.0|100
0|2021-11-07|7330.0|0|8380.0|0|122.0|0|0.0|100
0|2021-11-08|7361.0|0|8410.0|0|122.0|0|0.0|100
0|2021-11-09|7385.0|0|8434.0|0|122.0|0|0.0|100
0|2021-11-10|7426.0|0|8473.0|0|122.0|0|0.0|100
0|2021-11-11|7607.0|0|8657.0|0|123.0|0|0.0|100
0|2021-11-12|7630.0|0|8681.0|0|124.0|0|0.0|100
0|2021-11-13|7630.0|0|8681.0|0|124.0|0|0.0|100
0|2021-11-14|7630.0|0|8681.0|0|124.0|0|0.0|100
0|2021-11-15|7670.0|0|8721.0|0|125.0|0|0.0|100
0|2021-11-16|7724.0|0|8776.0|0|125.0|0|0.0|100
0|2021-11-17|7760.0|0|8812.0|0|126.0|0|0.0|100
0|2021-11-18|7787.0|0|8839.0|0|127.0|0|0.0|100
0|2021-11-19|7818.0|0|8869.0|0|127.0|0|0.0|100
0|2021-11-20|7818.0|0|8869.0|0|127.0|0|0.0|100
0|2021-11-21|7818.0|0|8869.0|0|127.0|0|0.0|100
0|2021-11-22|7864.0|0|8915.0|0|127.0|0|0.0|100
0|2021-11-23|7912.0|0|8964.0|0|127.0|0|0.0|100
0|2021-11-24|7958.0|0|9010.0|0|127.0|0|0.0|100
0|2021-11-25|7958.0|0|9010.0|0|127.0|0|0.0|100
0|2021-11-26|7958.0|0|9010.0|0|127.0|0|0.0|100
0|2021-11-27|7958.0|0|9010.0|0|127.0|0|0.0|100
0|2021-11-28|7958.0|0|9010.0|0|127.0|0|0.0|100
0|2021-11-29|8054.0|0|9109.0|0|128.0|0|0.0|100
0|2021-11-30|8101.0|0|9156.0|0|129.0|0|0.0|100
0|2021-12-01|8178.0|0|9235.0|0|129.0|0|0.0|100
0|2021-12-02|8210.0|0|9268.0|0|129.0|0|0.0|100
0|2021-12-03|8281.0|0|9338.0|0|130.0|0|0.0|100
0|2021-12-04|8281.0|0|9338.0|0|130.0|0|0.0|100
0|2021-12-05|8281.0|0|9338.0|0|130.0|0|0.0|100
0|2021-12-06|8402.0|0|9460.0|0|130.0|0|0.0|100
0|2021-12-07|8437.0|0|9496.0|0|131.0|0|0.0|100
0|2021-12-08|8507.0|0|9567.0|0|133.0|0|0.0|100
0|2021-12-09|8567.0|0|9628.0|0|133.0|0|0.0|100
0|2021-12-10|8646.0|0|9706.0|0|133.0|0|0.0|100
0|2021-12-11|8646.0|0|9706.0|0|133.0|0|0.0|100
0|2021-12-12|8646.0|0|9706.0|0|133.0|0|0.0|100
0|2021-12-13|8719.0|0|9779.0|0|135.0|0|0.0|100
0|2021-12-14|8719.0|0|9867.0|0|135.0|0|0.0|100
0|2021-12-15|8881.0|0|9943.0|0|135.0|0|0.0|100
0|2021-12-16|8926.0|0|9989.0|0|135.0|0|0.0|100
0|2021-12-17|8990.0|0|10054.0|0|137.0|0|0.0|100
0|2021-12-18|8990.0|0|10054.0|0|137.0|0|0.0|100
0|2021-12-19|8990.0|0|10054.0|0|137.0|0|0.0|100
0|2021-12-20|9063.0|0|10126.0|0|137.0|0|0.0|100
0|2021-12-21|9129.0|0|10200.0|0|140.0|0|0.0|100
0|2021-12-22|9179.0|0|10251.0|0|141.0|0|0.0|100
0|2021-12-23|9179.0|0|10251.0|0|141.0|0|0.0|100
0|2021-12-24|9179.0|0|10251.0|0|141.0|0|0.0|100
0|2021-12-25|9179.0|0|10251.0|0|141.0|0|0.0|100
0|2021-12-26|9179.0|0|10251.0|0|141.0|0|0.0|100
0|2021-12-27|9305.0|0|10376.0|0|141.0|0|0.0|100
0|2021-12-28|9393.0|0|10464.0|0|143.0|0|0.0|100
0|2021-12-29|9450.0|0|10522.0|0|144.0|0|0.0|100
0|2021-12-30|9546.0|0|10620.0|0|144.0|0|0.0|100
0|2021-12-31|9546.0|0|10620.0|0|144.0|0|0.0|100
0|2022-01-01|9546.0|0|10620.0|0|144.0|0|0.0|100
0|2022-01-02|9546.0|0|10620.0|0|144.0|0|0.0|100
0|2022-01-03|9818.0|0|10895.0|0|145.0|0|0.0|100
0|2022-01-04|9858.0|0|10935.0|0|145.0|0|0.0|100
0|2022-01-05|9918.0|0|10996.0|0|145.0|0|0.0|100
0|2022-01-06|10018.0|0|11096.0|0|145.0|0|0.0|100
0|2022-01-07|10140.0|0|11217.0|0|147.0|0|0.0|100
0|2022-01-08|10140.0|0|11217.0|0|147.0|0|0.0|100
0|2022-01-09|10140.0|0|11217.0|0|147.0|0|0.0|100
