|dates|Porter_Indiana_UnitedStates.AveragePrecipitationTotal.data|Porter_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Porter_Indiana_UnitedStates.AveragePrecipitation.data|Porter_Indiana_UnitedStates.AveragePrecipitation.missing|Porter_Indiana_UnitedStates.AverageWindDirection.data|Porter_Indiana_UnitedStates.AverageWindDirection.missing|Porter_Indiana_UnitedStates.AverageWindSpeed.data|Porter_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|248.33333333333334|0|6.375|0
0|2021-10-18|0.0|0|0.0|0|177.5|0|3.8333333333333335|0
0|2021-10-19|0.0|0|0.0|0|200.0|0|6.333333333333333|0
0|2021-10-20|0.0|0|0.0008333333333333334|0|177.6388888888889|0|7.034722222222222|0
0|2021-10-21|0.0016666666666666668|0|0.0037152777777777774|0|267.6041666666667|0|11.121527777777779|0
0|2021-10-22|0.005416666666666667|0|0.0004166666666666667|0|101.18055555555554|0|2.972222222222222|0
0|2021-10-23|0.0|0|0.0|0|140.41666666666666|0|4.333333333333333|0
0|2021-10-24|0.0|0|0.05902777777777778|0|83.40277777777777|0|10.902777777777777|0
0|2021-10-25|0.055|0|0.038020833333333344|0|49.09722222222222|0|11.937500000000002|0
0|2021-10-26|0.010416666666666666|0|0.0|0|70.20833333333333|0|4.833333333333333|0
0|2021-10-27|0.0|0|0.0|0|93.68551587301586|0|5.982142857142857|0
0|2021-10-28|0.0|0|0.01045138888888889|0|98.5763888888889|0|9.25|0
0|2021-10-29|0.0075|0|0.00829861111111111|0|73.92361111111113|0|7.204861111111112|0
0|2021-10-30|0.0032291666666666666|0|0.004722222222222222|0|137.29166666666666|0|8.145833333333334|0
0|2021-10-31|0.0|0|0.0|0|294.3055555555556|0|7.6319444444444455|0
0|2021-11-01|0.0|0|0.0|0|271.25|0|8.583333333333334|0
0|2021-11-02|0.0|0|0.0|0|277.5|0|7.75|0
0|2021-11-03|0.0|0|0.0|0|224.58333333333334|0|4.125|0
0|2021-11-04|0.0|0|0.0|0|155.0|0|2.875|0
0|2021-11-05|0.0|0|0.0|0|112.5|0|4.5|0
0|2021-11-06|0.0|0|0.0|0|126.875|0|5.895833333333333|0
0|2021-11-07|0.0|0|0.0|0|194.79166666666666|0|7.1875|0
0|2021-11-08|0.0|0|0.0|0|177.08333333333334|0|7.166666666666667|0
0|2021-11-09|0.0|0|0.0|0|71.25|0|2.25|0
0|2021-11-10|0.0|0|0.0|0|97.84722222222221|0|8.027777777777779|0
0|2021-11-11|0.0|0|0.011041666666666667|0|201.31944444444446|0|13.409722222222223|0
0|2021-11-12|0.011666666666666667|0|0.0007500000000000001|0|231.61111111111111|0|15.219444444444447|0
0|2021-11-13|0.0004166666666666667|0|0.0004166666666666667|0|259.40972222222223|0|13.121527777777779|0
0|2021-11-14|0.00020833333333333335|0|0.002125|0|257.4375|0|14.316666666666668|0
0|2021-11-15|0.0025|0|0.0004166666666666667|0|194.30555555555554|0|6.753472222222221|0
0|2021-11-16|0.00020833333333333335|0|0.0|0|126.31944444444444|0|9.652777777777777|0
0|2021-11-17|0.0|0|0.0056319444444444455|0|249.24305555555554|0|11.481250000000001|0
0|2021-11-18|0.01|0|0.0|0|277.0833333333333|0|15.5|0
0|2021-11-19|0.0|0|0.0|0|196.58333333333334|0|8.333333333333334|0
0|2021-11-20|0.0|0|0.0|0|173.75|0|7.541666666666667|0
0|2021-11-21|0.0|0|0.0|0|201.25|0|10.833333333333334|0
0|2021-11-22|0.0|0|0.0|0|277.0833333333333|0|10.375|0
0|2021-11-23|0.0|0|0.0|0|187.91666666666666|0|7.625|0
