|dates|Sherman_Kansas_UnitedStates.JHU_ConfirmedCases.data|Sherman_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Sherman_Kansas_UnitedStates.NYT_ConfirmedCases.data|Sherman_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Sherman_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Sherman_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sherman_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sherman_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|1109.0|0|1109.0|0|13.0|0|0.0|100
0|2021-12-06|1116.0|0|1116.0|0|13.0|0|0.0|100
0|2021-12-07|1116.0|0|1116.0|0|13.0|0|0.0|100
0|2021-12-08|1130.0|0|1130.0|0|13.0|0|0.0|100
0|2021-12-09|1130.0|0|1130.0|0|13.0|0|0.0|100
0|2021-12-10|1139.0|0|1139.0|0|13.0|0|0.0|100
0|2021-12-11|1139.0|0|1139.0|0|13.0|0|0.0|100
0|2021-12-12|1139.0|0|1139.0|0|13.0|0|0.0|100
0|2021-12-13|1146.0|0|1146.0|0|13.0|0|0.0|100
0|2021-12-14|1146.0|0|1146.0|0|13.0|0|0.0|100
0|2021-12-15|1151.0|0|1151.0|0|13.0|0|0.0|100
0|2021-12-16|1151.0|0|1151.0|0|13.0|0|0.0|100
0|2021-12-17|1159.0|0|1159.0|0|13.0|0|0.0|100
0|2021-12-18|1159.0|0|1159.0|0|13.0|0|0.0|100
0|2021-12-19|1159.0|0|1159.0|0|13.0|0|0.0|100
0|2021-12-20|1163.0|0|1163.0|0|13.0|0|0.0|100
0|2021-12-21|1163.0|0|1163.0|0|13.0|0|0.0|100
0|2021-12-22|1172.0|0|1172.0|0|13.0|0|0.0|100
0|2021-12-23|1172.0|0|1172.0|0|13.0|0|0.0|100
0|2021-12-24|1172.0|0|1172.0|0|13.0|0|0.0|100
0|2021-12-25|1172.0|0|1172.0|0|13.0|0|0.0|100
0|2021-12-26|1172.0|0|1172.0|0|13.0|0|0.0|100
0|2021-12-27|1179.0|0|1179.0|0|13.0|0|0.0|100
0|2021-12-28|1179.0|0|1179.0|0|13.0|0|0.0|100
0|2021-12-29|1187.0|0|1187.0|0|13.0|0|0.0|100
0|2021-12-30|1187.0|0|1187.0|0|13.0|0|0.0|100
0|2021-12-31|1187.0|0|1187.0|0|13.0|0|0.0|100
0|2022-01-01|1187.0|0|1187.0|0|13.0|0|0.0|100
0|2022-01-02|1187.0|0|1187.0|0|13.0|0|0.0|100
0|2022-01-03|1199.0|0|1199.0|0|13.0|0|0.0|100
0|2022-01-04|1199.0|0|1199.0|0|13.0|0|0.0|100
0|2022-01-05|1224.0|0|1224.0|0|13.0|0|0.0|100
0|2022-01-06|1224.0|0|1224.0|0|13.0|0|0.0|100
0|2022-01-07|1246.0|0|1246.0|0|18.0|0|0.0|100
0|2022-01-08|1246.0|0|1246.0|0|18.0|0|0.0|100
0|2022-01-09|1246.0|0|1246.0|0|18.0|0|0.0|100
0|2022-01-10|1252.0|0|1252.0|0|18.0|0|0.0|100
0|2022-01-11|1252.0|0|1252.0|0|18.0|0|0.0|100
0|2022-01-12|1252.0|0|1262.0|0|18.0|0|0.0|100
0|2022-01-13|1252.0|0|1272.0|0|18.0|0|0.0|100
0|2022-01-14|1291.0|0|1291.0|0|18.0|0|0.0|100
0|2022-01-15|1291.0|0|1291.0|0|18.0|0|0.0|100
0|2022-01-16|1291.0|0|1291.0|0|18.0|0|0.0|100
0|2022-01-17|1291.0|0|0.0|100|18.0|0|0.0|100
