|dates|Escambia_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Escambia_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Escambia_Florida_UnitedStates.Male_Total_Population.data|Escambia_Florida_UnitedStates.Male_Total_Population.missing|Escambia_Florida_UnitedStates.Female_Total_Population.data|Escambia_Florida_UnitedStates.Female_Total_Population.missing|Escambia_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Escambia_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-20|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-21|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-22|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-23|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-24|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-25|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-26|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-27|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-28|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-29|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-11-30|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-01|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-02|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-03|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-04|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-05|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-06|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-07|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-08|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-09|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-10|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-11|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-12|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-13|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-14|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-15|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-16|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-17|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-18|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-19|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-20|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-21|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-22|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-23|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-24|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-25|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-26|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-27|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-28|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-29|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-30|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2021-12-31|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-01|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-02|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-03|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-04|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-05|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-06|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-07|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-08|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-09|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-10|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-11|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-12|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-13|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-14|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-15|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-16|53148.0|0|156179.0|0|159355.0|0|65784.0|0
0|2022-01-17|53148.0|0|156179.0|0|159355.0|0|65784.0|0
