|dates|Davis_Utah_UnitedStates.BLS_EmployedPopulation.data|Davis_Utah_UnitedStates.BLS_EmployedPopulation.missing|Davis_Utah_UnitedStates.BLS_UnemployedPopulation.data|Davis_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Davis_Utah_UnitedStates.BLS_UnemploymentRate.data|Davis_Utah_UnitedStates.BLS_UnemploymentRate.missing|Davis_Utah_UnitedStates.BLS_LaborForcePopulation.data|Davis_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-18|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-19|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-20|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-21|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-22|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-23|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-24|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-25|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-26|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-27|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-28|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-29|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-30|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-10-31|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-11-01|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-11-02|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-11-03|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-11-04|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
0|2021-11-05|177219.0|0|4406.0|0|2.4258774948382658|0|181625.0|0
