|dates|Sullivan_Indiana_UnitedStates.JHU_ConfirmedCases.data|Sullivan_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_Indiana_UnitedStates.NYT_ConfirmedCases.data|Sullivan_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Sullivan_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|3394.0|0|3401.0|0|54.0|0|0.0|100
0|2021-11-18|3400.0|0|3407.0|0|54.0|0|0.0|100
0|2021-11-19|3405.0|0|3412.0|0|54.0|0|0.0|100
0|2021-11-20|3405.0|0|3412.0|0|54.0|0|0.0|100
0|2021-11-21|3405.0|0|3412.0|0|54.0|0|0.0|100
0|2021-11-22|3419.0|0|3426.0|0|54.0|0|0.0|100
0|2021-11-23|3420.0|0|3427.0|0|54.0|0|0.0|100
0|2021-11-24|3424.0|0|3431.0|0|54.0|0|0.0|100
0|2021-11-25|3424.0|0|3431.0|0|54.0|0|0.0|100
0|2021-11-26|3424.0|0|3431.0|0|54.0|0|0.0|100
0|2021-11-27|3424.0|0|3431.0|0|54.0|0|0.0|100
0|2021-11-28|3424.0|0|3431.0|0|54.0|0|0.0|100
0|2021-11-29|3449.0|0|3456.0|0|54.0|0|0.0|100
0|2021-11-30|3457.0|0|3464.0|0|54.0|0|0.0|100
0|2021-12-01|3466.0|0|3473.0|0|54.0|0|0.0|100
0|2021-12-02|3466.0|0|3482.0|0|54.0|0|0.0|100
0|2021-12-03|3485.0|0|3492.0|0|55.0|0|0.0|100
0|2021-12-04|3485.0|0|3492.0|0|55.0|0|0.0|100
0|2021-12-05|3485.0|0|3492.0|0|55.0|0|0.0|100
0|2021-12-06|3511.0|0|3518.0|0|55.0|0|0.0|100
0|2021-12-07|3524.0|0|3531.0|0|55.0|0|0.0|100
0|2021-12-08|3533.0|0|3540.0|0|55.0|0|0.0|100
0|2021-12-09|3542.0|0|3549.0|0|55.0|0|0.0|100
0|2021-12-10|3555.0|0|3562.0|0|55.0|0|0.0|100
0|2021-12-11|3555.0|0|3562.0|0|55.0|0|0.0|100
0|2021-12-12|3555.0|0|3562.0|0|55.0|0|0.0|100
0|2021-12-13|3592.0|0|3599.0|0|56.0|0|0.0|100
0|2021-12-14|3592.0|0|3606.0|0|56.0|0|0.0|100
0|2021-12-15|3607.0|0|3614.0|0|56.0|0|0.0|100
0|2021-12-16|3620.0|0|3627.0|0|56.0|0|0.0|100
0|2021-12-17|3639.0|0|3646.0|0|56.0|0|0.0|100
0|2021-12-18|3639.0|0|3646.0|0|56.0|0|0.0|100
0|2021-12-19|3639.0|0|3646.0|0|56.0|0|0.0|100
0|2021-12-20|3673.0|0|3680.0|0|56.0|0|0.0|100
0|2021-12-21|3677.0|0|3684.0|0|56.0|0|0.0|100
0|2021-12-22|3688.0|0|3695.0|0|56.0|0|0.0|100
0|2021-12-23|3688.0|0|3695.0|0|56.0|0|0.0|100
0|2021-12-24|3688.0|0|3695.0|0|56.0|0|0.0|100
0|2021-12-25|3688.0|0|3695.0|0|56.0|0|0.0|100
0|2021-12-26|3688.0|0|3695.0|0|56.0|0|0.0|100
0|2021-12-27|3737.0|0|3744.0|0|56.0|0|0.0|100
0|2021-12-28|3742.0|0|3749.0|0|57.0|0|0.0|100
0|2021-12-29|3749.0|0|3756.0|0|58.0|0|0.0|100
0|2021-12-30|3769.0|0|3776.0|0|58.0|0|0.0|100
0|2021-12-31|3769.0|0|3776.0|0|58.0|0|0.0|100
0|2022-01-01|3769.0|0|3776.0|0|58.0|0|0.0|100
0|2022-01-02|3769.0|0|3776.0|0|58.0|0|0.0|100
0|2022-01-03|3842.0|0|3849.0|0|58.0|0|0.0|100
0|2022-01-04|3856.0|0|3863.0|0|59.0|0|0.0|100
0|2022-01-05|3885.0|0|3892.0|0|59.0|0|0.0|100
0|2022-01-06|3936.0|0|3943.0|0|60.0|0|0.0|100
0|2022-01-07|3980.0|0|3987.0|0|60.0|0|0.0|100
0|2022-01-08|3980.0|0|3987.0|0|60.0|0|0.0|100
0|2022-01-09|3980.0|0|3987.0|0|60.0|0|0.0|100
0|2022-01-10|4103.0|0|4110.0|0|61.0|0|0.0|100
0|2022-01-11|4125.0|0|4132.0|0|61.0|0|0.0|100
0|2022-01-12|4150.0|0|4157.0|0|63.0|0|0.0|100
0|2022-01-13|4150.0|0|4169.0|0|63.0|0|0.0|100
0|2022-01-14|4210.0|0|4217.0|0|63.0|0|0.0|100
0|2022-01-15|4210.0|0|4217.0|0|63.0|0|0.0|100
0|2022-01-16|4210.0|0|4217.0|0|63.0|0|0.0|100
0|2022-01-17|4321.0|0|0.0|100|64.0|0|0.0|100
