|dates|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Stokes_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Stokes_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6052.0|0|6052.0|0|104.0|0|0.0|100
0|2021-10-18|6101.0|0|6101.0|0|104.0|0|0.0|100
0|2021-10-19|6107.0|0|6107.0|0|104.0|0|0.0|100
0|2021-10-20|6122.0|0|6122.0|0|104.0|0|0.0|100
0|2021-10-21|6146.0|0|6146.0|0|106.0|0|0.0|100
0|2021-10-22|6163.0|0|6163.0|0|106.0|0|0.0|100
0|2021-10-23|6163.0|0|6163.0|0|106.0|0|0.0|100
0|2021-10-24|6163.0|0|6163.0|0|106.0|0|0.0|100
0|2021-10-25|6200.0|0|6200.0|0|106.0|0|0.0|100
0|2021-10-26|6204.0|0|6204.0|0|106.0|0|0.0|100
0|2021-10-27|6221.0|0|6221.0|0|108.0|0|0.0|100
0|2021-10-28|6241.0|0|6241.0|0|108.0|0|0.0|100
0|2021-10-29|6257.0|0|6257.0|0|109.0|0|0.0|100
0|2021-10-30|6257.0|0|6257.0|0|109.0|0|0.0|100
0|2021-10-31|6257.0|0|6257.0|0|109.0|0|0.0|100
0|2021-11-01|6301.0|0|6301.0|0|109.0|0|0.0|100
0|2021-11-02|6310.0|0|6310.0|0|109.0|0|0.0|100
0|2021-11-03|6323.0|0|6323.0|0|111.0|0|0.0|100
0|2021-11-04|6343.0|0|6343.0|0|112.0|0|0.0|100
0|2021-11-05|6355.0|0|6355.0|0|112.0|0|0.0|100
0|2021-11-06|6355.0|0|6355.0|0|112.0|0|0.0|100
0|2021-11-07|6355.0|0|6355.0|0|112.0|0|0.0|100
0|2021-11-08|6386.0|0|6386.0|0|113.0|0|0.0|100
0|2021-11-09|6400.0|0|6400.0|0|113.0|0|0.0|100
0|2021-11-10|6407.0|0|6407.0|0|113.0|0|0.0|100
0|2021-11-11|6407.0|0|6407.0|0|113.0|0|0.0|100
0|2021-11-12|6435.0|0|6435.0|0|114.0|0|0.0|100
0|2021-11-13|6435.0|0|6435.0|0|114.0|0|0.0|100
0|2021-11-14|6435.0|0|6435.0|0|114.0|0|0.0|100
0|2021-11-15|6476.0|0|6476.0|0|116.0|0|0.0|100
0|2021-11-16|6491.0|0|6491.0|0|116.0|0|0.0|100
0|2021-11-17|6507.0|0|6507.0|0|116.0|0|0.0|100
0|2021-11-18|6529.0|0|6529.0|0|116.0|0|0.0|100
0|2021-11-19|6544.0|0|6544.0|0|116.0|0|0.0|100
0|2021-11-20|6544.0|0|6544.0|0|116.0|0|0.0|100
0|2021-11-21|6544.0|0|6544.0|0|116.0|0|0.0|100
0|2021-11-22|6588.0|0|6588.0|0|116.0|0|0.0|100
0|2021-11-23|6592.0|0|6592.0|0|116.0|0|0.0|100
0|2021-11-24|6605.0|0|6605.0|0|116.0|0|0.0|100
0|2021-11-25|6605.0|0|6605.0|0|116.0|0|0.0|100
0|2021-11-26|6605.0|0|6605.0|0|116.0|0|0.0|100
0|2021-11-27|6605.0|0|6605.0|0|116.0|0|0.0|100
0|2021-11-28|6605.0|0|6605.0|0|116.0|0|0.0|100
0|2021-11-29|6678.0|0|6678.0|0|116.0|0|0.0|100
0|2021-11-30|6681.0|0|6681.0|0|117.0|0|0.0|100
0|2021-12-01|6694.0|0|6694.0|0|117.0|0|0.0|100
0|2021-12-02|6729.0|0|6729.0|0|117.0|0|0.0|100
0|2021-12-03|6768.0|0|6768.0|0|117.0|0|0.0|100
0|2021-12-04|6768.0|0|6768.0|0|117.0|0|0.0|100
0|2021-12-05|6768.0|0|6768.0|0|117.0|0|0.0|100
0|2021-12-06|6869.0|0|6869.0|0|117.0|0|0.0|100
0|2021-12-07|6881.0|0|6881.0|0|117.0|0|0.0|100
0|2021-12-08|6912.0|0|6912.0|0|117.0|0|0.0|100
0|2021-12-09|6952.0|0|6952.0|0|117.0|0|0.0|100
0|2021-12-10|6987.0|0|6987.0|0|117.0|0|0.0|100
0|2021-12-11|6987.0|0|6987.0|0|117.0|0|0.0|100
0|2021-12-12|6987.0|0|6987.0|0|117.0|0|0.0|100
0|2021-12-13|7054.0|0|7054.0|0|117.0|0|0.0|100
0|2021-12-14|7054.0|0|7060.0|0|117.0|0|0.0|100
0|2021-12-15|7091.0|0|7091.0|0|118.0|0|0.0|100
0|2021-12-16|7128.0|0|7128.0|0|119.0|0|0.0|100
0|2021-12-17|7156.0|0|7156.0|0|119.0|0|0.0|100
0|2021-12-18|7156.0|0|7156.0|0|119.0|0|0.0|100
0|2021-12-19|7156.0|0|7156.0|0|119.0|0|0.0|100
0|2021-12-20|7247.0|0|7247.0|0|119.0|0|0.0|100
0|2021-12-21|7277.0|0|7277.0|0|119.0|0|0.0|100
0|2021-12-22|7312.0|0|7312.0|0|119.0|0|0.0|100
0|2021-12-23|7312.0|0|7312.0|0|119.0|0|0.0|100
0|2021-12-24|7312.0|0|7312.0|0|119.0|0|0.0|100
0|2021-12-25|7312.0|0|7312.0|0|119.0|0|0.0|100
0|2021-12-26|7312.0|0|7312.0|0|119.0|0|0.0|100
0|2021-12-27|7312.0|0|7312.0|0|119.0|0|0.0|100
0|2021-12-28|7449.0|0|7449.0|0|119.0|0|0.0|100
0|2021-12-29|7492.0|0|7492.0|0|120.0|0|0.0|100
0|2021-12-30|7550.0|0|7550.0|0|120.0|0|0.0|100
0|2021-12-31|7550.0|0|7620.0|0|120.0|0|0.0|100
0|2022-01-01|7550.0|0|7620.0|0|120.0|0|0.0|100
0|2022-01-02|7550.0|0|7620.0|0|120.0|0|0.0|100
0|2022-01-03|7744.0|0|7744.0|0|120.0|0|0.0|100
0|2022-01-04|7773.0|0|7773.0|0|120.0|0|0.0|100
0|2022-01-05|7842.0|0|7842.0|0|120.0|0|0.0|100
0|2022-01-06|7913.0|0|7913.0|0|120.0|0|0.0|100
0|2022-01-07|7985.0|0|7985.0|0|121.0|0|0.0|100
0|2022-01-08|7985.0|0|7985.0|0|121.0|0|0.0|100
0|2022-01-09|7985.0|0|7985.0|0|121.0|0|0.0|100
0|2022-01-10|8252.0|0|8252.0|0|122.0|0|0.0|100
0|2022-01-11|8296.0|0|8296.0|0|122.0|0|0.0|100
0|2022-01-12|8400.0|0|8400.0|0|123.0|0|0.0|100
0|2022-01-13|8400.0|0|8518.0|0|123.0|0|0.0|100
0|2022-01-14|8657.0|0|8657.0|0|124.0|0|0.0|100
0|2022-01-15|8657.0|0|8657.0|0|124.0|0|0.0|100
0|2022-01-16|8657.0|0|8657.0|0|124.0|0|0.0|100
0|2022-01-17|8657.0|0|0.0|100|124.0|0|0.0|100
