|dates|Kewaunee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kewaunee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kewaunee_Wisconsin_UnitedStates.Male_Total_Population.data|Kewaunee_Wisconsin_UnitedStates.Male_Total_Population.missing|Kewaunee_Wisconsin_UnitedStates.Female_Total_Population.data|Kewaunee_Wisconsin_UnitedStates.Female_Total_Population.missing|Kewaunee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Kewaunee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-12|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-13|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-14|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-15|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-16|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-17|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-18|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-19|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-20|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-21|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-22|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-23|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-24|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-25|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-26|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-27|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-28|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-29|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-11-30|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-01|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-02|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-03|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-04|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-05|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-06|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-07|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-08|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-09|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-10|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-11|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-12|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-13|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-14|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-15|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-16|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-17|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-18|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-19|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-20|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-21|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-22|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-23|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-24|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-25|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-26|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-27|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-28|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-29|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-30|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2021-12-31|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-01|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-02|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-03|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-04|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-05|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-06|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-07|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-08|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-09|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-10|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-11|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-12|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-13|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-14|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-15|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-16|4168.0|0|10334.0|0|10049.0|0|4385.0|0
0|2022-01-17|4168.0|0|10334.0|0|10049.0|0|4385.0|0
