|dates|Portage_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Portage_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Portage_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Portage_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Portage_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Portage_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Portage_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Portage_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9321.0|0|9321.0|0|93.0|0|0.0|100
0|2021-10-18|9346.0|0|9346.0|0|94.0|0|0.0|100
0|2021-10-19|9359.0|0|9359.0|0|94.0|0|0.0|100
0|2021-10-20|9386.0|0|9386.0|0|96.0|0|0.0|100
0|2021-10-21|9415.0|0|9415.0|0|96.0|0|0.0|100
0|2021-10-22|9437.0|0|9437.0|0|96.0|0|0.0|100
0|2021-10-23|9437.0|0|9437.0|0|96.0|0|0.0|100
0|2021-10-24|9437.0|0|9437.0|0|96.0|0|0.0|100
0|2021-10-25|9500.0|0|9500.0|0|99.0|0|0.0|100
0|2021-10-26|9513.0|0|9513.0|0|99.0|0|0.0|100
0|2021-10-27|9553.0|0|9553.0|0|99.0|0|0.0|100
0|2021-10-28|9573.0|0|9573.0|0|100.0|0|0.0|100
0|2021-10-29|9600.0|0|9600.0|0|100.0|0|0.0|100
0|2021-10-30|9600.0|0|9600.0|0|100.0|0|0.0|100
0|2021-10-31|9600.0|0|9600.0|0|100.0|0|0.0|100
0|2021-11-01|9676.0|0|9676.0|0|100.0|0|0.0|100
0|2021-11-02|9694.0|0|9694.0|0|100.0|0|0.0|100
0|2021-11-03|9711.0|0|9711.0|0|101.0|0|0.0|100
0|2021-11-04|9748.0|0|9748.0|0|102.0|0|0.0|100
0|2021-11-05|9776.0|0|9776.0|0|102.0|0|0.0|100
0|2021-11-06|9776.0|0|9776.0|0|102.0|0|0.0|100
0|2021-11-07|9776.0|0|9776.0|0|102.0|0|0.0|100
0|2021-11-08|9884.0|0|9884.0|0|102.0|0|0.0|100
0|2021-11-09|9912.0|0|9912.0|0|102.0|0|0.0|100
0|2021-11-10|9912.0|0|9970.0|0|102.0|0|0.0|100
0|2021-11-11|10046.0|0|10046.0|0|103.0|0|0.0|100
0|2021-11-12|10099.0|0|10099.0|0|103.0|0|0.0|100
0|2021-11-13|10099.0|0|10099.0|0|103.0|0|0.0|100
0|2021-11-14|10099.0|0|10099.0|0|103.0|0|0.0|100
0|2021-11-15|10228.0|0|10228.0|0|103.0|0|0.0|100
0|2021-11-16|10243.0|0|10243.0|0|103.0|0|0.0|100
0|2021-11-17|10311.0|0|10311.0|0|104.0|0|0.0|100
0|2021-11-18|10376.0|0|10376.0|0|105.0|0|0.0|100
0|2021-11-19|10434.0|0|10434.0|0|105.0|0|0.0|100
0|2021-11-20|10434.0|0|10434.0|0|105.0|0|0.0|100
0|2021-11-21|10434.0|0|10434.0|0|105.0|0|0.0|100
0|2021-11-22|10576.0|0|10576.0|0|105.0|0|0.0|100
0|2021-11-23|10616.0|0|10616.0|0|105.0|0|0.0|100
0|2021-11-24|10682.0|0|10682.0|0|107.0|0|0.0|100
0|2021-11-25|10757.0|0|10757.0|0|108.0|0|0.0|100
0|2021-11-26|10804.0|0|10804.0|0|108.0|0|0.0|100
0|2021-11-27|10804.0|0|10804.0|0|108.0|0|0.0|100
0|2021-11-28|10804.0|0|10804.0|0|108.0|0|0.0|100
0|2021-11-29|10905.0|0|10905.0|0|108.0|0|0.0|100
0|2021-11-30|10951.0|0|10951.0|0|109.0|0|0.0|100
0|2021-12-01|11081.0|0|11081.0|0|109.0|0|0.0|100
0|2021-12-02|11175.0|0|11175.0|0|111.0|0|0.0|100
0|2021-12-03|11248.0|0|11248.0|0|110.0|0|0.0|100
0|2021-12-04|11248.0|0|11248.0|0|110.0|0|0.0|100
0|2021-12-05|11248.0|0|11248.0|0|110.0|0|0.0|100
0|2021-12-06|11248.0|0|11248.0|0|110.0|0|0.0|100
0|2021-12-07|11248.0|0|11248.0|0|110.0|0|0.0|100
0|2021-12-08|11439.0|0|11439.0|0|115.0|0|0.0|100
0|2021-12-09|11519.0|0|11519.0|0|118.0|0|0.0|100
0|2021-12-10|11609.0|0|11609.0|0|121.0|0|0.0|100
0|2021-12-11|11609.0|0|11609.0|0|121.0|0|0.0|100
0|2021-12-12|11609.0|0|11609.0|0|121.0|0|0.0|100
0|2021-12-13|11723.0|0|11723.0|0|121.0|0|0.0|100
0|2021-12-14|11723.0|0|11776.0|0|121.0|0|0.0|100
0|2021-12-15|11824.0|0|11824.0|0|122.0|0|0.0|100
0|2021-12-16|11883.0|0|11883.0|0|123.0|0|0.0|100
0|2021-12-17|11938.0|0|11938.0|0|125.0|0|0.0|100
0|2021-12-18|11938.0|0|11938.0|0|125.0|0|0.0|100
0|2021-12-19|11938.0|0|11938.0|0|125.0|0|0.0|100
0|2021-12-20|12066.0|0|12066.0|0|125.0|0|0.0|100
0|2021-12-21|12088.0|0|12088.0|0|125.0|0|0.0|100
0|2021-12-22|12161.0|0|12161.0|0|125.0|0|0.0|100
0|2021-12-23|12244.0|0|12244.0|0|125.0|0|0.0|100
0|2021-12-24|12327.0|0|12327.0|0|125.0|0|0.0|100
0|2021-12-25|12327.0|0|12327.0|0|125.0|0|0.0|100
0|2021-12-26|12327.0|0|12327.0|0|125.0|0|0.0|100
0|2021-12-27|12451.0|0|12451.0|0|125.0|0|0.0|100
0|2021-12-28|12499.0|0|12499.0|0|130.0|0|0.0|100
0|2021-12-29|12568.0|0|12568.0|0|130.0|0|0.0|100
0|2021-12-30|12710.0|0|12710.0|0|130.0|0|0.0|100
0|2021-12-31|12870.0|0|12870.0|0|130.0|0|0.0|100
