|dates|Portage_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Portage_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Portage_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Portage_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Portage_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Portage_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Portage_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Portage_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|12870.0|0|12870.0|0|130.0|0|0.0|100
0|2022-01-02|12870.0|0|12870.0|0|130.0|0|0.0|100
0|2022-01-03|13135.0|0|13135.0|0|130.0|0|0.0|100
0|2022-01-04|13135.0|0|13256.0|0|130.0|0|0.0|100
0|2022-01-05|13501.0|0|13501.0|0|130.0|0|0.0|100
0|2022-01-06|13796.0|0|13796.0|0|130.0|0|0.0|100
0|2022-01-07|14039.0|0|14039.0|0|130.0|0|0.0|100
0|2022-01-08|14039.0|0|14039.0|0|130.0|0|0.0|100
0|2022-01-09|14039.0|0|14039.0|0|130.0|0|0.0|100
0|2022-01-10|14476.0|0|14476.0|0|130.0|0|0.0|100
0|2022-01-11|14565.0|0|14565.0|0|130.0|0|0.0|100
0|2022-01-12|14927.0|0|14927.0|0|130.0|0|0.0|100
0|2022-01-13|14927.0|0|15192.0|0|130.0|0|0.0|100
0|2022-01-14|15342.0|0|15342.0|0|134.0|0|0.0|100
0|2022-01-15|15342.0|0|15342.0|0|134.0|0|0.0|100
0|2022-01-16|15342.0|0|15342.0|0|134.0|0|0.0|100
0|2022-01-17|15694.0|0|0.0|100|134.0|0|0.0|100
