|dates|Brazoria_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brazoria_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brazoria_Texas_UnitedStates.Male_Total_Population.data|Brazoria_Texas_UnitedStates.Male_Total_Population.missing|Brazoria_Texas_UnitedStates.Female_Total_Population.data|Brazoria_Texas_UnitedStates.Female_Total_Population.missing|Brazoria_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Brazoria_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-18|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-19|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-20|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-21|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-22|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-23|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-24|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-25|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-26|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-27|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-28|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-29|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-30|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-10-31|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-01|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-02|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-03|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-04|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-05|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-06|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-07|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-08|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-09|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-10|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-11|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-12|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-13|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-14|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-15|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-16|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-17|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-18|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-19|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-20|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-21|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-22|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-23|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-24|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-25|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-26|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-27|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-28|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-29|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-11-30|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-01|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-02|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-03|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-04|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-05|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-06|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-07|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-08|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-09|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-10|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-11|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-12|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-13|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-14|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-15|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-16|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-17|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-18|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-19|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-20|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-21|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-22|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-23|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-24|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-25|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-26|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-27|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-28|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-29|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-30|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2021-12-31|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-01|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-02|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-03|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-04|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-05|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-06|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-07|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-08|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-09|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-10|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-11|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-12|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-13|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-14|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-15|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-16|43678.0|0|187001.0|0|183199.0|0|97945.0|0
0|2022-01-17|43678.0|0|187001.0|0|183199.0|0|97945.0|0
