|dates|Union_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Union_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Union_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Union_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Union_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Union_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|5954.0|0|5968.0|0|143.0|0|0.0|100
0|2021-12-01|5985.0|0|5985.0|0|143.0|0|0.0|100
0|2021-12-02|6002.0|0|6002.0|0|143.0|0|0.0|100
0|2021-12-03|6028.0|0|6028.0|0|143.0|0|0.0|100
0|2021-12-04|6040.0|0|6040.0|0|144.0|0|0.0|100
0|2021-12-05|6041.0|0|6041.0|0|144.0|0|0.0|100
0|2021-12-06|6043.0|0|6043.0|0|144.0|0|0.0|100
0|2021-12-07|6051.0|0|6051.0|0|144.0|0|0.0|100
0|2021-12-08|6069.0|0|6069.0|0|144.0|0|0.0|100
0|2021-12-09|6075.0|0|6075.0|0|144.0|0|0.0|100
0|2021-12-10|6083.0|0|6083.0|0|144.0|0|0.0|100
0|2021-12-11|6093.0|0|6093.0|0|145.0|0|0.0|100
0|2021-12-12|6095.0|0|6095.0|0|146.0|0|0.0|100
0|2021-12-13|6098.0|0|6098.0|0|146.0|0|0.0|100
0|2021-12-14|6098.0|0|6109.0|0|146.0|0|0.0|100
0|2021-12-15|6130.0|0|6130.0|0|146.0|0|0.0|100
0|2021-12-16|6146.0|0|6146.0|0|146.0|0|0.0|100
0|2021-12-17|6160.0|0|6160.0|0|147.0|0|0.0|100
0|2021-12-18|6169.0|0|6169.0|0|148.0|0|0.0|100
0|2021-12-19|6179.0|0|6179.0|0|148.0|0|0.0|100
0|2021-12-20|6182.0|0|6182.0|0|149.0|0|0.0|100
0|2021-12-21|6196.0|0|6196.0|0|149.0|0|0.0|100
0|2021-12-22|6220.0|0|6220.0|0|150.0|0|0.0|100
0|2021-12-23|6240.0|0|6240.0|0|150.0|0|0.0|100
0|2021-12-24|6260.0|0|6260.0|0|151.0|0|0.0|100
0|2021-12-25|6270.0|0|6270.0|0|151.0|0|0.0|100
0|2021-12-26|6275.0|0|6275.0|0|151.0|0|0.0|100
0|2021-12-27|6279.0|0|6279.0|0|151.0|0|0.0|100
0|2021-12-28|6308.0|0|6308.0|0|151.0|0|0.0|100
0|2021-12-29|6402.0|0|6402.0|0|151.0|0|0.0|100
0|2021-12-30|6493.0|0|6493.0|0|152.0|0|0.0|100
0|2021-12-31|6542.0|0|6542.0|0|151.0|0|0.0|100
0|2022-01-01|6594.0|0|6594.0|0|151.0|0|0.0|100
0|2022-01-02|6649.0|0|6649.0|0|151.0|0|0.0|100
0|2022-01-03|6673.0|0|6673.0|0|151.0|0|0.0|100
0|2022-01-04|6745.0|0|6745.0|0|152.0|0|0.0|100
0|2022-01-05|6821.0|0|6821.0|0|153.0|0|0.0|100
0|2022-01-06|6960.0|0|6960.0|0|153.0|0|0.0|100
0|2022-01-07|7064.0|0|7064.0|0|153.0|0|0.0|100
0|2022-01-08|7151.0|0|7151.0|0|153.0|0|0.0|100
0|2022-01-09|7151.0|0|7151.0|0|153.0|0|0.0|100
0|2022-01-10|7202.0|0|7202.0|0|153.0|0|0.0|100
0|2022-01-11|7282.0|0|7282.0|0|153.0|0|0.0|100
0|2022-01-12|7353.0|0|7353.0|0|153.0|0|0.0|100
0|2022-01-13|7353.0|0|7495.0|0|153.0|0|0.0|100
0|2022-01-14|7581.0|0|7581.0|0|155.0|0|0.0|100
0|2022-01-15|7735.0|0|7735.0|0|156.0|0|0.0|100
0|2022-01-16|7785.0|0|7785.0|0|156.0|0|0.0|100
0|2022-01-17|7799.0|0|0.0|100|156.0|0|0.0|100
