|dates|Miami_Ohio_UnitedStates.JHU_ConfirmedCases.data|Miami_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Miami_Ohio_UnitedStates.NYT_ConfirmedCases.data|Miami_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Miami_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Miami_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Miami_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Miami_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|16454.0|0|16454.0|0|340.0|0|0.0|100
0|2021-11-15|16495.0|0|16495.0|0|340.0|0|0.0|100
0|2021-11-16|16553.0|0|16553.0|0|343.0|0|0.0|100
0|2021-11-17|16595.0|0|16595.0|0|343.0|0|0.0|100
0|2021-11-18|16653.0|0|16653.0|0|343.0|0|0.0|100
0|2021-11-19|16691.0|0|16691.0|0|343.0|0|0.0|100
0|2021-11-20|16729.0|0|16729.0|0|343.0|0|0.0|100
0|2021-11-21|16748.0|0|16748.0|0|343.0|0|0.0|100
0|2021-11-22|16787.0|0|16787.0|0|343.0|0|0.0|100
0|2021-11-23|16832.0|0|16832.0|0|343.0|0|0.0|100
0|2021-11-24|16876.0|0|16876.0|0|343.0|0|0.0|100
0|2021-11-25|16876.0|0|16876.0|0|343.0|0|0.0|100
0|2021-11-26|16931.0|0|16931.0|0|348.0|0|0.0|100
0|2021-11-27|16950.0|0|16950.0|0|348.0|0|0.0|100
0|2021-11-28|16983.0|0|16983.0|0|348.0|0|0.0|100
0|2021-11-29|17031.0|0|17031.0|0|348.0|0|0.0|100
0|2021-11-30|17074.0|0|17074.0|0|348.0|0|0.0|100
0|2021-12-01|17136.0|0|17136.0|0|348.0|0|0.0|100
0|2021-12-02|17196.0|0|17196.0|0|348.0|0|0.0|100
0|2021-12-03|17196.0|0|17338.0|0|348.0|0|0.0|100
0|2021-12-04|17412.0|0|17412.0|0|352.0|0|0.0|100
0|2021-12-05|17456.0|0|17456.0|0|352.0|0|0.0|100
0|2021-12-06|17486.0|0|17486.0|0|352.0|0|0.0|100
0|2021-12-07|17571.0|0|17571.0|0|352.0|0|0.0|100
0|2021-12-08|17654.0|0|17654.0|0|352.0|0|0.0|100
0|2021-12-09|17714.0|0|17714.0|0|352.0|0|0.0|100
0|2021-12-10|17802.0|0|17802.0|0|355.0|0|0.0|100
0|2021-12-11|17864.0|0|17864.0|0|355.0|0|0.0|100
0|2021-12-12|17885.0|0|17885.0|0|355.0|0|0.0|100
0|2021-12-13|17977.0|0|17977.0|0|355.0|0|0.0|100
0|2021-12-14|17977.0|0|18047.0|0|355.0|0|0.0|100
0|2021-12-15|18111.0|0|18111.0|0|357.0|0|0.0|100
0|2021-12-16|18188.0|0|18188.0|0|357.0|0|0.0|100
0|2021-12-17|18238.0|0|18238.0|0|360.0|0|0.0|100
0|2021-12-18|18303.0|0|18303.0|0|360.0|0|0.0|100
0|2021-12-19|18356.0|0|18356.0|0|360.0|0|0.0|100
0|2021-12-20|18406.0|0|18406.0|0|360.0|0|0.0|100
0|2021-12-21|18486.0|0|18486.0|0|363.0|0|0.0|100
0|2021-12-22|18526.0|0|18526.0|0|363.0|0|0.0|100
0|2021-12-23|18632.0|0|18632.0|0|363.0|0|0.0|100
0|2021-12-24|18714.0|0|18714.0|0|369.0|0|0.0|100
0|2021-12-25|18714.0|0|18714.0|0|369.0|0|0.0|100
0|2021-12-26|18826.0|0|18826.0|0|369.0|0|0.0|100
0|2021-12-27|18872.0|0|18872.0|0|369.0|0|0.0|100
0|2021-12-28|18964.0|0|18964.0|0|371.0|0|0.0|100
0|2021-12-29|19094.0|0|19094.0|0|371.0|0|0.0|100
0|2021-12-30|19244.0|0|19244.0|0|371.0|0|0.0|100
0|2021-12-31|19397.0|0|19397.0|0|371.0|0|0.0|100
0|2022-01-01|19397.0|0|19397.0|0|375.0|0|0.0|100
0|2022-01-02|19647.0|0|19647.0|0|375.0|0|0.0|100
0|2022-01-03|19741.0|0|19741.0|0|375.0|0|0.0|100
0|2022-01-04|19910.0|0|19910.0|0|375.0|0|0.0|100
0|2022-01-05|20061.0|0|20061.0|0|377.0|0|0.0|100
0|2022-01-06|20155.0|0|20155.0|0|377.0|0|0.0|100
0|2022-01-07|20347.0|0|20347.0|0|379.0|0|0.0|100
0|2022-01-08|20486.0|0|20486.0|0|379.0|0|0.0|100
0|2022-01-09|20601.0|0|20601.0|0|379.0|0|0.0|100
0|2022-01-10|20774.0|0|20774.0|0|379.0|0|0.0|100
0|2022-01-11|20916.0|0|20916.0|0|381.0|0|0.0|100
0|2022-01-12|21100.0|0|21100.0|0|381.0|0|0.0|100
0|2022-01-13|21100.0|0|21290.0|0|381.0|0|0.0|100
0|2022-01-14|21697.0|0|21697.0|0|389.0|0|0.0|100
0|2022-01-15|22308.0|0|22308.0|0|389.0|0|0.0|100
0|2022-01-16|22611.0|0|22611.0|0|389.0|0|0.0|100
0|2022-01-17|22806.0|0|0.0|100|389.0|0|0.0|100
