|dates|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Nantucket_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Nantucket_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Nantucket_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|13.0|0|1909.0|0|0.0|0|0.0|100
0|2021-10-18|13.0|0|1911.0|0|0.0|0|0.0|100
0|2021-10-19|13.0|0|1916.0|0|0.0|0|0.0|100
0|2021-10-20|13.0|0|1924.0|0|0.0|0|0.0|100
0|2021-10-21|13.0|0|1926.0|0|0.0|0|0.0|100
0|2021-10-22|13.0|0|1926.0|0|0.0|0|0.0|100
0|2021-10-23|13.0|0|1926.0|0|0.0|0|0.0|100
0|2021-10-24|13.0|0|1926.0|0|0.0|0|0.0|100
0|2021-10-25|13.0|0|1929.0|0|0.0|0|0.0|100
0|2021-10-26|13.0|0|1929.0|0|0.0|0|0.0|100
0|2021-10-27|13.0|0|1930.0|0|0.0|0|0.0|100
0|2021-10-28|13.0|0|1931.0|0|0.0|0|0.0|100
0|2021-10-29|13.0|0|1934.0|0|0.0|0|0.0|100
0|2021-10-30|13.0|0|1934.0|0|0.0|0|0.0|100
0|2021-10-31|13.0|0|1934.0|0|0.0|0|0.0|100
0|2021-11-01|13.0|0|1940.0|0|0.0|0|0.0|100
0|2021-11-02|13.0|0|1941.0|0|0.0|0|0.0|100
0|2021-11-03|13.0|0|1942.0|0|0.0|0|0.0|100
0|2021-11-04|13.0|0|1943.0|0|0.0|0|0.0|100
0|2021-11-05|13.0|0|1947.0|0|0.0|0|0.0|100
0|2021-11-06|13.0|0|1947.0|0|0.0|0|0.0|100
0|2021-11-07|13.0|0|1947.0|0|0.0|0|0.0|100
0|2021-11-08|13.0|0|1953.0|0|0.0|0|0.0|100
0|2021-11-09|13.0|0|1954.0|0|0.0|0|0.0|100
0|2021-11-10|13.0|0|1957.0|0|0.0|0|0.0|100
0|2021-11-11|13.0|0|1957.0|0|0.0|0|0.0|100
0|2021-11-12|13.0|0|1967.0|0|0.0|0|0.0|100
0|2021-11-13|13.0|0|1967.0|0|0.0|0|0.0|100
0|2021-11-14|13.0|0|1967.0|0|0.0|0|0.0|100
0|2021-11-15|13.0|0|1974.0|0|0.0|0|0.0|100
0|2021-11-16|13.0|0|1975.0|0|0.0|0|0.0|100
0|2021-11-17|13.0|0|1975.0|0|0.0|0|0.0|100
0|2021-11-18|13.0|0|1975.0|0|0.0|0|0.0|100
0|2021-11-19|13.0|0|1975.0|0|0.0|0|0.0|100
0|2021-11-20|13.0|0|1975.0|0|0.0|0|0.0|100
0|2021-11-21|13.0|0|1975.0|0|0.0|0|0.0|100
0|2021-11-22|13.0|0|1979.0|0|0.0|0|0.0|100
0|2021-11-23|13.0|0|1979.0|0|0.0|0|0.0|100
0|2021-11-24|13.0|0|1980.0|0|0.0|0|0.0|100
0|2021-11-25|13.0|0|1980.0|0|0.0|0|0.0|100
0|2021-11-26|13.0|0|1980.0|0|0.0|0|0.0|100
0|2021-11-27|13.0|0|1980.0|0|0.0|0|0.0|100
0|2021-11-28|13.0|0|1980.0|0|0.0|0|0.0|100
0|2021-11-29|13.0|0|1980.0|0|0.0|0|0.0|100
0|2021-11-30|13.0|0|1981.0|0|0.0|0|0.0|100
0|2021-12-01|13.0|0|1983.0|0|0.0|0|0.0|100
0|2021-12-02|13.0|0|1984.0|0|0.0|0|0.0|100
0|2021-12-03|13.0|0|1986.0|0|0.0|0|0.0|100
0|2021-12-04|13.0|0|1986.0|0|0.0|0|0.0|100
0|2021-12-05|13.0|0|1986.0|0|0.0|0|0.0|100
0|2021-12-06|13.0|0|1992.0|0|0.0|0|0.0|100
0|2021-12-07|13.0|0|1993.0|0|0.0|0|0.0|100
0|2021-12-08|13.0|0|2000.0|0|0.0|0|0.0|100
0|2021-12-09|13.0|0|2005.0|0|0.0|0|0.0|100
0|2021-12-10|13.0|0|2014.0|0|0.0|0|0.0|100
0|2021-12-11|13.0|0|2014.0|0|0.0|0|0.0|100
0|2021-12-12|13.0|0|2014.0|0|0.0|0|0.0|100
0|2021-12-13|13.0|0|2047.0|0|0.0|0|0.0|100
0|2021-12-14|13.0|0|2050.0|0|0.0|0|0.0|100
0|2021-12-15|13.0|0|2071.0|0|0.0|0|0.0|100
0|2021-12-16|13.0|0|2092.0|0|0.0|0|0.0|100
0|2021-12-17|13.0|0|2113.0|0|0.0|0|0.0|100
0|2021-12-18|13.0|0|2113.0|0|0.0|0|0.0|100
0|2021-12-19|13.0|0|2113.0|0|0.0|0|0.0|100
0|2021-12-20|13.0|0|2153.0|0|0.0|0|0.0|100
0|2021-12-21|13.0|0|2153.0|0|0.0|0|0.0|100
0|2021-12-22|13.0|0|2187.0|0|0.0|0|0.0|100
0|2021-12-23|13.0|0|2198.0|0|0.0|0|0.0|100
0|2021-12-24|13.0|0|2223.0|0|0.0|0|0.0|100
0|2021-12-25|13.0|0|2223.0|0|0.0|0|0.0|100
0|2021-12-26|13.0|0|2223.0|0|0.0|0|0.0|100
0|2021-12-27|13.0|0|2238.0|0|0.0|0|0.0|100
0|2021-12-28|13.0|0|2243.0|0|0.0|0|0.0|100
0|2021-12-29|13.0|0|2269.0|0|0.0|0|0.0|100
0|2021-12-30|13.0|0|2307.0|0|0.0|0|0.0|100
0|2021-12-31|13.0|0|2325.0|0|0.0|0|0.0|100
0|2022-01-01|13.0|0|2325.0|0|0.0|0|0.0|100
0|2022-01-02|13.0|0|2325.0|0|0.0|0|0.0|100
0|2022-01-03|13.0|0|2361.0|0|0.0|0|0.0|100
0|2022-01-04|13.0|0|2376.0|0|0.0|0|0.0|100
0|2022-01-05|13.0|0|2417.0|0|0.0|0|0.0|100
0|2022-01-06|13.0|0|2477.0|0|0.0|0|0.0|100
0|2022-01-07|13.0|0|2554.0|0|0.0|0|0.0|100
0|2022-01-08|13.0|0|2554.0|0|0.0|0|0.0|100
0|2022-01-09|13.0|0|2554.0|0|0.0|0|0.0|100
0|2022-01-10|13.0|0|2706.0|0|0.0|0|0.0|100
0|2022-01-11|13.0|0|2712.0|0|0.0|0|0.0|100
0|2022-01-12|13.0|0|2753.0|0|0.0|0|0.0|100
0|2022-01-13|13.0|0|2823.0|0|0.0|0|0.0|100
0|2022-01-14|13.0|0|2830.0|0|0.0|0|0.0|100
0|2022-01-15|13.0|0|2830.0|0|0.0|0|0.0|100
0|2022-01-16|13.0|0|2830.0|0|0.0|0|0.0|100
0|2022-01-17|13.0|0|0.0|100|0.0|0|0.0|100
