|dates|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Mecklenburg_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Mecklenburg_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Mecklenburg_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|159077.0|0|159077.0|0|1260.0|0|0.0|100
0|2021-11-12|159425.0|0|159425.0|0|1261.0|0|0.0|100
0|2021-11-13|159425.0|0|159425.0|0|1261.0|0|0.0|100
0|2021-11-14|159425.0|0|159425.0|0|1261.0|0|0.0|100
0|2021-11-15|159913.0|0|159913.0|0|1263.0|0|0.0|100
0|2021-11-16|160063.0|0|160063.0|0|1265.0|0|0.0|100
0|2021-11-17|160267.0|0|160267.0|0|1269.0|0|0.0|100
0|2021-11-18|160433.0|0|160433.0|0|1270.0|0|0.0|100
0|2021-11-19|160678.0|0|160678.0|0|1270.0|0|0.0|100
0|2021-11-20|160678.0|0|160678.0|0|1270.0|0|0.0|100
0|2021-11-21|160678.0|0|160678.0|0|1270.0|0|0.0|100
0|2021-11-22|161218.0|0|161218.0|0|1272.0|0|0.0|100
0|2021-11-23|161399.0|0|161399.0|0|1272.0|0|0.0|100
0|2021-11-24|161567.0|0|161567.0|0|1274.0|0|0.0|100
0|2021-11-25|161567.0|0|161567.0|0|1274.0|0|0.0|100
0|2021-11-26|161567.0|0|161567.0|0|1274.0|0|0.0|100
0|2021-11-27|161567.0|0|161567.0|0|1274.0|0|0.0|100
0|2021-11-28|161567.0|0|161567.0|0|1274.0|0|0.0|100
0|2021-11-29|162362.0|0|162362.0|0|1274.0|0|0.0|100
0|2021-11-30|162575.0|0|162575.0|0|1279.0|0|0.0|100
0|2021-12-01|162794.0|0|162794.0|0|1284.0|0|0.0|100
0|2021-12-02|163093.0|0|163093.0|0|1284.0|0|0.0|100
0|2021-12-03|163436.0|0|163436.0|0|1285.0|0|0.0|100
0|2021-12-04|163436.0|0|163436.0|0|1285.0|0|0.0|100
0|2021-12-05|163436.0|0|163436.0|0|1285.0|0|0.0|100
0|2021-12-06|164294.0|0|164294.0|0|1290.0|0|0.0|100
0|2021-12-07|164502.0|0|164502.0|0|1290.0|0|0.0|100
0|2021-12-08|164808.0|0|164808.0|0|1293.0|0|0.0|100
0|2021-12-09|165159.0|0|165159.0|0|1294.0|0|0.0|100
0|2021-12-10|165456.0|0|165456.0|0|1294.0|0|0.0|100
0|2021-12-11|165456.0|0|165456.0|0|1294.0|0|0.0|100
0|2021-12-12|165456.0|0|165456.0|0|1294.0|0|0.0|100
0|2021-12-13|166302.0|0|166302.0|0|1296.0|0|0.0|100
0|2021-12-14|166302.0|0|166544.0|0|1296.0|0|0.0|100
0|2021-12-15|166875.0|0|166875.0|0|1299.0|0|0.0|100
0|2021-12-16|167202.0|0|167202.0|0|1300.0|0|0.0|100
0|2021-12-17|167575.0|0|167575.0|0|1303.0|0|0.0|100
0|2021-12-18|167575.0|0|167575.0|0|1303.0|0|0.0|100
0|2021-12-19|167575.0|0|167575.0|0|1303.0|0|0.0|100
0|2021-12-20|168820.0|0|168820.0|0|1306.0|0|0.0|100
0|2021-12-21|169288.0|0|169288.0|0|1307.0|0|0.0|100
0|2021-12-22|169887.0|0|169887.0|0|1311.0|0|0.0|100
0|2021-12-23|169887.0|0|169887.0|0|1311.0|0|0.0|100
0|2021-12-24|169887.0|0|169887.0|0|1311.0|0|0.0|100
0|2021-12-25|169887.0|0|169887.0|0|1311.0|0|0.0|100
0|2021-12-26|169887.0|0|169887.0|0|1311.0|0|0.0|100
0|2021-12-27|169887.0|0|169887.0|0|1311.0|0|0.0|100
0|2021-12-28|175555.0|0|175555.0|0|1314.0|0|0.0|100
0|2021-12-29|176994.0|0|176994.0|0|1314.0|0|0.0|100
0|2021-12-30|179247.0|0|179247.0|0|1314.0|0|0.0|100
0|2021-12-31|179247.0|0|181465.0|0|1314.0|0|0.0|100
0|2022-01-01|179247.0|0|181465.0|0|1314.0|0|0.0|100
0|2022-01-02|179247.0|0|181465.0|0|1314.0|0|0.0|100
0|2022-01-03|188500.0|0|188500.0|0|1315.0|0|0.0|100
0|2022-01-04|190317.0|0|190317.0|0|1315.0|0|0.0|100
0|2022-01-05|193301.0|0|193301.0|0|1327.0|0|0.0|100
0|2022-01-06|195791.0|0|195791.0|0|1333.0|0|0.0|100
0|2022-01-07|198446.0|0|198446.0|0|1333.0|0|0.0|100
0|2022-01-08|198446.0|0|198446.0|0|1333.0|0|0.0|100
0|2022-01-09|198446.0|0|198446.0|0|1333.0|0|0.0|100
0|2022-01-10|206789.0|0|206789.0|0|1337.0|0|0.0|100
0|2022-01-11|208477.0|0|208477.0|0|1337.0|0|0.0|100
0|2022-01-12|211412.0|0|211412.0|0|1341.0|0|0.0|100
0|2022-01-13|211412.0|0|213998.0|0|1341.0|0|0.0|100
0|2022-01-14|216517.0|0|216517.0|0|1369.0|0|0.0|100
0|2022-01-15|216517.0|0|216517.0|0|1369.0|0|0.0|100
0|2022-01-16|216517.0|0|216517.0|0|1369.0|0|0.0|100
0|2022-01-17|216517.0|0|0.0|100|1369.0|0|0.0|100
