|dates|Concho_Texas_UnitedStates.JHU_ConfirmedCases.data|Concho_Texas_UnitedStates.JHU_ConfirmedCases.missing|Concho_Texas_UnitedStates.NYT_ConfirmedCases.data|Concho_Texas_UnitedStates.NYT_ConfirmedCases.missing|Concho_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Concho_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Concho_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Concho_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-18|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-19|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-20|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-21|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-22|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-23|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-24|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-25|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-26|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-27|702.0|0|702.0|0|10.0|0|0.0|100
0|2021-10-28|703.0|0|703.0|0|10.0|0|0.0|100
0|2021-10-29|703.0|0|703.0|0|10.0|0|0.0|100
0|2021-10-30|703.0|0|703.0|0|10.0|0|0.0|100
0|2021-10-31|704.0|0|704.0|0|10.0|0|0.0|100
0|2021-11-01|704.0|0|704.0|0|10.0|0|0.0|100
0|2021-11-02|704.0|0|704.0|0|10.0|0|0.0|100
0|2021-11-03|704.0|0|704.0|0|10.0|0|0.0|100
0|2021-11-04|706.0|0|706.0|0|10.0|0|0.0|100
0|2021-11-05|706.0|0|706.0|0|10.0|0|0.0|100
0|2021-11-06|708.0|0|708.0|0|10.0|0|0.0|100
0|2021-11-07|706.0|0|706.0|0|10.0|0|0.0|100
0|2021-11-08|706.0|0|706.0|0|10.0|0|0.0|100
0|2021-11-09|706.0|0|706.0|0|10.0|0|0.0|100
0|2021-11-10|706.0|0|706.0|0|10.0|0|0.0|100
0|2021-11-11|710.0|0|710.0|0|10.0|0|0.0|100
0|2021-11-12|711.0|0|711.0|0|10.0|0|0.0|100
0|2021-11-13|713.0|0|713.0|0|10.0|0|0.0|100
0|2021-11-14|713.0|0|713.0|0|10.0|0|0.0|100
0|2021-11-15|713.0|0|713.0|0|10.0|0|0.0|100
0|2021-11-16|713.0|0|713.0|0|10.0|0|0.0|100
0|2021-11-17|713.0|0|713.0|0|10.0|0|0.0|100
0|2021-11-18|713.0|0|713.0|0|10.0|0|0.0|100
0|2021-11-19|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-20|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-21|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-22|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-23|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-24|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-25|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-26|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-27|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-28|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-29|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-11-30|714.0|0|714.0|0|10.0|0|0.0|100
0|2021-12-01|715.0|0|715.0|0|10.0|0|0.0|100
0|2021-12-02|715.0|0|715.0|0|10.0|0|0.0|100
0|2021-12-03|716.0|0|716.0|0|10.0|0|0.0|100
0|2021-12-04|741.0|0|741.0|0|10.0|0|0.0|100
0|2021-12-05|741.0|0|741.0|0|10.0|0|0.0|100
0|2021-12-06|741.0|0|741.0|0|10.0|0|0.0|100
0|2021-12-07|741.0|0|741.0|0|10.0|0|0.0|100
0|2021-12-08|743.0|0|743.0|0|10.0|0|0.0|100
0|2021-12-09|743.0|0|743.0|0|10.0|0|0.0|100
0|2021-12-10|744.0|0|744.0|0|10.0|0|0.0|100
0|2021-12-11|744.0|0|744.0|0|10.0|0|0.0|100
0|2021-12-12|744.0|0|744.0|0|10.0|0|0.0|100
0|2021-12-13|744.0|0|744.0|0|10.0|0|0.0|100
0|2021-12-14|744.0|0|747.0|0|10.0|0|0.0|100
0|2021-12-15|747.0|0|747.0|0|10.0|0|0.0|100
0|2021-12-16|752.0|0|752.0|0|10.0|0|0.0|100
0|2021-12-17|754.0|0|754.0|0|10.0|0|0.0|100
0|2021-12-18|757.0|0|757.0|0|10.0|0|0.0|100
0|2021-12-19|762.0|0|762.0|0|10.0|0|0.0|100
0|2021-12-20|763.0|0|763.0|0|10.0|0|0.0|100
0|2021-12-21|766.0|0|766.0|0|10.0|0|0.0|100
0|2021-12-22|769.0|0|769.0|0|10.0|0|0.0|100
0|2021-12-23|771.0|0|771.0|0|10.0|0|0.0|100
0|2021-12-24|771.0|0|771.0|0|10.0|0|0.0|100
0|2021-12-25|771.0|0|771.0|0|10.0|0|0.0|100
0|2021-12-26|771.0|0|771.0|0|10.0|0|0.0|100
0|2021-12-27|783.0|0|783.0|0|10.0|0|0.0|100
0|2021-12-28|787.0|0|787.0|0|10.0|0|0.0|100
0|2021-12-29|791.0|0|791.0|0|10.0|0|0.0|100
0|2021-12-30|793.0|0|793.0|0|10.0|0|0.0|100
0|2021-12-31|793.0|0|793.0|0|10.0|0|0.0|100
0|2022-01-01|793.0|0|793.0|0|10.0|0|0.0|100
0|2022-01-02|793.0|0|793.0|0|10.0|0|0.0|100
0|2022-01-03|796.0|0|796.0|0|10.0|0|0.0|100
0|2022-01-04|798.0|0|798.0|0|10.0|0|0.0|100
0|2022-01-05|800.0|0|800.0|0|10.0|0|0.0|100
0|2022-01-06|801.0|0|801.0|0|10.0|0|0.0|100
0|2022-01-07|804.0|0|804.0|0|10.0|0|0.0|100
0|2022-01-08|817.0|0|817.0|0|10.0|0|0.0|100
0|2022-01-09|823.0|0|823.0|0|10.0|0|0.0|100
0|2022-01-10|825.0|0|825.0|0|10.0|0|0.0|100
0|2022-01-11|831.0|0|831.0|0|10.0|0|0.0|100
0|2022-01-12|844.0|0|844.0|0|10.0|0|0.0|100
0|2022-01-13|844.0|0|850.0|0|10.0|0|0.0|100
0|2022-01-14|850.0|0|916.0|0|10.0|0|0.0|100
0|2022-01-15|925.0|0|925.0|0|10.0|0|0.0|100
0|2022-01-16|927.0|0|927.0|0|10.0|0|0.0|100
0|2022-01-17|930.0|0|0.0|100|10.0|0|0.0|100
