|dates|LaPlata_Colorado_UnitedStates.JHU_ConfirmedCases.data|LaPlata_Colorado_UnitedStates.JHU_ConfirmedCases.missing|LaPlata_Colorado_UnitedStates.NYT_ConfirmedCases.data|LaPlata_Colorado_UnitedStates.NYT_ConfirmedCases.missing|LaPlata_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|LaPlata_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|LaPlata_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|LaPlata_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|7245.0|0|7245.0|0|65.0|0|0.0|100
0|2021-12-16|7265.0|0|7265.0|0|65.0|0|0.0|100
0|2021-12-17|7289.0|0|7289.0|0|65.0|0|0.0|100
0|2021-12-18|7289.0|0|7289.0|0|65.0|0|0.0|100
0|2021-12-19|7289.0|0|7289.0|0|65.0|0|0.0|100
0|2021-12-20|7327.0|0|7327.0|0|66.0|0|0.0|100
0|2021-12-21|7342.0|0|7342.0|0|67.0|0|0.0|100
0|2021-12-22|7376.0|0|7376.0|0|67.0|0|0.0|100
0|2021-12-23|7391.0|0|7391.0|0|67.0|0|0.0|100
0|2021-12-24|7428.0|0|7428.0|0|67.0|0|0.0|100
0|2021-12-25|7428.0|0|7428.0|0|67.0|0|0.0|100
0|2021-12-26|7428.0|0|7428.0|0|67.0|0|0.0|100
0|2021-12-27|7465.0|0|7465.0|0|67.0|0|0.0|100
0|2021-12-28|7475.0|0|7475.0|0|67.0|0|0.0|100
0|2021-12-29|7586.0|0|7586.0|0|67.0|0|0.0|100
0|2021-12-30|7673.0|0|7673.0|0|67.0|0|0.0|100
0|2021-12-31|7730.0|0|7730.0|0|67.0|0|0.0|100
0|2022-01-01|7730.0|0|7730.0|0|67.0|0|0.0|100
0|2022-01-02|7730.0|0|7730.0|0|67.0|0|0.0|100
0|2022-01-03|7928.0|0|7928.0|0|67.0|0|0.0|100
0|2022-01-04|8008.0|0|8008.0|0|67.0|0|0.0|100
0|2022-01-05|8052.0|0|8052.0|0|68.0|0|0.0|100
0|2022-01-06|8145.0|0|8145.0|0|68.0|0|0.0|100
0|2022-01-07|8307.0|0|8307.0|0|68.0|0|0.0|100
0|2022-01-08|8307.0|0|8307.0|0|68.0|0|0.0|100
0|2022-01-09|8307.0|0|8307.0|0|68.0|0|0.0|100
0|2022-01-10|8904.0|0|8904.0|0|68.0|0|0.0|100
0|2022-01-11|9198.0|0|9198.0|0|68.0|0|0.0|100
0|2022-01-12|9336.0|0|9336.0|0|68.0|0|0.0|100
0|2022-01-13|9336.0|0|9639.0|0|68.0|0|0.0|100
0|2022-01-14|9849.0|0|9744.0|0|68.0|0|0.0|100
0|2022-01-15|9849.0|0|9849.0|0|68.0|0|0.0|100
0|2022-01-16|9849.0|0|9849.0|0|68.0|0|0.0|100
0|2022-01-17|10136.0|0|0.0|100|68.0|0|0.0|100
