|dates|Sterling_Texas_UnitedStates.JHU_ConfirmedCases.data|Sterling_Texas_UnitedStates.JHU_ConfirmedCases.missing|Sterling_Texas_UnitedStates.NYT_ConfirmedCases.data|Sterling_Texas_UnitedStates.NYT_ConfirmedCases.missing|Sterling_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Sterling_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Sterling_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Sterling_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|169.0|0|169.0|0|5.0|0|0.0|100
0|2021-11-11|177.0|0|177.0|0|5.0|0|0.0|100
0|2021-11-12|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-13|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-14|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-15|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-16|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-17|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-18|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-19|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-20|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-21|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-22|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-23|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-24|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-25|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-26|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-27|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-28|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-29|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-11-30|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-01|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-02|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-03|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-04|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-05|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-06|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-07|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-08|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-09|178.0|0|178.0|0|5.0|0|0.0|100
0|2021-12-10|181.0|0|181.0|0|5.0|0|0.0|100
0|2021-12-11|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-12|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-13|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-14|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-15|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-16|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-17|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-18|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-19|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-20|183.0|0|183.0|0|5.0|0|0.0|100
0|2021-12-21|184.0|0|184.0|0|5.0|0|0.0|100
0|2021-12-22|184.0|0|184.0|0|5.0|0|0.0|100
0|2021-12-23|184.0|0|184.0|0|5.0|0|0.0|100
0|2021-12-24|184.0|0|184.0|0|5.0|0|0.0|100
0|2021-12-25|184.0|0|184.0|0|5.0|0|0.0|100
0|2021-12-26|184.0|0|184.0|0|5.0|0|0.0|100
0|2021-12-27|184.0|0|184.0|0|5.0|0|0.0|100
0|2021-12-28|184.0|0|184.0|0|5.0|0|0.0|100
0|2021-12-29|187.0|0|187.0|0|5.0|0|0.0|100
0|2021-12-30|187.0|0|187.0|0|5.0|0|0.0|100
0|2021-12-31|187.0|0|187.0|0|5.0|0|0.0|100
0|2022-01-01|187.0|0|187.0|0|5.0|0|0.0|100
0|2022-01-02|187.0|0|187.0|0|5.0|0|0.0|100
0|2022-01-03|191.0|0|191.0|0|5.0|0|0.0|100
0|2022-01-04|193.0|0|193.0|0|5.0|0|0.0|100
0|2022-01-05|195.0|0|195.0|0|5.0|0|0.0|100
0|2022-01-06|195.0|0|200.0|0|5.0|0|0.0|100
0|2022-01-07|205.0|0|205.0|0|5.0|0|0.0|100
0|2022-01-08|211.0|0|211.0|0|5.0|0|0.0|100
0|2022-01-09|217.0|0|217.0|0|5.0|0|0.0|100
0|2022-01-10|219.0|0|219.0|0|5.0|0|0.0|100
0|2022-01-11|221.0|0|221.0|0|5.0|0|0.0|100
0|2022-01-12|224.0|0|224.0|0|5.0|0|0.0|100
0|2022-01-13|224.0|0|229.0|0|5.0|0|0.0|100
0|2022-01-14|229.0|0|222.0|0|5.0|0|0.0|100
0|2022-01-15|224.0|0|224.0|0|5.0|0|0.0|100
0|2022-01-16|226.0|0|226.0|0|5.0|0|0.0|100
0|2022-01-17|226.0|0|0.0|100|5.0|0|0.0|100
