|dates|Bronx_NewYork_UnitedStates.BLS_EmployedPopulation.data|Bronx_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Bronx_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Bronx_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Bronx_NewYork_UnitedStates.BLS_UnemploymentRate.data|Bronx_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Bronx_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Bronx_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-18|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-19|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-20|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-21|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-22|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-23|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-24|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-25|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-26|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-27|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-28|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-29|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-30|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-10-31|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-11-01|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-11-02|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-11-03|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
0|2021-11-04|517854.0|0|80670.0|0|13.47815626441045|0|598524.0|0
