|dates|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Beaufort_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Beaufort_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|26935.0|0|26935.0|0|298.0|0|0.0|100
0|2021-10-18|27023.0|0|27023.0|0|301.0|0|0.0|100
0|2021-10-19|27033.0|0|27033.0|0|301.0|0|0.0|100
0|2021-10-20|27049.0|0|27049.0|0|303.0|0|0.0|100
0|2021-10-21|27051.0|0|27051.0|0|304.0|0|0.0|100
0|2021-10-22|27072.0|0|27072.0|0|306.0|0|0.0|100
0|2021-10-23|27072.0|0|27072.0|0|306.0|0|0.0|100
0|2021-10-24|27072.0|0|27072.0|0|306.0|0|0.0|100
0|2021-10-25|27123.0|0|27123.0|0|308.0|0|0.0|100
0|2021-10-26|27135.0|0|27135.0|0|309.0|0|0.0|100
0|2021-10-27|27147.0|0|27147.0|0|311.0|0|0.0|100
0|2021-10-28|27156.0|0|27156.0|0|311.0|0|0.0|100
0|2021-10-29|27219.0|0|27219.0|0|312.0|0|0.0|100
0|2021-10-30|27219.0|0|27219.0|0|312.0|0|0.0|100
0|2021-10-31|27219.0|0|27219.0|0|312.0|0|0.0|100
0|2021-11-01|27265.0|0|27265.0|0|313.0|0|0.0|100
0|2021-11-02|27275.0|0|27275.0|0|314.0|0|0.0|100
0|2021-11-03|27287.0|0|27287.0|0|314.0|0|0.0|100
0|2021-11-04|27321.0|0|27321.0|0|315.0|0|0.0|100
0|2021-11-05|27346.0|0|27346.0|0|316.0|0|0.0|100
0|2021-11-06|27346.0|0|27346.0|0|316.0|0|0.0|100
0|2021-11-07|27346.0|0|27346.0|0|316.0|0|0.0|100
0|2021-11-08|27400.0|0|27400.0|0|317.0|0|0.0|100
0|2021-11-09|27403.0|0|27403.0|0|318.0|0|0.0|100
0|2021-11-10|27412.0|0|27412.0|0|318.0|0|0.0|100
0|2021-11-11|27412.0|0|27412.0|0|318.0|0|0.0|100
0|2021-11-12|27433.0|0|27433.0|0|318.0|0|0.0|100
0|2021-11-13|27433.0|0|27433.0|0|318.0|0|0.0|100
0|2021-11-14|27433.0|0|27433.0|0|318.0|0|0.0|100
0|2021-11-15|27455.0|0|27455.0|0|317.0|0|0.0|100
0|2021-11-16|27464.0|0|27464.0|0|317.0|0|0.0|100
0|2021-11-17|27485.0|0|27485.0|0|317.0|0|0.0|100
0|2021-11-18|27496.0|0|27496.0|0|316.0|0|0.0|100
0|2021-11-19|27522.0|0|27522.0|0|316.0|0|0.0|100
0|2021-11-20|27522.0|0|27522.0|0|316.0|0|0.0|100
0|2021-11-21|27522.0|0|27522.0|0|316.0|0|0.0|100
0|2021-11-22|27570.0|0|27570.0|0|316.0|0|0.0|100
0|2021-11-23|27576.0|0|27576.0|0|316.0|0|0.0|100
0|2021-11-24|27588.0|0|27588.0|0|318.0|0|0.0|100
0|2021-11-25|27588.0|0|27588.0|0|318.0|0|0.0|100
0|2021-11-26|27600.0|0|27600.0|0|318.0|0|0.0|100
0|2021-11-27|27600.0|0|27600.0|0|318.0|0|0.0|100
0|2021-11-28|27600.0|0|27600.0|0|318.0|0|0.0|100
0|2021-11-29|27637.0|0|27637.0|0|317.0|0|0.0|100
0|2021-11-30|27641.0|0|27641.0|0|317.0|0|0.0|100
0|2021-12-01|27668.0|0|27668.0|0|317.0|0|0.0|100
0|2021-12-02|27693.0|0|27693.0|0|317.0|0|0.0|100
0|2021-12-03|27718.0|0|27718.0|0|317.0|0|0.0|100
0|2021-12-04|27718.0|0|27718.0|0|317.0|0|0.0|100
0|2021-12-05|27718.0|0|27718.0|0|317.0|0|0.0|100
0|2021-12-06|27780.0|0|27780.0|0|318.0|0|0.0|100
0|2021-12-07|27793.0|0|27793.0|0|318.0|0|0.0|100
0|2021-12-08|27808.0|0|27808.0|0|318.0|0|0.0|100
0|2021-12-09|27824.0|0|27824.0|0|319.0|0|0.0|100
0|2021-12-10|27849.0|0|27849.0|0|319.0|0|0.0|100
0|2021-12-11|27849.0|0|27849.0|0|319.0|0|0.0|100
0|2021-12-12|27849.0|0|27849.0|0|319.0|0|0.0|100
0|2021-12-13|27906.0|0|27906.0|0|319.0|0|0.0|100
0|2021-12-14|27906.0|0|27923.0|0|319.0|0|0.0|100
0|2021-12-15|27936.0|0|27936.0|0|320.0|0|0.0|100
0|2021-12-16|27976.0|0|27976.0|0|320.0|0|0.0|100
0|2021-12-17|28010.0|0|28010.0|0|321.0|0|0.0|100
0|2021-12-18|28010.0|0|28010.0|0|321.0|0|0.0|100
0|2021-12-19|28010.0|0|28010.0|0|321.0|0|0.0|100
0|2021-12-20|28094.0|0|28094.0|0|321.0|0|0.0|100
0|2021-12-21|28101.0|0|28101.0|0|321.0|0|0.0|100
0|2021-12-22|28142.0|0|28142.0|0|321.0|0|0.0|100
0|2021-12-23|28185.0|0|28185.0|0|321.0|0|0.0|100
0|2021-12-24|28185.0|0|28185.0|0|321.0|0|0.0|100
0|2021-12-25|28185.0|0|28185.0|0|321.0|0|0.0|100
0|2021-12-26|28185.0|0|28185.0|0|321.0|0|0.0|100
0|2021-12-27|28185.0|0|28185.0|0|321.0|0|0.0|100
0|2021-12-28|28185.0|0|28185.0|0|321.0|0|0.0|100
0|2021-12-29|28549.0|0|28549.0|0|324.0|0|0.0|100
0|2021-12-30|28697.0|0|28697.0|0|324.0|0|0.0|100
0|2021-12-31|28961.0|0|28961.0|0|325.0|0|0.0|100
0|2022-01-01|28961.0|0|28961.0|0|325.0|0|0.0|100
0|2022-01-02|28961.0|0|28961.0|0|325.0|0|0.0|100
0|2022-01-03|28961.0|0|28961.0|0|325.0|0|0.0|100
0|2022-01-04|29688.0|0|29688.0|0|325.0|0|0.0|100
0|2022-01-05|29808.0|0|29808.0|0|325.0|0|0.0|100
0|2022-01-06|30288.0|0|30288.0|0|325.0|0|0.0|100
0|2022-01-07|30642.0|0|30642.0|0|325.0|0|0.0|100
0|2022-01-08|30642.0|0|30642.0|0|325.0|0|0.0|100
0|2022-01-09|30642.0|0|30642.0|0|325.0|0|0.0|100
0|2022-01-10|32121.0|0|32121.0|0|325.0|0|0.0|100
0|2022-01-11|32497.0|0|32497.0|0|325.0|0|0.0|100
0|2022-01-12|32749.0|0|32749.0|0|326.0|0|0.0|100
0|2022-01-13|32749.0|0|33168.0|0|326.0|0|0.0|100
0|2022-01-14|33967.0|0|33967.0|0|328.0|0|0.0|100
0|2022-01-15|33967.0|0|33967.0|0|328.0|0|0.0|100
0|2022-01-16|33967.0|0|33967.0|0|328.0|0|0.0|100
0|2022-01-17|33967.0|0|0.0|100|328.0|0|0.0|100
