|dates|Jefferson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Indiana_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|5689.0|0|5692.0|0|103.0|0|0.0|100
0|2021-11-30|5710.0|0|5713.0|0|103.0|0|0.0|100
0|2021-12-01|5760.0|0|5763.0|0|104.0|0|0.0|100
0|2021-12-02|5760.0|0|5799.0|0|104.0|0|0.0|100
0|2021-12-03|5856.0|0|5859.0|0|105.0|0|0.0|100
0|2021-12-04|5856.0|0|5859.0|0|105.0|0|0.0|100
0|2021-12-05|5856.0|0|5859.0|0|105.0|0|0.0|100
0|2021-12-06|5946.0|0|5949.0|0|105.0|0|0.0|100
0|2021-12-07|5979.0|0|5982.0|0|105.0|0|0.0|100
0|2021-12-08|6041.0|0|6044.0|0|105.0|0|0.0|100
0|2021-12-09|6085.0|0|6088.0|0|105.0|0|0.0|100
0|2021-12-10|6139.0|0|6142.0|0|106.0|0|0.0|100
0|2021-12-11|6139.0|0|6142.0|0|106.0|0|0.0|100
0|2021-12-12|6139.0|0|6142.0|0|106.0|0|0.0|100
0|2021-12-13|6244.0|0|6247.0|0|107.0|0|0.0|100
0|2021-12-14|6244.0|0|6276.0|0|107.0|0|0.0|100
0|2021-12-15|6361.0|0|6364.0|0|110.0|0|0.0|100
0|2021-12-16|6394.0|0|6397.0|0|110.0|0|0.0|100
0|2021-12-17|6432.0|0|6435.0|0|110.0|0|0.0|100
0|2021-12-18|6432.0|0|6435.0|0|110.0|0|0.0|100
0|2021-12-19|6432.0|0|6435.0|0|110.0|0|0.0|100
0|2021-12-20|6491.0|0|6494.0|0|111.0|0|0.0|100
0|2021-12-21|6510.0|0|6513.0|0|111.0|0|0.0|100
0|2021-12-22|6539.0|0|6542.0|0|112.0|0|0.0|100
0|2021-12-23|6539.0|0|6542.0|0|112.0|0|0.0|100
0|2021-12-24|6539.0|0|6542.0|0|112.0|0|0.0|100
0|2021-12-25|6539.0|0|6542.0|0|112.0|0|0.0|100
0|2021-12-26|6539.0|0|6542.0|0|112.0|0|0.0|100
0|2021-12-27|6651.0|0|6654.0|0|112.0|0|0.0|100
0|2021-12-28|6671.0|0|6674.0|0|113.0|0|0.0|100
0|2021-12-29|6728.0|0|6731.0|0|113.0|0|0.0|100
0|2021-12-30|6751.0|0|6754.0|0|113.0|0|0.0|100
0|2021-12-31|6751.0|0|6754.0|0|113.0|0|0.0|100
0|2022-01-01|6751.0|0|6754.0|0|113.0|0|0.0|100
0|2022-01-02|6751.0|0|6754.0|0|113.0|0|0.0|100
0|2022-01-03|6804.0|0|6807.0|0|113.0|0|0.0|100
0|2022-01-04|6836.0|0|6839.0|0|114.0|0|0.0|100
0|2022-01-05|6889.0|0|6892.0|0|114.0|0|0.0|100
0|2022-01-06|6958.0|0|6961.0|0|118.0|0|0.0|100
0|2022-01-07|7001.0|0|7004.0|0|121.0|0|0.0|100
0|2022-01-08|7001.0|0|7004.0|0|121.0|0|0.0|100
0|2022-01-09|7001.0|0|7004.0|0|121.0|0|0.0|100
0|2022-01-10|7110.0|0|7115.0|0|122.0|0|0.0|100
0|2022-01-11|7185.0|0|7190.0|0|122.0|0|0.0|100
0|2022-01-12|7293.0|0|7298.0|0|122.0|0|0.0|100
0|2022-01-13|7293.0|0|7350.0|0|122.0|0|0.0|100
0|2022-01-14|7423.0|0|7428.0|0|123.0|0|0.0|100
0|2022-01-15|7423.0|0|7428.0|0|123.0|0|0.0|100
0|2022-01-16|7423.0|0|7428.0|0|123.0|0|0.0|100
0|2022-01-17|7551.0|0|0.0|100|124.0|0|0.0|100
