|dates|Putnam_Florida_UnitedStates.JHU_ConfirmedCases.data|Putnam_Florida_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Florida_UnitedStates.NYT_ConfirmedCases.data|Putnam_Florida_UnitedStates.NYT_ConfirmedCases.missing|Putnam_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12732.0|0|12708.0|0|160.0|0|0.0|100
0|2021-10-18|12732.0|0|12708.0|0|160.0|0|0.0|100
0|2021-10-19|12732.0|0|12708.0|0|160.0|0|0.0|100
0|2021-10-20|12732.0|0|12708.0|0|160.0|0|0.0|100
0|2021-10-21|12732.0|0|12708.0|0|160.0|0|0.0|100
0|2021-10-22|12775.0|0|12751.0|0|160.0|0|0.0|100
0|2021-10-23|12775.0|0|12751.0|0|160.0|0|0.0|100
0|2021-10-24|12775.0|0|12751.0|0|160.0|0|0.0|100
0|2021-10-25|12775.0|0|12751.0|0|160.0|0|0.0|100
0|2021-10-26|12775.0|0|12751.0|0|160.0|0|0.0|100
0|2021-10-27|12775.0|0|12751.0|0|160.0|0|0.0|100
0|2021-10-28|12775.0|0|12751.0|0|160.0|0|0.0|100
0|2021-10-29|12802.0|0|12778.0|0|160.0|0|0.0|100
0|2021-10-30|12802.0|0|12778.0|0|160.0|0|0.0|100
0|2021-10-31|12802.0|0|12778.0|0|160.0|0|0.0|100
0|2021-11-01|12802.0|0|12778.0|0|160.0|0|0.0|100
0|2021-11-02|12802.0|0|12778.0|0|160.0|0|0.0|100
0|2021-11-03|12802.0|0|12778.0|0|160.0|0|0.0|100
0|2021-11-04|12802.0|0|12778.0|0|160.0|0|0.0|100
0|2021-11-05|12825.0|0|12801.0|0|160.0|0|0.0|100
0|2021-11-06|12825.0|0|12801.0|0|160.0|0|0.0|100
0|2021-11-07|12825.0|0|12801.0|0|160.0|0|0.0|100
0|2021-11-08|12825.0|0|12801.0|0|160.0|0|0.0|100
0|2021-11-09|12825.0|0|12801.0|0|160.0|0|0.0|100
0|2021-11-10|12825.0|0|12801.0|0|160.0|0|0.0|100
0|2021-11-11|12825.0|0|12801.0|0|160.0|0|0.0|100
0|2021-11-12|12835.0|0|12811.0|0|160.0|0|0.0|100
0|2021-11-13|12835.0|0|12811.0|0|160.0|0|0.0|100
0|2021-11-14|12835.0|0|12811.0|0|160.0|0|0.0|100
0|2021-11-15|12835.0|0|12811.0|0|160.0|0|0.0|100
0|2021-11-16|12835.0|0|12811.0|0|160.0|0|0.0|100
0|2021-11-17|12835.0|0|12811.0|0|160.0|0|0.0|100
