|dates|Clark_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clark_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clark_Indiana_UnitedStates.NYT_ConfirmedCases.data|Clark_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Clark_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|19898.0|0|19920.0|0|275.0|0|0.0|100
0|2021-11-30|19985.0|0|20007.0|0|277.0|0|0.0|100
0|2021-12-01|20071.0|0|20093.0|0|278.0|0|0.0|100
0|2021-12-02|20146.0|0|20168.0|0|278.0|0|0.0|100
0|2021-12-03|20238.0|0|20260.0|0|279.0|0|0.0|100
0|2021-12-04|20238.0|0|20260.0|0|279.0|0|0.0|100
0|2021-12-05|20238.0|0|20260.0|0|279.0|0|0.0|100
0|2021-12-06|20392.0|0|20414.0|0|279.0|0|0.0|100
0|2021-12-07|20446.0|0|20468.0|0|279.0|0|0.0|100
0|2021-12-08|20481.0|0|20503.0|0|280.0|0|0.0|100
0|2021-12-09|20558.0|0|20581.0|0|280.0|0|0.0|100
0|2021-12-10|20632.0|0|20655.0|0|283.0|0|0.0|100
0|2021-12-11|20632.0|0|20655.0|0|283.0|0|0.0|100
0|2021-12-12|20632.0|0|20655.0|0|283.0|0|0.0|100
0|2021-12-13|20750.0|0|20773.0|0|283.0|0|0.0|100
0|2021-12-14|20750.0|0|20816.0|0|283.0|0|0.0|100
0|2021-12-15|20859.0|0|20882.0|0|284.0|0|0.0|100
0|2021-12-16|20940.0|0|20963.0|0|284.0|0|0.0|100
0|2021-12-17|20979.0|0|21002.0|0|284.0|0|0.0|100
0|2021-12-18|20979.0|0|21002.0|0|284.0|0|0.0|100
0|2021-12-19|20979.0|0|21002.0|0|284.0|0|0.0|100
0|2021-12-20|21108.0|0|21131.0|0|286.0|0|0.0|100
0|2021-12-21|21155.0|0|21178.0|0|289.0|0|0.0|100
0|2021-12-22|21222.0|0|21245.0|0|293.0|0|0.0|100
0|2021-12-23|21222.0|0|21245.0|0|293.0|0|0.0|100
0|2021-12-24|21222.0|0|21245.0|0|293.0|0|0.0|100
0|2021-12-25|21222.0|0|21245.0|0|293.0|0|0.0|100
0|2021-12-26|21222.0|0|21245.0|0|293.0|0|0.0|100
0|2021-12-27|21422.0|0|21445.0|0|294.0|0|0.0|100
0|2021-12-28|21507.0|0|21530.0|0|298.0|0|0.0|100
0|2021-12-29|21737.0|0|21760.0|0|298.0|0|0.0|100
0|2021-12-30|21896.0|0|21919.0|0|299.0|0|0.0|100
0|2021-12-31|21896.0|0|21919.0|0|299.0|0|0.0|100
0|2022-01-01|21896.0|0|21919.0|0|299.0|0|0.0|100
0|2022-01-02|21896.0|0|21919.0|0|299.0|0|0.0|100
0|2022-01-03|22320.0|0|22343.0|0|300.0|0|0.0|100
0|2022-01-04|22400.0|0|22423.0|0|302.0|0|0.0|100
0|2022-01-05|22596.0|0|22620.0|0|302.0|0|0.0|100
0|2022-01-06|22923.0|0|22947.0|0|306.0|0|0.0|100
0|2022-01-07|23147.0|0|23171.0|0|307.0|0|0.0|100
0|2022-01-08|23147.0|0|23171.0|0|307.0|0|0.0|100
0|2022-01-09|23147.0|0|23171.0|0|307.0|0|0.0|100
0|2022-01-10|23658.0|0|23682.0|0|308.0|0|0.0|100
0|2022-01-11|23811.0|0|23836.0|0|313.0|0|0.0|100
0|2022-01-12|24022.0|0|24048.0|0|315.0|0|0.0|100
0|2022-01-13|24022.0|0|24334.0|0|315.0|0|0.0|100
0|2022-01-14|24590.0|0|24616.0|0|317.0|0|0.0|100
0|2022-01-15|24590.0|0|24616.0|0|317.0|0|0.0|100
0|2022-01-16|24590.0|0|24616.0|0|317.0|0|0.0|100
0|2022-01-17|25186.0|0|0.0|100|321.0|0|0.0|100
