|dates|Orange_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_NorthCarolina_UnitedStates.Male_Total_Population.data|Orange_NorthCarolina_UnitedStates.Male_Total_Population.missing|Orange_NorthCarolina_UnitedStates.Female_Total_Population.data|Orange_NorthCarolina_UnitedStates.Female_Total_Population.missing|Orange_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-18|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-19|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-20|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-21|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-22|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-23|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-24|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-25|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-26|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-27|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-28|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-29|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-30|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-10-31|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-01|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-02|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-03|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-04|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-05|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-06|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-07|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-08|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-09|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-10|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-11|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-12|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-13|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-14|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-15|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-16|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-17|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-18|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-19|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-20|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-21|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-22|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-23|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-24|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-25|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-26|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-27|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-28|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-29|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-11-30|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-01|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-02|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-03|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-04|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-05|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-06|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-07|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-08|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-09|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-10|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-11|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-12|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-13|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-14|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-15|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-16|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-17|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-18|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-19|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-20|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-21|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-22|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-23|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-24|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-25|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-26|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-27|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-28|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-29|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-30|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2021-12-31|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-01|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-02|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-03|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-04|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-05|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-06|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-07|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-08|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-09|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-10|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-11|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-12|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-13|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-14|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-15|20439.0|0|69739.0|0|76288.0|0|28705.0|0
0|2022-01-16|20439.0|0|69739.0|0|76288.0|0|28705.0|0
