|dates|Jefferson_Florida_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Florida_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Florida_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Florida_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|2533.0|0|2507.0|0|28.0|0|0.0|100
0|2021-12-24|2533.0|0|2523.0|0|28.0|0|0.0|100
0|2021-12-25|2549.0|0|2523.0|0|28.0|0|0.0|100
0|2021-12-26|2549.0|0|2523.0|0|28.0|0|0.0|100
0|2021-12-27|2549.0|0|2523.0|0|28.0|0|0.0|100
0|2021-12-28|2549.0|0|2523.0|0|28.0|0|0.0|100
0|2021-12-29|2549.0|0|2523.0|0|28.0|0|0.0|100
0|2021-12-30|2549.0|0|2523.0|0|28.0|0|0.0|100
0|2021-12-31|2660.0|0|2634.0|0|28.0|0|0.0|100
0|2022-01-01|2660.0|0|2634.0|0|28.0|0|0.0|100
0|2022-01-02|2660.0|0|2634.0|0|28.0|0|0.0|100
0|2022-01-03|2660.0|0|2634.0|0|28.0|0|0.0|100
0|2022-01-04|2660.0|0|2634.0|0|28.0|0|0.0|100
0|2022-01-05|2660.0|0|2634.0|0|28.0|0|0.0|100
0|2022-01-06|2660.0|0|2634.0|0|28.0|0|0.0|100
0|2022-01-07|2841.0|0|2815.0|0|28.0|0|0.0|100
0|2022-01-08|2841.0|0|2815.0|0|28.0|0|0.0|100
0|2022-01-09|2841.0|0|2815.0|0|28.0|0|0.0|100
0|2022-01-10|2841.0|0|2815.0|0|28.0|0|0.0|100
0|2022-01-11|2841.0|0|2815.0|0|28.0|0|0.0|100
0|2022-01-12|2841.0|0|2815.0|0|36.0|0|0.0|100
0|2022-01-13|2841.0|0|2815.0|0|36.0|0|0.0|100
0|2022-01-14|2841.0|0|3119.0|0|36.0|0|0.0|100
0|2022-01-15|3145.0|0|3119.0|0|36.0|0|0.0|100
0|2022-01-16|3145.0|0|3119.0|0|36.0|0|0.0|100
0|2022-01-17|3145.0|0|0.0|100|36.0|0|0.0|100
