|dates|Payette_Idaho_UnitedStates.JHU_ConfirmedCases.data|Payette_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Payette_Idaho_UnitedStates.NYT_ConfirmedCases.data|Payette_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Payette_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Payette_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Payette_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Payette_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|4325.0|0|4325.0|0|72.0|0|0.0|100
0|2021-12-27|4334.0|0|4334.0|0|74.0|0|0.0|100
0|2021-12-28|4335.0|0|4335.0|0|74.0|0|0.0|100
0|2021-12-29|4337.0|0|4337.0|0|74.0|0|0.0|100
0|2021-12-30|4346.0|0|4346.0|0|74.0|0|0.0|100
0|2021-12-31|4346.0|0|4346.0|0|74.0|0|0.0|100
0|2022-01-01|4346.0|0|4346.0|0|74.0|0|0.0|100
0|2022-01-02|4346.0|0|4346.0|0|74.0|0|0.0|100
0|2022-01-03|4351.0|0|4351.0|0|75.0|0|0.0|100
0|2022-01-04|4364.0|0|4364.0|0|75.0|0|0.0|100
0|2022-01-05|4374.0|0|4374.0|0|75.0|0|0.0|100
0|2022-01-06|4384.0|0|4384.0|0|75.0|0|0.0|100
0|2022-01-07|4390.0|0|4390.0|0|75.0|0|0.0|100
0|2022-01-08|4393.0|0|4393.0|0|75.0|0|0.0|100
0|2022-01-09|4393.0|0|4393.0|0|75.0|0|0.0|100
0|2022-01-10|4402.0|0|4402.0|0|75.0|0|0.0|100
0|2022-01-11|4419.0|0|4419.0|0|75.0|0|0.0|100
0|2022-01-12|4439.0|0|4439.0|0|75.0|0|0.0|100
0|2022-01-13|4439.0|0|4457.0|0|75.0|0|0.0|100
0|2022-01-14|4470.0|0|4470.0|0|75.0|0|0.0|100
0|2022-01-15|4486.0|0|4486.0|0|75.0|0|0.0|100
0|2022-01-16|4486.0|0|4486.0|0|75.0|0|0.0|100
0|2022-01-17|4486.0|0|0.0|100|75.0|0|0.0|100
