|dates|Rosebud_Montana_UnitedStates.JHU_ConfirmedCases.data|Rosebud_Montana_UnitedStates.JHU_ConfirmedCases.missing|Rosebud_Montana_UnitedStates.NYT_ConfirmedCases.data|Rosebud_Montana_UnitedStates.NYT_ConfirmedCases.missing|Rosebud_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Rosebud_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Rosebud_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Rosebud_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|1703.0|0|1703.0|0|58.0|0|0.0|100
0|2021-11-19|1707.0|0|1707.0|0|58.0|0|0.0|100
0|2021-11-20|1707.0|0|1707.0|0|58.0|0|0.0|100
0|2021-11-21|1707.0|0|1707.0|0|58.0|0|0.0|100
0|2021-11-22|1711.0|0|1711.0|0|58.0|0|0.0|100
0|2021-11-23|1717.0|0|1717.0|0|58.0|0|0.0|100
0|2021-11-24|1719.0|0|1719.0|0|58.0|0|0.0|100
0|2021-11-25|1719.0|0|1719.0|0|58.0|0|0.0|100
0|2021-11-26|1721.0|0|1721.0|0|58.0|0|0.0|100
0|2021-11-27|1721.0|0|1721.0|0|58.0|0|0.0|100
0|2021-11-28|1721.0|0|1721.0|0|58.0|0|0.0|100
0|2021-11-29|1738.0|0|1738.0|0|58.0|0|0.0|100
0|2021-11-30|1756.0|0|1756.0|0|58.0|0|0.0|100
0|2021-12-01|1764.0|0|1764.0|0|58.0|0|0.0|100
0|2021-12-02|1764.0|0|1764.0|0|58.0|0|0.0|100
0|2021-12-03|1765.0|0|1765.0|0|58.0|0|0.0|100
0|2021-12-04|1765.0|0|1765.0|0|58.0|0|0.0|100
0|2021-12-05|1765.0|0|1765.0|0|58.0|0|0.0|100
0|2021-12-06|1765.0|0|1765.0|0|58.0|0|0.0|100
0|2021-12-07|1767.0|0|1767.0|0|58.0|0|0.0|100
0|2021-12-08|1771.0|0|1771.0|0|58.0|0|0.0|100
0|2021-12-09|1771.0|0|1771.0|0|58.0|0|0.0|100
0|2021-12-10|1771.0|0|1771.0|0|58.0|0|0.0|100
0|2021-12-11|1771.0|0|1771.0|0|58.0|0|0.0|100
0|2021-12-12|1771.0|0|1771.0|0|58.0|0|0.0|100
0|2021-12-13|1771.0|0|1771.0|0|58.0|0|0.0|100
0|2021-12-14|1771.0|0|1772.0|0|58.0|0|0.0|100
0|2021-12-15|1774.0|0|1774.0|0|58.0|0|0.0|100
0|2021-12-16|1774.0|0|1774.0|0|58.0|0|0.0|100
0|2021-12-17|1774.0|0|1774.0|0|58.0|0|0.0|100
0|2021-12-18|1774.0|0|1774.0|0|58.0|0|0.0|100
0|2021-12-19|1774.0|0|1774.0|0|58.0|0|0.0|100
0|2021-12-20|1774.0|0|1774.0|0|58.0|0|0.0|100
0|2021-12-21|1775.0|0|1775.0|0|58.0|0|0.0|100
0|2021-12-22|1777.0|0|1777.0|0|58.0|0|0.0|100
0|2021-12-23|1777.0|0|1777.0|0|58.0|0|0.0|100
0|2021-12-24|1777.0|0|1777.0|0|58.0|0|0.0|100
0|2021-12-25|1777.0|0|1777.0|0|58.0|0|0.0|100
0|2021-12-26|1777.0|0|1777.0|0|58.0|0|0.0|100
0|2021-12-27|1777.0|0|1777.0|0|58.0|0|0.0|100
0|2021-12-28|1777.0|0|1777.0|0|58.0|0|0.0|100
0|2021-12-29|1781.0|0|1781.0|0|58.0|0|0.0|100
0|2021-12-30|1781.0|0|1781.0|0|58.0|0|0.0|100
0|2021-12-31|1781.0|0|1781.0|0|58.0|0|0.0|100
0|2022-01-01|1781.0|0|1781.0|0|58.0|0|0.0|100
0|2022-01-02|1781.0|0|1781.0|0|58.0|0|0.0|100
0|2022-01-03|1781.0|0|1781.0|0|58.0|0|0.0|100
0|2022-01-04|1783.0|0|1783.0|0|58.0|0|0.0|100
0|2022-01-05|1792.0|0|1792.0|0|58.0|0|0.0|100
0|2022-01-06|1792.0|0|1792.0|0|58.0|0|0.0|100
0|2022-01-07|1793.0|0|1793.0|0|58.0|0|0.0|100
0|2022-01-08|1793.0|0|1793.0|0|58.0|0|0.0|100
0|2022-01-09|1793.0|0|1793.0|0|58.0|0|0.0|100
0|2022-01-10|1796.0|0|1796.0|0|58.0|0|0.0|100
0|2022-01-11|1797.0|0|1797.0|0|58.0|0|0.0|100
0|2022-01-12|1805.0|0|1805.0|0|58.0|0|0.0|100
0|2022-01-13|1805.0|0|1814.0|0|58.0|0|0.0|100
0|2022-01-14|1818.0|0|1818.0|0|58.0|0|0.0|100
0|2022-01-15|1818.0|0|1818.0|0|58.0|0|0.0|100
0|2022-01-16|1818.0|0|1818.0|0|58.0|0|0.0|100
0|2022-01-17|1818.0|0|0.0|100|58.0|0|0.0|100
