|dates|Grayson_Texas_UnitedStates.JHU_ConfirmedCases.data|Grayson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Grayson_Texas_UnitedStates.NYT_ConfirmedCases.data|Grayson_Texas_UnitedStates.NYT_ConfirmedCases.missing|Grayson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Grayson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Grayson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Grayson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|16432.0|0|16432.0|0|508.0|0|0.0|100
0|2021-11-29|16491.0|0|16491.0|0|511.0|0|0.0|100
0|2021-11-30|16534.0|0|16534.0|0|511.0|0|0.0|100
0|2021-12-01|16538.0|0|16538.0|0|512.0|0|0.0|100
0|2021-12-02|16552.0|0|16552.0|0|513.0|0|0.0|100
0|2021-12-03|16554.0|0|16554.0|0|514.0|0|0.0|100
0|2021-12-04|16566.0|0|16566.0|0|515.0|0|0.0|100
0|2021-12-05|16571.0|0|16571.0|0|515.0|0|0.0|100
0|2021-12-06|16600.0|0|16600.0|0|515.0|0|0.0|100
0|2021-12-07|16607.0|0|16607.0|0|515.0|0|0.0|100
0|2021-12-08|16608.0|0|16608.0|0|517.0|0|0.0|100
0|2021-12-09|16622.0|0|16622.0|0|517.0|0|0.0|100
0|2021-12-10|16698.0|0|16698.0|0|519.0|0|0.0|100
0|2021-12-11|16714.0|0|16714.0|0|519.0|0|0.0|100
0|2021-12-12|16720.0|0|16720.0|0|519.0|0|0.0|100
0|2021-12-13|16730.0|0|16730.0|0|519.0|0|0.0|100
0|2021-12-14|16730.0|0|16737.0|0|519.0|0|0.0|100
0|2021-12-15|16746.0|0|16746.0|0|521.0|0|0.0|100
0|2021-12-16|16763.0|0|16763.0|0|522.0|0|0.0|100
0|2021-12-17|16777.0|0|16777.0|0|523.0|0|0.0|100
0|2021-12-18|16798.0|0|16798.0|0|525.0|0|0.0|100
0|2021-12-19|16813.0|0|16813.0|0|525.0|0|0.0|100
0|2021-12-20|16834.0|0|16834.0|0|525.0|0|0.0|100
0|2021-12-21|16851.0|0|16851.0|0|526.0|0|0.0|100
0|2021-12-22|16864.0|0|16864.0|0|527.0|0|0.0|100
0|2021-12-23|16879.0|0|16879.0|0|529.0|0|0.0|100
0|2021-12-24|16879.0|0|16879.0|0|529.0|0|0.0|100
0|2021-12-25|16879.0|0|16879.0|0|529.0|0|0.0|100
0|2021-12-26|16879.0|0|16879.0|0|529.0|0|0.0|100
0|2021-12-27|17014.0|0|17014.0|0|530.0|0|0.0|100
0|2021-12-28|17044.0|0|17044.0|0|531.0|0|0.0|100
0|2021-12-29|17084.0|0|17084.0|0|531.0|0|0.0|100
0|2021-12-30|17115.0|0|17115.0|0|530.0|0|0.0|100
0|2021-12-31|17115.0|0|17115.0|0|530.0|0|0.0|100
0|2022-01-01|17115.0|0|17115.0|0|530.0|0|0.0|100
0|2022-01-02|17115.0|0|17115.0|0|530.0|0|0.0|100
0|2022-01-03|17657.0|0|17657.0|0|534.0|0|0.0|100
0|2022-01-04|17947.0|0|17947.0|0|534.0|0|0.0|100
0|2022-01-05|18068.0|0|18068.0|0|536.0|0|0.0|100
0|2022-01-06|18254.0|0|18254.0|0|537.0|0|0.0|100
0|2022-01-07|18430.0|0|18430.0|0|541.0|0|0.0|100
0|2022-01-08|18690.0|0|18690.0|0|542.0|0|0.0|100
0|2022-01-09|18875.0|0|18875.0|0|542.0|0|0.0|100
0|2022-01-10|19001.0|0|19001.0|0|542.0|0|0.0|100
0|2022-01-11|19513.0|0|19513.0|0|542.0|0|0.0|100
0|2022-01-12|19774.0|0|19774.0|0|545.0|0|0.0|100
0|2022-01-13|19774.0|0|20112.0|0|545.0|0|0.0|100
0|2022-01-14|20112.0|0|21600.0|0|546.0|0|0.0|100
0|2022-01-15|21866.0|0|21866.0|0|548.0|0|0.0|100
0|2022-01-16|22260.0|0|22260.0|0|548.0|0|0.0|100
0|2022-01-17|22567.0|0|0.0|100|548.0|0|0.0|100
