|dates|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Iredell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Iredell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|30356.0|0|30356.0|0|333.0|0|0.0|100
0|2021-12-02|30459.0|0|30459.0|0|334.0|0|0.0|100
0|2021-12-03|30546.0|0|30546.0|0|334.0|0|0.0|100
0|2021-12-04|30546.0|0|30546.0|0|334.0|0|0.0|100
0|2021-12-05|30546.0|0|30546.0|0|334.0|0|0.0|100
0|2021-12-06|30762.0|0|30762.0|0|334.0|0|0.0|100
0|2021-12-07|30816.0|0|30816.0|0|335.0|0|0.0|100
0|2021-12-08|30905.0|0|30905.0|0|335.0|0|0.0|100
0|2021-12-09|31010.0|0|31010.0|0|336.0|0|0.0|100
0|2021-12-10|31088.0|0|31088.0|0|336.0|0|0.0|100
0|2021-12-11|31088.0|0|31088.0|0|336.0|0|0.0|100
0|2021-12-12|31088.0|0|31088.0|0|336.0|0|0.0|100
0|2021-12-13|31316.0|0|31316.0|0|336.0|0|0.0|100
0|2021-12-14|31316.0|0|31380.0|0|336.0|0|0.0|100
0|2021-12-15|31479.0|0|31479.0|0|336.0|0|0.0|100
0|2021-12-16|31585.0|0|31585.0|0|338.0|0|0.0|100
0|2021-12-17|31680.0|0|31680.0|0|338.0|0|0.0|100
0|2021-12-18|31680.0|0|31680.0|0|338.0|0|0.0|100
0|2021-12-19|31680.0|0|31680.0|0|338.0|0|0.0|100
0|2021-12-20|31918.0|0|31918.0|0|338.0|0|0.0|100
0|2021-12-21|31992.0|0|31992.0|0|338.0|0|0.0|100
0|2021-12-22|32137.0|0|32137.0|0|342.0|0|0.0|100
0|2021-12-23|32137.0|0|32137.0|0|342.0|0|0.0|100
0|2021-12-24|32137.0|0|32137.0|0|342.0|0|0.0|100
0|2021-12-25|32137.0|0|32137.0|0|342.0|0|0.0|100
0|2021-12-26|32137.0|0|32137.0|0|342.0|0|0.0|100
0|2021-12-27|32137.0|0|32137.0|0|342.0|0|0.0|100
0|2021-12-28|32766.0|0|32766.0|0|346.0|0|0.0|100
0|2021-12-29|32897.0|0|32897.0|0|348.0|0|0.0|100
0|2021-12-30|33220.0|0|33220.0|0|348.0|0|0.0|100
0|2021-12-31|33220.0|0|33546.0|0|348.0|0|0.0|100
0|2022-01-01|33220.0|0|33546.0|0|348.0|0|0.0|100
0|2022-01-02|33220.0|0|33546.0|0|348.0|0|0.0|100
0|2022-01-03|34294.0|0|34294.0|0|348.0|0|0.0|100
0|2022-01-04|34491.0|0|34491.0|0|358.0|0|0.0|100
0|2022-01-05|34863.0|0|34863.0|0|358.0|0|0.0|100
0|2022-01-06|35328.0|0|35328.0|0|361.0|0|0.0|100
0|2022-01-07|35782.0|0|35782.0|0|362.0|0|0.0|100
0|2022-01-08|35782.0|0|35782.0|0|362.0|0|0.0|100
0|2022-01-09|35782.0|0|35782.0|0|362.0|0|0.0|100
0|2022-01-10|36851.0|0|36851.0|0|366.0|0|0.0|100
0|2022-01-11|37123.0|0|37123.0|0|366.0|0|0.0|100
0|2022-01-12|37564.0|0|37564.0|0|370.0|0|0.0|100
0|2022-01-13|37564.0|0|38004.0|0|370.0|0|0.0|100
0|2022-01-14|38581.0|0|38581.0|0|374.0|0|0.0|100
0|2022-01-15|38581.0|0|38581.0|0|374.0|0|0.0|100
0|2022-01-16|38581.0|0|38581.0|0|374.0|0|0.0|100
0|2022-01-17|38581.0|0|0.0|100|374.0|0|0.0|100
