|dates|Pecos_Texas_UnitedStates.BLS_EmployedPopulation.data|Pecos_Texas_UnitedStates.BLS_EmployedPopulation.missing|Pecos_Texas_UnitedStates.BLS_UnemployedPopulation.data|Pecos_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Pecos_Texas_UnitedStates.BLS_UnemploymentRate.data|Pecos_Texas_UnitedStates.BLS_UnemploymentRate.missing|Pecos_Texas_UnitedStates.BLS_LaborForcePopulation.data|Pecos_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-14|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-15|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-16|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-17|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-18|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-19|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-20|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-21|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-22|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-23|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-24|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-25|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-26|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-27|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-28|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-29|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-30|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2021-12-31|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-01|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-02|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-03|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-04|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-05|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-06|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-07|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-08|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-09|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-10|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-11|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-12|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-13|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-14|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-15|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-16|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
0|2022-01-17|6130.0|0|465.0|0|7.050796057619409|0|6595.0|0
