|dates|Washington_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Oregon_UnitedStates.Male_Total_Population.data|Washington_Oregon_UnitedStates.Male_Total_Population.missing|Washington_Oregon_UnitedStates.Female_Total_Population.data|Washington_Oregon_UnitedStates.Female_Total_Population.missing|Washington_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-18|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-19|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-20|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-21|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-22|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-23|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-24|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-25|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-26|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-27|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-28|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-29|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-30|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-10-31|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-01|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-02|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-03|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-04|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-05|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-06|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-07|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-08|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-09|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-10|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-11|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-12|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-13|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-14|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-15|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-16|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-17|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-18|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-19|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-20|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-21|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-22|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-23|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-24|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-25|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-26|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-27|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-28|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-29|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-11-30|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-01|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-02|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-03|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-04|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-05|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-06|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-07|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-08|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-09|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-10|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-11|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-12|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-13|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-14|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-15|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-16|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-17|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-18|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-19|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-20|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-21|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-22|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-23|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-24|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-25|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-26|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-27|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-28|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-29|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-30|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2021-12-31|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-01|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-02|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-03|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-04|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-05|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-06|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-07|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-08|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-09|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-10|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-11|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-12|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-13|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-14|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-15|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-16|80268.0|0|295687.0|0|302008.0|0|136614.0|0
0|2022-01-17|80268.0|0|295687.0|0|302008.0|0|136614.0|0
