|dates|Murray_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Murray_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Murray_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Murray_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Murray_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Murray_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Murray_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Murray_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|2635.0|0|2635.0|0|53.0|0|0.0|100
0|2021-11-10|2635.0|0|2654.0|0|53.0|0|0.0|100
0|2021-11-11|2635.0|0|2654.0|0|53.0|0|0.0|100
0|2021-11-12|2654.0|0|2654.0|0|53.0|0|0.0|100
0|2021-11-13|2654.0|0|2654.0|0|53.0|0|0.0|100
0|2021-11-14|2654.0|0|2654.0|0|53.0|0|0.0|100
0|2021-11-15|2654.0|0|2654.0|0|53.0|0|0.0|100
0|2021-11-16|2654.0|0|2654.0|0|53.0|0|0.0|100
0|2021-11-17|2681.0|0|2681.0|0|53.0|0|0.0|100
0|2021-11-18|2681.0|0|2681.0|0|53.0|0|0.0|100
0|2021-11-19|2681.0|0|2681.0|0|53.0|0|0.0|100
0|2021-11-20|2681.0|0|2681.0|0|53.0|0|0.0|100
0|2021-11-21|2681.0|0|2681.0|0|53.0|0|0.0|100
0|2021-11-22|2681.0|0|2681.0|0|53.0|0|0.0|100
0|2021-11-23|2681.0|0|2681.0|0|53.0|0|0.0|100
0|2021-11-24|2692.0|0|2692.0|0|53.0|0|0.0|100
0|2021-11-25|2692.0|0|2692.0|0|53.0|0|0.0|100
0|2021-11-26|2692.0|0|2692.0|0|53.0|0|0.0|100
0|2021-11-27|2692.0|0|2692.0|0|53.0|0|0.0|100
0|2021-11-28|2692.0|0|2692.0|0|53.0|0|0.0|100
0|2021-11-29|2692.0|0|2692.0|0|53.0|0|0.0|100
0|2021-11-30|2692.0|0|2692.0|0|53.0|0|0.0|100
0|2021-12-01|2711.0|0|2711.0|0|53.0|0|0.0|100
0|2021-12-02|2711.0|0|2711.0|0|53.0|0|0.0|100
0|2021-12-03|2711.0|0|2711.0|0|53.0|0|0.0|100
0|2021-12-04|2711.0|0|2711.0|0|53.0|0|0.0|100
0|2021-12-05|2711.0|0|2711.0|0|53.0|0|0.0|100
0|2021-12-06|2711.0|0|2711.0|0|53.0|0|0.0|100
0|2021-12-07|2711.0|0|2711.0|0|53.0|0|0.0|100
0|2021-12-08|2731.0|0|2731.0|0|53.0|0|0.0|100
0|2021-12-09|2731.0|0|2731.0|0|53.0|0|0.0|100
0|2021-12-10|2731.0|0|2731.0|0|53.0|0|0.0|100
0|2021-12-11|2731.0|0|2731.0|0|53.0|0|0.0|100
0|2021-12-12|2731.0|0|2731.0|0|53.0|0|0.0|100
0|2021-12-13|2731.0|0|2731.0|0|53.0|0|0.0|100
0|2021-12-14|2731.0|0|2731.0|0|53.0|0|0.0|100
0|2021-12-15|2731.0|0|2768.0|0|53.0|0|0.0|100
0|2021-12-16|2768.0|0|2768.0|0|53.0|0|0.0|100
0|2021-12-17|2768.0|0|2768.0|0|53.0|0|0.0|100
0|2021-12-18|2768.0|0|2768.0|0|53.0|0|0.0|100
0|2021-12-19|2768.0|0|2768.0|0|53.0|0|0.0|100
0|2021-12-20|2768.0|0|2768.0|0|53.0|0|0.0|100
0|2021-12-21|2768.0|0|2768.0|0|53.0|0|0.0|100
0|2021-12-22|2800.0|0|2800.0|0|53.0|0|0.0|100
0|2021-12-23|2800.0|0|2800.0|0|57.0|0|0.0|100
0|2021-12-24|2800.0|0|2800.0|0|57.0|0|0.0|100
0|2021-12-25|2800.0|0|2800.0|0|57.0|0|0.0|100
0|2021-12-26|2800.0|0|2800.0|0|57.0|0|0.0|100
0|2021-12-27|2800.0|0|2800.0|0|57.0|0|0.0|100
0|2021-12-28|2800.0|0|2800.0|0|57.0|0|0.0|100
0|2021-12-29|2837.0|0|2837.0|0|57.0|0|0.0|100
0|2021-12-30|2837.0|0|2837.0|0|57.0|0|0.0|100
0|2021-12-31|2837.0|0|2837.0|0|57.0|0|0.0|100
0|2022-01-01|2837.0|0|2837.0|0|57.0|0|0.0|100
0|2022-01-02|2837.0|0|2837.0|0|57.0|0|0.0|100
0|2022-01-03|2837.0|0|2837.0|0|57.0|0|0.0|100
0|2022-01-04|2837.0|0|2837.0|0|57.0|0|0.0|100
0|2022-01-05|2883.0|0|2883.0|0|57.0|0|0.0|100
0|2022-01-06|2883.0|0|2883.0|0|57.0|0|0.0|100
0|2022-01-07|2883.0|0|2883.0|0|57.0|0|0.0|100
0|2022-01-08|2883.0|0|2883.0|0|57.0|0|0.0|100
0|2022-01-09|2883.0|0|2883.0|0|57.0|0|0.0|100
0|2022-01-10|2883.0|0|2883.0|0|57.0|0|0.0|100
0|2022-01-11|2883.0|0|2883.0|0|57.0|0|0.0|100
0|2022-01-12|3053.0|0|3053.0|0|57.0|0|0.0|100
0|2022-01-13|3053.0|0|3053.0|0|57.0|0|0.0|100
0|2022-01-14|3053.0|0|3053.0|0|57.0|0|0.0|100
0|2022-01-15|3053.0|0|3053.0|0|57.0|0|0.0|100
0|2022-01-16|3053.0|0|3053.0|0|57.0|0|0.0|100
0|2022-01-17|3053.0|0|0.0|100|57.0|0|0.0|100
