|dates|Sublette_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Sublette_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Sublette_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Sublette_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Sublette_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Sublette_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Sublette_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Sublette_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1308.0|0|1308.0|0|13.0|0|0.0|100
0|2021-10-18|1315.0|0|1315.0|0|13.0|0|0.0|100
0|2021-10-19|1322.0|0|1322.0|0|15.0|0|0.0|100
0|2021-10-20|1322.0|0|1322.0|0|15.0|0|0.0|100
0|2021-10-21|1330.0|0|1330.0|0|15.0|0|0.0|100
0|2021-10-22|1336.0|0|1336.0|0|15.0|0|0.0|100
0|2021-10-23|1336.0|0|1336.0|0|15.0|0|0.0|100
0|2021-10-24|1336.0|0|1336.0|0|15.0|0|0.0|100
0|2021-10-25|1346.0|0|1346.0|0|15.0|0|0.0|100
0|2021-10-26|1350.0|0|1350.0|0|16.0|0|0.0|100
0|2021-10-27|1353.0|0|1353.0|0|16.0|0|0.0|100
0|2021-10-28|1360.0|0|1360.0|0|16.0|0|0.0|100
0|2021-10-29|1365.0|0|1365.0|0|16.0|0|0.0|100
0|2021-10-30|1365.0|0|1365.0|0|16.0|0|0.0|100
0|2021-10-31|1365.0|0|1365.0|0|16.0|0|0.0|100
0|2021-11-01|1371.0|0|1371.0|0|16.0|0|0.0|100
0|2021-11-02|1371.0|0|1375.0|0|16.0|0|0.0|100
0|2021-11-03|1378.0|0|1378.0|0|20.0|0|0.0|100
0|2021-11-04|1383.0|0|1383.0|0|20.0|0|0.0|100
0|2021-11-05|1390.0|0|1390.0|0|20.0|0|0.0|100
0|2021-11-06|1390.0|0|1390.0|0|20.0|0|0.0|100
0|2021-11-07|1390.0|0|1390.0|0|20.0|0|0.0|100
0|2021-11-08|1400.0|0|1400.0|0|20.0|0|0.0|100
0|2021-11-09|1409.0|0|1409.0|0|21.0|0|0.0|100
0|2021-11-10|1409.0|0|1423.0|0|21.0|0|0.0|100
0|2021-11-11|1423.0|0|1423.0|0|21.0|0|0.0|100
0|2021-11-12|1438.0|0|1438.0|0|21.0|0|0.0|100
0|2021-11-13|1438.0|0|1438.0|0|21.0|0|0.0|100
0|2021-11-14|1438.0|0|1438.0|0|21.0|0|0.0|100
0|2021-11-15|1446.0|0|1446.0|0|21.0|0|0.0|100
0|2021-11-16|1462.0|0|1462.0|0|22.0|0|0.0|100
0|2021-11-17|1463.0|0|1463.0|0|22.0|0|0.0|100
0|2021-11-18|1465.0|0|1465.0|0|22.0|0|0.0|100
0|2021-11-19|1466.0|0|1466.0|0|22.0|0|0.0|100
0|2021-11-20|1466.0|0|1466.0|0|22.0|0|0.0|100
0|2021-11-21|1466.0|0|1466.0|0|22.0|0|0.0|100
0|2021-11-22|1469.0|0|1469.0|0|22.0|0|0.0|100
0|2021-11-23|1471.0|0|1471.0|0|22.0|0|0.0|100
0|2021-11-24|1474.0|0|1474.0|0|22.0|0|0.0|100
0|2021-11-25|1474.0|0|1474.0|0|22.0|0|0.0|100
0|2021-11-26|1474.0|0|1474.0|0|22.0|0|0.0|100
0|2021-11-27|1474.0|0|1474.0|0|22.0|0|0.0|100
0|2021-11-28|1474.0|0|1474.0|0|22.0|0|0.0|100
0|2021-11-29|1481.0|0|1481.0|0|22.0|0|0.0|100
0|2021-11-30|1486.0|0|1486.0|0|23.0|0|0.0|100
0|2021-12-01|1491.0|0|1491.0|0|23.0|0|0.0|100
0|2021-12-02|1490.0|0|1490.0|0|23.0|0|0.0|100
0|2021-12-03|1494.0|0|1494.0|0|23.0|0|0.0|100
0|2021-12-04|1494.0|0|1494.0|0|23.0|0|0.0|100
0|2021-12-05|1494.0|0|1494.0|0|23.0|0|0.0|100
0|2021-12-06|1495.0|0|1495.0|0|23.0|0|0.0|100
0|2021-12-07|1499.0|0|1499.0|0|23.0|0|0.0|100
0|2021-12-08|1501.0|0|1501.0|0|23.0|0|0.0|100
0|2021-12-09|1502.0|0|1502.0|0|23.0|0|0.0|100
0|2021-12-10|1504.0|0|1504.0|0|23.0|0|0.0|100
0|2021-12-11|1504.0|0|1504.0|0|23.0|0|0.0|100
0|2021-12-12|1504.0|0|1504.0|0|23.0|0|0.0|100
0|2021-12-13|1512.0|0|1512.0|0|23.0|0|0.0|100
0|2021-12-14|1512.0|0|1514.0|0|23.0|0|0.0|100
0|2021-12-15|1517.0|0|1517.0|0|23.0|0|0.0|100
0|2021-12-16|1517.0|0|1517.0|0|23.0|0|0.0|100
0|2021-12-17|1518.0|0|1518.0|0|23.0|0|0.0|100
0|2021-12-18|1518.0|0|1518.0|0|23.0|0|0.0|100
0|2021-12-19|1518.0|0|1518.0|0|23.0|0|0.0|100
0|2021-12-20|1518.0|0|1518.0|0|23.0|0|0.0|100
0|2021-12-21|1518.0|0|1518.0|0|23.0|0|0.0|100
0|2021-12-22|1522.0|0|1522.0|0|23.0|0|0.0|100
0|2021-12-23|1522.0|0|1522.0|0|23.0|0|0.0|100
0|2021-12-24|1522.0|0|1522.0|0|23.0|0|0.0|100
0|2021-12-25|1522.0|0|1522.0|0|23.0|0|0.0|100
0|2021-12-26|1522.0|0|1522.0|0|23.0|0|0.0|100
0|2021-12-27|1523.0|0|1523.0|0|23.0|0|0.0|100
0|2021-12-28|1524.0|0|1524.0|0|23.0|0|0.0|100
0|2021-12-29|1525.0|0|1525.0|0|23.0|0|0.0|100
0|2021-12-30|1527.0|0|1527.0|0|23.0|0|0.0|100
0|2021-12-31|1527.0|0|1527.0|0|23.0|0|0.0|100
0|2022-01-01|1527.0|0|1527.0|0|23.0|0|0.0|100
0|2022-01-02|1527.0|0|1527.0|0|23.0|0|0.0|100
0|2022-01-03|1527.0|0|1530.0|0|23.0|0|0.0|100
0|2022-01-04|1537.0|0|1537.0|0|24.0|0|0.0|100
0|2022-01-05|1542.0|0|1542.0|0|24.0|0|0.0|100
0|2022-01-06|1547.0|0|1547.0|0|24.0|0|0.0|100
0|2022-01-07|1551.0|0|1551.0|0|24.0|0|0.0|100
0|2022-01-08|1551.0|0|1551.0|0|24.0|0|0.0|100
0|2022-01-09|1551.0|0|1551.0|0|24.0|0|0.0|100
0|2022-01-10|1557.0|0|1557.0|0|24.0|0|0.0|100
0|2022-01-11|1564.0|0|1564.0|0|24.0|0|0.0|100
0|2022-01-12|1580.0|0|1580.0|0|24.0|0|0.0|100
0|2022-01-13|1580.0|0|1588.0|0|24.0|0|0.0|100
0|2022-01-14|1598.0|0|1598.0|0|24.0|0|0.0|100
0|2022-01-15|1598.0|0|1598.0|0|24.0|0|0.0|100
0|2022-01-16|1598.0|0|1598.0|0|24.0|0|0.0|100
0|2022-01-17|1598.0|0|0.0|100|24.0|0|0.0|100
