|dates|Hockley_Texas_UnitedStates.JHU_ConfirmedCases.data|Hockley_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hockley_Texas_UnitedStates.NYT_ConfirmedCases.data|Hockley_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hockley_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hockley_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hockley_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hockley_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|4406.0|0|4406.0|0|133.0|0|0.0|100
0|2021-11-21|4406.0|0|4406.0|0|133.0|0|0.0|100
0|2021-11-22|4406.0|0|4406.0|0|133.0|0|0.0|100
0|2021-11-23|4414.0|0|4414.0|0|133.0|0|0.0|100
0|2021-11-24|4414.0|0|4414.0|0|135.0|0|0.0|100
0|2021-11-25|4414.0|0|4414.0|0|135.0|0|0.0|100
0|2021-11-26|4414.0|0|4414.0|0|135.0|0|0.0|100
0|2021-11-27|4414.0|0|4414.0|0|135.0|0|0.0|100
0|2021-11-28|4414.0|0|4414.0|0|135.0|0|0.0|100
0|2021-11-29|4446.0|0|4446.0|0|136.0|0|0.0|100
0|2021-11-30|4449.0|0|4449.0|0|136.0|0|0.0|100
0|2021-12-01|4453.0|0|4453.0|0|136.0|0|0.0|100
0|2021-12-02|4464.0|0|4464.0|0|136.0|0|0.0|100
0|2021-12-03|4470.0|0|4470.0|0|136.0|0|0.0|100
0|2021-12-04|4481.0|0|4481.0|0|136.0|0|0.0|100
0|2021-12-05|4490.0|0|4490.0|0|136.0|0|0.0|100
0|2021-12-06|4493.0|0|4493.0|0|136.0|0|0.0|100
0|2021-12-07|4498.0|0|4498.0|0|136.0|0|0.0|100
0|2021-12-08|4506.0|0|4506.0|0|137.0|0|0.0|100
0|2021-12-09|4513.0|0|4513.0|0|138.0|0|0.0|100
0|2021-12-10|4528.0|0|4528.0|0|138.0|0|0.0|100
0|2021-12-11|4534.0|0|4534.0|0|138.0|0|0.0|100
0|2021-12-12|4535.0|0|4535.0|0|138.0|0|0.0|100
0|2021-12-13|4538.0|0|4538.0|0|138.0|0|0.0|100
0|2021-12-14|4538.0|0|4546.0|0|138.0|0|0.0|100
0|2021-12-15|4564.0|0|4564.0|0|138.0|0|0.0|100
0|2021-12-16|4565.0|0|4565.0|0|139.0|0|0.0|100
0|2021-12-17|4575.0|0|4575.0|0|139.0|0|0.0|100
0|2021-12-18|4581.0|0|4581.0|0|139.0|0|0.0|100
0|2021-12-19|4585.0|0|4585.0|0|139.0|0|0.0|100
0|2021-12-20|4593.0|0|4593.0|0|139.0|0|0.0|100
0|2021-12-21|4602.0|0|4602.0|0|139.0|0|0.0|100
0|2021-12-22|4608.0|0|4608.0|0|140.0|0|0.0|100
0|2021-12-23|4618.0|0|4618.0|0|140.0|0|0.0|100
0|2021-12-24|4618.0|0|4618.0|0|140.0|0|0.0|100
0|2021-12-25|4618.0|0|4618.0|0|140.0|0|0.0|100
0|2021-12-26|4618.0|0|4618.0|0|140.0|0|0.0|100
0|2021-12-27|4645.0|0|4645.0|0|140.0|0|0.0|100
0|2021-12-28|4652.0|0|4652.0|0|140.0|0|0.0|100
0|2021-12-29|4661.0|0|4661.0|0|140.0|0|0.0|100
0|2021-12-30|4668.0|0|4668.0|0|141.0|0|0.0|100
0|2021-12-31|4668.0|0|4668.0|0|141.0|0|0.0|100
0|2022-01-01|4668.0|0|4668.0|0|141.0|0|0.0|100
0|2022-01-02|4668.0|0|4668.0|0|141.0|0|0.0|100
0|2022-01-03|4810.0|0|4810.0|0|141.0|0|0.0|100
0|2022-01-04|4847.0|0|4847.0|0|141.0|0|0.0|100
0|2022-01-05|4900.0|0|4900.0|0|141.0|0|0.0|100
0|2022-01-06|4948.0|0|4948.0|0|142.0|0|0.0|100
0|2022-01-07|5014.0|0|5014.0|0|142.0|0|0.0|100
0|2022-01-08|5074.0|0|5074.0|0|142.0|0|0.0|100
0|2022-01-09|5135.0|0|5135.0|0|142.0|0|0.0|100
0|2022-01-10|5160.0|0|5160.0|0|142.0|0|0.0|100
0|2022-01-11|5211.0|0|5211.0|0|143.0|0|0.0|100
0|2022-01-12|5321.0|0|5321.0|0|143.0|0|0.0|100
0|2022-01-13|5321.0|0|5445.0|0|143.0|0|0.0|100
0|2022-01-14|5445.0|0|6510.0|0|143.0|0|0.0|100
0|2022-01-15|6578.0|0|6578.0|0|143.0|0|0.0|100
0|2022-01-16|6624.0|0|6624.0|0|143.0|0|0.0|100
0|2022-01-17|6646.0|0|0.0|100|143.0|0|0.0|100
