|dates|Wake_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Wake_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Wake_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Wake_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Wake_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Wake_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Wake_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Wake_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-18|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-19|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-20|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-21|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-22|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-23|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-24|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-25|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-26|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-27|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-28|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-29|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-30|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-10-31|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-01|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-02|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-03|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-04|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-05|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-06|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-07|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-08|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-09|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-10|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-11|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-12|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-13|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-14|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-15|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-16|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-17|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-18|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-19|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-20|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-21|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-22|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-23|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-24|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-25|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-26|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-27|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-28|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-29|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-11-30|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-01|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-02|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-03|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-04|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-05|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-06|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-07|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-08|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-09|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-10|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-11|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-12|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-13|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-14|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-15|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-16|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-17|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-18|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-19|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-20|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-21|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-22|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-23|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-24|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-25|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-26|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-27|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-28|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-29|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-30|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2021-12-31|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-01|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-02|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-03|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-04|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-05|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-06|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-07|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-08|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-09|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-10|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-11|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-12|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-13|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-14|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-15|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-16|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
0|2022-01-17|568083.0|0|22077.0|0|3.7408499389995935|0|590160.0|0
